Cell	Phase	Subpopulation
SRR13907079.bam	G1	3
SRR13907080.bam	G1	2
SRR13907081.bam	G1	1
SRR13907082.bam	G1	3
SRR13907083.bam	G1	1
SRR13907085.bam	S	1
SRR13907086.bam	G1	1
SRR13907087.bam	G1	1
SRR13907088.bam	G1	1
SRR13907089.bam	G1	3
SRR13907090.bam	G1	1
SRR13907091.bam	G1	1
SRR13907092.bam	G1	2
SRR13907093.bam	G1	1
SRR13907094.bam	G1	1
SRR13907095.bam	G1	1
SRR13907096.bam	G1	1
SRR13907097.bam	G1	1
SRR13907098.bam	G1	1
SRR13907099.bam	G1	1
SRR13907100.bam	G1	1
SRR13907101.bam	G1	1
SRR13907102.bam	G1	2
SRR13907103.bam	G1	3
SRR13907104.bam	G1	1
SRR13907105.bam	G1	3
SRR13907108.bam	G1	1
SRR13907109.bam	G1	1
SRR13907110.bam	S	1
SRR13907111.bam	G1	1
SRR13907112.bam	S	1
SRR13907113.bam	G1	1
SRR13907114.bam	S	1
SRR13907115.bam	G1	1
SRR13907117.bam	G1	1
SRR13907118.bam	G1	1
SRR13907119.bam	G1	2
SRR13907120.bam	S	3
SRR13907121.bam	G1	3
SRR13907122.bam	G1	3
SRR13907123.bam	G1	3
SRR13907124.bam	G1	1
SRR13907125.bam	S	2
SRR13907127.bam	S	1
SRR13907128.bam	S	1
SRR13907129.bam	G1	1
SRR13907130.bam	G1	3
SRR13907131.bam	S	1
SRR13907132.bam	G1	1
SRR13907133.bam	G1	1
SRR13907134.bam	G1	2
SRR13907135.bam	S	2
SRR13907136.bam	G1	2
SRR13907137.bam	G1	1
SRR13907138.bam	G1	1
SRR13907139.bam	S	3
SRR13907140.bam	G1	3
SRR13907141.bam	G1	2
SRR13907142.bam	G1	1
SRR13907143.bam	G1	2
SRR13907144.bam	G1	1
SRR13907145.bam	G1	1
SRR13907146.bam	S	1
SRR13907147.bam	G1	1
SRR13907148.bam	G1	1
SRR13907149.bam	G1	1
SRR13907150.bam	G1	3
SRR13907151.bam	S	1
SRR13907152.bam	G1	1
SRR13907153.bam	G1	1
SRR13907154.bam	S	1
SRR13907155.bam	G1	1
SRR13907156.bam	S	1
SRR13907157.bam	G1	1
SRR13907158.bam	G1	1
SRR13907159.bam	S	3
SRR13907160.bam	G1	3
SRR13907161.bam	S	3
SRR13907163.bam	G1	2
SRR13907164.bam	G1	3
SRR13907165.bam	G1	1
SRR13907166.bam	G1	3
SRR13907167.bam	G1	1
SRR13907168.bam	G1	3
SRR13907169.bam	G1	1
SRR13907170.bam	G1	1
SRR13907171.bam	G1	2
SRR13907172.bam	S	1
SRR13907173.bam	G1	2
SRR13907174.bam	G1	2
SRR13907175.bam	G1	2
SRR13907176.bam	G1	1
SRR13907177.bam	G1	1
SRR13907178.bam	G1	3
SRR13907179.bam	G1	1
SRR13907180.bam	G1	2
SRR13907181.bam	S	1
SRR13907182.bam	G1	1
SRR13907183.bam	G1	2
SRR13907184.bam	G1	1
SRR13907185.bam	G1	2
SRR13907186.bam	G1	1
SRR13907187.bam	G1	1
SRR13907188.bam	G1	1
SRR13907189.bam	G1	3
SRR13907190.bam	G1	2
SRR13907191.bam	G1	1
SRR13907192.bam	G1	2
SRR13907193.bam	G1	2
SRR13907194.bam	G1	1
SRR13907195.bam	G1	1
SRR13907196.bam	S	1
SRR13907197.bam	G1	1
SRR13907198.bam	G1	1
SRR13907199.bam	S	3
SRR13907200.bam	G1	3
SRR13907201.bam	G1	1
SRR13907202.bam	G1	1
SRR13907203.bam	G1	1
SRR13907204.bam	S	1
SRR13907205.bam	G1	2
SRR13907206.bam	G1	2
SRR13907207.bam	G1	1
SRR13907208.bam	G1	1
SRR13907209.bam	G1	1
SRR13907210.bam	G1	1
SRR13907211.bam	G1	1
SRR13907212.bam	G1	3
SRR13907213.bam	G1	1
SRR13907214.bam	G1	3
SRR13907215.bam	G1	3
SRR13907216.bam	G1	2
SRR13907217.bam	G1	1
SRR13907218.bam	G1	3
SRR13907219.bam	S	3
SRR13907221.bam	G1	3
SRR13907222.bam	G1	3
SRR13907223.bam	G1	1
SRR13907225.bam	G1	3
SRR13907226.bam	G1	3
SRR13907227.bam	G1	3
SRR13907228.bam	G1	1
SRR13907229.bam	S	1
SRR13907230.bam	G1	2
SRR13907231.bam	G1	1
SRR13907233.bam	G1	2
SRR13907234.bam	G1	1
SRR13907235.bam	G1	3
SRR13907236.bam	G1	1
SRR13907237.bam	G1	1
SRR13907238.bam	G1	1
SRR13907239.bam	G1	3
SRR13907240.bam	G1	1
SRR13907241.bam	G1	1
SRR13907242.bam	G1	1
SRR13907243.bam	G1	1
SRR13907244.bam	G1	1
SRR13907245.bam	G1	1
SRR13907246.bam	G1	2
SRR13907247.bam	S	3
SRR13907248.bam	G1	1
SRR13907249.bam	G1	1
SRR13907250.bam	G1	1
SRR13907251.bam	G1	1
SRR13907252.bam	G1	1
SRR13907253.bam	G1	1
SRR13907254.bam	G1	1
SRR13907255.bam	G1	1
SRR13907256.bam	G1	1
SRR13907257.bam	S	2
SRR13907258.bam	G1	2
SRR13907259.bam	S	3
SRR13907260.bam	G1	3
SRR13907261.bam	G1	1
SRR13907262.bam	G1	1
SRR13907263.bam	G1	1
SRR13907264.bam	G1	1
SRR13907265.bam	G1	3
SRR13907266.bam	G1	1
SRR13907267.bam	G1	3
SRR13907268.bam	G1	2
SRR13907269.bam	G1	3
SRR13907270.bam	S	1
SRR13907271.bam	G1	1
SRR13907272.bam	G1	1
SRR13907273.bam	G1	1
SRR13907274.bam	G1	1
SRR13907275.bam	S	3
SRR13907276.bam	S	3
SRR13907277.bam	G1	2
SRR13907278.bam	S	2
SRR13907279.bam	S	2
SRR13907280.bam	G1	1
SRR13907281.bam	G1	3
SRR13907282.bam	G1	2
