Cell	Subpopulation
SA039-A96199B-R55-C08	1
SA039-A96199B-R55-C09	1
SA039-A96199B-R55-C11	1
SA039-A96199B-R55-C12	1
SA039-A96199B-R55-C16	1
SA039-A96199B-R55-C17	1
SA039-A96199B-R55-C18	1
SA039-A96199B-R55-C19	1
SA039-A96199B-R55-C20	1
SA039-A96199B-R55-C21	1
SA039-A96199B-R55-C23	1
SA039-A96199B-R55-C24	1
SA039-A96199B-R55-C25	1
SA039-A96199B-R55-C26	1
SA039-A96199B-R55-C27	1
SA039-A96199B-R55-C32	1
SA039-A96199B-R55-C33	1
SA039-A96199B-R55-C35	1
SA039-A96199B-R55-C37	1
SA039-A96199B-R55-C38	1
SA039-A96199B-R55-C39	1
SA039-A96199B-R55-C42	1
SA039-A96199B-R55-C43	1
SA039-A96199B-R55-C45	1
SA039-A96199B-R55-C47	1
SA039-A96199B-R55-C48	1
SA039-A96199B-R55-C49	1
SA039-A96199B-R55-C50	1
SA039-A96199B-R55-C51	1
SA039-A96199B-R55-C52	1
SA039-A96199B-R55-C54	1
SA039-A96199B-R55-C55	1
SA039-A96199B-R55-C59	1
SA039-A96199B-R55-C62	1
SA039-A96199B-R55-C63	1
SA039-A96199B-R55-C67	1
SA039-A96199B-R55-C69	1
SA039-A96199B-R55-C70	1
SA039-A96199B-R56-C07	1
SA039-A96199B-R56-C10	1
SA039-A96199B-R56-C11	1
SA039-A96199B-R56-C15	1
SA039-A96199B-R56-C16	1
SA039-A96199B-R56-C18	1
SA039-A96199B-R56-C19	1
SA039-A96199B-R56-C22	1
SA039-A96199B-R56-C23	1
SA039-A96199B-R56-C24	1
SA039-A96199B-R56-C26	1
SA039-A96199B-R56-C27	1
SA039-A96199B-R56-C29	1
SA039-A96199B-R56-C30	1
SA039-A96199B-R56-C31	1
SA039-A96199B-R56-C35	1
SA039-A96199B-R56-C38	1
SA039-A96199B-R56-C42	1
SA039-A96199B-R56-C43	1
SA039-A96199B-R56-C46	1
SA039-A96199B-R56-C47	1
SA039-A96199B-R56-C50	1
SA039-A96199B-R56-C52	1
SA039-A96199B-R56-C54	1
SA039-A96199B-R56-C55	1
SA039-A96199B-R56-C59	1
SA039-A96199B-R56-C60	1
SA039-A96199B-R56-C61	1
SA039-A96199B-R56-C62	1
SA039-A96199B-R56-C64	1
SA039-A96199B-R56-C65	1
SA039-A96199B-R56-C68	1
SA039-A96199B-R56-C69	1
SA039-A96199B-R57-C08	1
SA039-A96199B-R57-C11	1
SA039-A96199B-R57-C13	1
SA039-A96199B-R57-C14	1
SA039-A96199B-R57-C15	1
SA039-A96199B-R57-C16	1
SA039-A96199B-R57-C18	1
SA039-A96199B-R57-C19	1
SA039-A96199B-R57-C20	1
SA039-A96199B-R57-C22	1
SA039-A96199B-R57-C23	1
SA039-A96199B-R57-C24	1
SA039-A96199B-R57-C27	1
SA039-A96199B-R57-C31	1
SA039-A96199B-R57-C32	1
SA039-A96199B-R57-C33	1
SA039-A96199B-R57-C35	1
SA039-A96199B-R57-C36	1
SA039-A96199B-R57-C37	1
SA039-A96199B-R57-C40	1
SA039-A96199B-R57-C43	1
SA039-A96199B-R57-C46	1
SA039-A96199B-R57-C55	1
SA039-A96199B-R57-C57	1
SA039-A96199B-R57-C60	1
SA039-A96199B-R57-C61	1
SA039-A96199B-R57-C63	1
SA039-A96199B-R57-C65	1
SA039-A96199B-R57-C66	1
SA039-A96199B-R57-C67	1
SA039-A96199B-R57-C68	1
SA039-A96199B-R57-C69	1
SA039-A96199B-R57-C70	1
SA039-A96226B-R51-C40	1
SA039-A96226B-R51-C45	2
SA039-A96226B-R51-C69	2
SA039-A96226B-R52-C44	2
SA039-A96226B-R52-C51	2
SA039-A96226B-R52-C60	2
SA039-A96226B-R52-C62	2
SA039-A96226B-R52-C67	2
SA039-A96226B-R52-C70	2
SA039-A96226B-R53-C07	2
SA039-A96226B-R53-C32	2
SA039-A96226B-R54-C18	2
SA039-A96226B-R54-C25	2
SA039-A96226B-R54-C28	2
SA039-A96226B-R54-C30	2
SA039-A96226B-R54-C42	1
SA039-A96226B-R54-C62	1
SA039-A96226B-R54-C63	1
SA039-A96226B-R55-C18	1
SA039-A96226B-R55-C22	2
SA039-A96226B-R55-C23	1
SA039-A96226B-R55-C24	1
SA039-A96226B-R55-C26	2
SA039-A96226B-R55-C28	2
SA039-A96226B-R55-C35	2
SA039-A96226B-R55-C38	2
SA039-A96226B-R55-C45	2
SA039-A96226B-R55-C48	2
SA039-A96226B-R55-C52	2
SA039-A96226B-R55-C59	2
SA039-A96226B-R55-C64	1
SA039-A96226B-R56-C10	2
SA039-A96226B-R56-C33	2
SA039-A96226B-R56-C40	2
SA039-A96226B-R56-C43	2
SA039-A96226B-R56-C49	1
SA039-A96226B-R56-C51	2
SA039-A96226B-R56-C57	2
SA039-A96226B-R57-C08	2
SA039-A96226B-R57-C15	2
SA039-A96226B-R57-C24	2
SA039-A96226B-R57-C33	2
SA039-A96226B-R57-C37	1
SA039-A96226B-R58-C27	1
SA039-A96226B-R58-C36	2
SA039-A96226B-R59-C19	2
SA039-A96226B-R59-C36	2
SA039-A96226B-R59-C44	2
SA039-A96226B-R59-C49	2
SA039-A96226B-R59-C70	1
SA039-A96226B-R60-C09	2
SA039-A96226B-R60-C12	2
SA039-A96226B-R60-C24	2
SA039-A96226B-R60-C47	2
SA039-A96226B-R60-C49	2
SA039-A96226B-R60-C61	2
SA039-A96226B-R60-C67	2
SA039-A96226B-R61-C10	2
SA039-A96226B-R61-C11	1
SA039-A96226B-R61-C14	2
SA039-A96226B-R61-C18	2
SA039-A96226B-R61-C25	2
SA039-A96226B-R61-C32	2
SA039-A96226B-R61-C44	1
SA039-A96226B-R61-C50	2
SA039-A96226B-R61-C52	2
SA039-A96226B-R62-C25	2
SA039-A96226B-R62-C27	2
SA039-A96226B-R62-C35	2
SA039-A96226B-R62-C54	2
SA039-A96226B-R62-C59	2
SA039-A96226B-R62-C60	1
SA039-A96226B-R62-C64	1
SA039-A96226B-R62-C68	2
SA039-A96226B-R63-C23	1
SA039-A96226B-R63-C24	2
SA039-A96226B-R63-C28	2
SA039-A96226B-R63-C33	2
SA039-A96226B-R63-C38	1
SA039-A96226B-R63-C45	2
SA039-A96226B-R63-C62	2
SA039-A96226B-R64-C09	2
SA039-A96226B-R64-C11	2
SA039-A96226B-R64-C13	2
SA039-A96226B-R64-C14	1
SA039-A96226B-R64-C23	2
SA039-A96226B-R64-C33	2
SA039-A96226B-R64-C36	2
SA039-A96226B-R64-C41	1
SA039-A96226B-R64-C50	2
SA039-A96226B-R64-C52	1
SA039-A96226B-R64-C69	2
SA039-A96226B-R65-C08	2
SA039-A96226B-R65-C10	2
SA039-A96226B-R65-C11	2
SA039-A96226B-R65-C17	2
SA039-A96226B-R65-C19	1
SA039-A96226B-R65-C35	2
SA039-A96226B-R65-C36	2
SA039-A96226B-R65-C40	2
SA039-A96226B-R65-C49	2
SA039-A96226B-R65-C50	2
SA039-A96226B-R65-C54	2
SA039-A96226B-R65-C56	2
SA039-A96226B-R66-C11	1
SA039-A96226B-R66-C20	2
SA039-A96226B-R66-C22	2
SA039-A96226B-R66-C44	1
SA039-A96226B-R66-C45	1
SA039-A96226B-R66-C47	2
SA039-A96226B-R66-C49	2
SA039-A96226B-R66-C61	1
SA039-A96226B-R66-C65	2
SA039-A96226B-R67-C12	2
SA039-A96226B-R67-C29	2
SA039-A96226B-R67-C35	1
SA039-A96226B-R67-C41	2
SA039-A96226B-R67-C47	2
SA039-A96226B-R67-C54	1
SA039-A96226B-R67-C69	2
SA039-A96226B-R68-C08	2
SA039-A96226B-R68-C39	1
SA039-A96226B-R68-C52	2
SA039-A96226B-R69-C16	2
SA039-A96226B-R69-C37	1
SA039-A96226B-R69-C39	1
SA039-A96226B-R69-C47	2
SA039-A96226B-R69-C49	2
SA039-A96226B-R70-C10	1
SA039-A96226B-R70-C15	2
SA039-A96226B-R70-C18	1
SA039-A96226B-R70-C29	2
SA039-A96226B-R70-C35	2
SA039-A96226B-R70-C53	2
SA039-A96226B-R70-C57	2
