Cell	Phase	Subpopulation
SA1044-A96139A-R27-C50.bam	G1	1
SA1044-A96139A-R27-C51.bam	G1	1
SA1044-A96139A-R28-C24.bam	S	1
SA1044-A96139A-R28-C25.bam	S	1
SA1044-A96139A-R28-C26.bam	G1	1
SA1044-A96139A-R28-C29.bam	S	1
SA1044-A96139A-R28-C33.bam	S	1
SA1044-A96139A-R28-C34.bam	S	1
SA1044-A96139A-R28-C39.bam	G1	1
SA1044-A96139A-R28-C40.bam	G1	1
SA1044-A96139A-R28-C41.bam	G1	1
SA1044-A96139A-R28-C42.bam	G1	2
SA1044-A96139A-R28-C44.bam	G1	2
SA1044-A96139A-R28-C46.bam	G1	1
SA1044-A96139A-R28-C48.bam	S	1
SA1044-A96139A-R29-C23.bam	S	1
SA1044-A96139A-R29-C24.bam	S	1
SA1044-A96139A-R29-C26.bam	G1	2
SA1044-A96139A-R29-C28.bam	S	1
SA1044-A96139A-R29-C29.bam	S	1
SA1044-A96139A-R29-C30.bam	G1	1
SA1044-A96139A-R29-C31.bam	S	1
SA1044-A96139A-R29-C33.bam	S	1
SA1044-A96139A-R29-C34.bam	S	2
SA1044-A96139A-R29-C46.bam	G1	2
SA1044-A96139A-R29-C47.bam	G1	1
SA1044-A96139A-R29-C48.bam	G1	2
SA1044-A96139A-R29-C50.bam	G1	1
SA1044-A96139A-R29-C51.bam	G1	1
SA1044-A96139A-R30-C07.bam	G1	2
SA1044-A96139A-R30-C08.bam	G1	1
SA1044-A96139A-R30-C09.bam	G1	2
SA1044-A96139A-R30-C12.bam	G1	1
SA1044-A96139A-R30-C13.bam	G1	1
SA1044-A96139A-R30-C14.bam	G1	1
SA1044-A96139A-R30-C16.bam	G1	1
SA1044-A96139A-R30-C24.bam	G1	1
SA1044-A96139A-R30-C28.bam	S	1
SA1044-A96139A-R30-C29.bam	S	1
SA1044-A96139A-R30-C30.bam	S	1
SA1044-A96139A-R30-C31.bam	S	1
SA1044-A96139A-R30-C32.bam	S	1
SA1044-A96139A-R30-C34.bam	S	1
SA1044-A96139A-R30-C36.bam	S	1
SA1044-A96139A-R30-C37.bam	S	1
SA1044-A96139A-R30-C47.bam	G1	1
SA1044-A96139A-R30-C48.bam	G1	2
SA1044-A96139A-R30-C49.bam	G1	2
SA1044-A96139A-R30-C50.bam	G1	1
SA1044-A96139A-R30-C51.bam	G1	2
SA1044-A96139A-R30-C52.bam	G1	1
SA1044-A96139A-R31-C09.bam	G1	1
SA1044-A96139A-R31-C10.bam	G1	1
SA1044-A96139A-R31-C12.bam	G1	1
SA1044-A96139A-R31-C16.bam	G1	1
SA1044-A96139A-R31-C18.bam	G1	1
SA1044-A96139A-R31-C20.bam	G1	1
SA1044-A96139A-R31-C21.bam	S	1
SA1044-A96139A-R31-C23.bam	G1	1
SA1044-A96139A-R31-C24.bam	S	1
SA1044-A96139A-R31-C25.bam	S	1
SA1044-A96139A-R31-C26.bam	S	1
SA1044-A96139A-R31-C27.bam	S	1
SA1044-A96139A-R31-C29.bam	S	1
SA1044-A96139A-R31-C31.bam	G1	1
SA1044-A96139A-R31-C32.bam	S	1
SA1044-A96139A-R31-C33.bam	G1	1
SA1044-A96139A-R31-C34.bam	S	1
SA1044-A96139A-R31-C36.bam	S	1
SA1044-A96139A-R31-C37.bam	S	1
SA1044-A96139A-R31-C40.bam	G1	1
SA1044-A96139A-R31-C41.bam	S	1
SA1044-A96139A-R31-C43.bam	G1	2
SA1044-A96139A-R31-C44.bam	G1	1
SA1044-A96139A-R31-C48.bam	G1	1
SA1044-A96139A-R31-C51.bam	G1	2
SA1044-A96139A-R31-C52.bam	G1	1
SA1044-A96139A-R32-C08.bam	G1	1
SA1044-A96139A-R32-C11.bam	G1	2
SA1044-A96139A-R32-C14.bam	G1	1
SA1044-A96139A-R32-C19.bam	G1	1
SA1044-A96139A-R32-C20.bam	G1	1
SA1044-A96139A-R32-C23.bam	S	1
SA1044-A96139A-R32-C26.bam	S	1
SA1044-A96139A-R32-C27.bam	S	1
SA1044-A96139A-R32-C29.bam	G1	1
SA1044-A96139A-R32-C31.bam	S	1
SA1044-A96139A-R32-C33.bam	G1	2
SA1044-A96139A-R32-C34.bam	S	1
SA1044-A96139A-R32-C35.bam	S	1
SA1044-A96139A-R32-C36.bam	S	1
SA1044-A96139A-R32-C37.bam	S	1
SA1044-A96139A-R32-C39.bam	G1	1
SA1044-A96139A-R32-C40.bam	S	1
SA1044-A96139A-R32-C41.bam	G1	2
SA1044-A96139A-R32-C42.bam	G1	1
SA1044-A96139A-R32-C43.bam	S	1
SA1044-A96139A-R32-C48.bam	G1	1
SA1044-A96139A-R32-C50.bam	G1	1
SA1044-A96139A-R33-C08.bam	G1	1
SA1044-A96139A-R33-C13.bam	G1	1
SA1044-A96139A-R33-C14.bam	G1	2
SA1044-A96139A-R33-C16.bam	G1	2
SA1044-A96139A-R33-C18.bam	G1	1
SA1044-A96139A-R33-C19.bam	G1	1
SA1044-A96139A-R33-C20.bam	G1	1
SA1044-A96139A-R33-C23.bam	S	1
SA1044-A96139A-R33-C25.bam	S	1
SA1044-A96139A-R33-C26.bam	G1	1
SA1044-A96139A-R33-C27.bam	S	1
SA1044-A96139A-R33-C28.bam	S	1
SA1044-A96139A-R33-C29.bam	S	1
SA1044-A96139A-R33-C30.bam	S	1
SA1044-A96139A-R33-C31.bam	G1	1
SA1044-A96139A-R33-C32.bam	G1	2
SA1044-A96139A-R33-C33.bam	S	1
SA1044-A96139A-R33-C35.bam	G1	1
SA1044-A96139A-R33-C36.bam	S	1
SA1044-A96139A-R33-C37.bam	G1	2
SA1044-A96139A-R33-C39.bam	S	1
SA1044-A96139A-R33-C40.bam	G1	1
SA1044-A96139A-R33-C42.bam	G1	1
SA1044-A96139A-R33-C43.bam	G1	1
SA1044-A96139A-R33-C46.bam	G1	1
SA1044-A96139A-R33-C48.bam	G1	2
SA1044-A96139A-R33-C49.bam	G1	1
SA1044-A96139A-R33-C51.bam	S	1
SA1044-A96139A-R33-C52.bam	G1	1
SA1044-A96139A-R34-C07.bam	G1	1
SA1044-A96139A-R34-C08.bam	G1	1
SA1044-A96139A-R34-C09.bam	G1	1
SA1044-A96139A-R34-C12.bam	G1	2
SA1044-A96139A-R34-C13.bam	G1	2
SA1044-A96139A-R34-C15.bam	G1	1
SA1044-A96139A-R34-C16.bam	G1	2
SA1044-A96139A-R34-C17.bam	G1	1
SA1044-A96139A-R34-C18.bam	G1	1
SA1044-A96139A-R34-C23.bam	S	1
SA1044-A96139A-R34-C24.bam	S	1
SA1044-A96139A-R34-C25.bam	G1	1
SA1044-A96139A-R34-C26.bam	G1	1
SA1044-A96139A-R34-C27.bam	G1	1
SA1044-A96139A-R34-C28.bam	S	1
SA1044-A96139A-R34-C29.bam	G1	1
SA1044-A96139A-R34-C30.bam	G1	1
SA1044-A96139A-R34-C31.bam	S	1
SA1044-A96139A-R34-C32.bam	G1	1
SA1044-A96139A-R34-C33.bam	S	1
SA1044-A96139A-R34-C34.bam	S	2
SA1044-A96139A-R34-C36.bam	S	1
SA1044-A96139A-R34-C37.bam	G1	1
SA1044-A96139A-R34-C40.bam	G1	1
SA1044-A96139A-R34-C43.bam	S	1
SA1044-A96139A-R34-C48.bam	G1	1
SA1044-A96139A-R34-C50.bam	S	1
SA1044-A96139A-R34-C51.bam	G1	1
SA1044-A96139A-R35-C08.bam	G1	1
SA1044-A96139A-R35-C09.bam	G1	1
SA1044-A96139A-R35-C11.bam	G1	1
SA1044-A96139A-R35-C13.bam	S	1
SA1044-A96139A-R35-C17.bam	G1	1
SA1044-A96139A-R35-C18.bam	G1	1
SA1044-A96139A-R35-C20.bam	G1	1
SA1044-A96139A-R35-C21.bam	G1	1
SA1044-A96139A-R35-C23.bam	S	1
SA1044-A96139A-R35-C24.bam	G1	1
SA1044-A96139A-R35-C25.bam	S	1
SA1044-A96139A-R35-C26.bam	S	1
SA1044-A96139A-R35-C27.bam	G1	1
SA1044-A96139A-R35-C28.bam	S	1
SA1044-A96139A-R35-C29.bam	S	1
SA1044-A96139A-R35-C30.bam	S	1
SA1044-A96139A-R35-C31.bam	S	1
SA1044-A96139A-R35-C32.bam	G1	2
SA1044-A96139A-R35-C33.bam	S	1
SA1044-A96139A-R35-C34.bam	S	1
SA1044-A96139A-R35-C35.bam	S	1
SA1044-A96139A-R35-C36.bam	S	1
SA1044-A96139A-R35-C37.bam	G1	1
SA1044-A96139A-R35-C40.bam	G1	1
SA1044-A96139A-R35-C43.bam	S	1
SA1044-A96139A-R35-C44.bam	G1	1
SA1044-A96139A-R35-C46.bam	G1	1
SA1044-A96139A-R36-C12.bam	G1	1
SA1044-A96139A-R36-C17.bam	G1	1
SA1044-A96139A-R36-C18.bam	G1	1
SA1044-A96139A-R36-C20.bam	G1	1
SA1044-A96139A-R36-C23.bam	S	1
SA1044-A96139A-R36-C24.bam	S	1
SA1044-A96139A-R36-C25.bam	G1	1
SA1044-A96139A-R36-C26.bam	G1	1
SA1044-A96139A-R36-C27.bam	G1	2
SA1044-A96139A-R36-C28.bam	S	1
SA1044-A96139A-R36-C29.bam	G1	2
SA1044-A96139A-R36-C30.bam	S	1
SA1044-A96139A-R36-C31.bam	S	1
SA1044-A96139A-R36-C32.bam	S	1
SA1044-A96139A-R36-C33.bam	S	1
SA1044-A96139A-R36-C34.bam	S	1
SA1044-A96139A-R36-C35.bam	S	1
SA1044-A96139A-R36-C36.bam	S	1
SA1044-A96139A-R36-C37.bam	S	1
SA1044-A96139A-R36-C40.bam	G1	1
SA1044-A96139A-R36-C41.bam	G1	1
SA1044-A96139A-R36-C43.bam	G1	1
SA1044-A96139A-R36-C44.bam	S	1
SA1044-A96139A-R36-C47.bam	S	1
SA1044-A96139A-R36-C49.bam	G1	1
SA1044-A96139A-R36-C50.bam	G1	1
SA1044-A96139A-R36-C52.bam	G1	1
SA1044-A96139A-R37-C07.bam	G1	1
SA1044-A96139A-R37-C17.bam	G1	1
SA1044-A96139A-R37-C23.bam	S	1
SA1044-A96139A-R37-C27.bam	G1	1
SA1044-A96139A-R37-C28.bam	G1	1
SA1044-A96139A-R37-C30.bam	S	1
SA1044-A96139A-R37-C31.bam	G1	1
SA1044-A96139A-R37-C32.bam	S	1
SA1044-A96139A-R37-C33.bam	S	1
SA1044-A96139A-R37-C36.bam	S	1
SA1044-A96139A-R37-C37.bam	G1	1
SA1044-A96139A-R37-C40.bam	G1	1
SA1044-A96139A-R37-C41.bam	G1	1
SA1044-A96139A-R37-C48.bam	G1	1
SA1044-A96139A-R38-C11.bam	G1	1
SA1044-A96139A-R38-C13.bam	G1	1
SA1044-A96139A-R38-C14.bam	G1	1
SA1044-A96139A-R38-C16.bam	G1	1
SA1044-A96139A-R38-C19.bam	G1	2
SA1044-A96139A-R38-C20.bam	G1	2
SA1044-A96139A-R38-C23.bam	S	1
SA1044-A96139A-R38-C24.bam	S	2
SA1044-A96139A-R38-C25.bam	G1	1
SA1044-A96139A-R38-C28.bam	S	1
SA1044-A96139A-R38-C29.bam	S	1
SA1044-A96139A-R38-C30.bam	G1	1
SA1044-A96139A-R38-C31.bam	G1	2
SA1044-A96139A-R38-C32.bam	G1	1
SA1044-A96139A-R38-C33.bam	S	1
SA1044-A96139A-R38-C35.bam	S	1
SA1044-A96139A-R38-C37.bam	S	1
SA1044-A96139A-R38-C40.bam	G1	2
SA1044-A96139A-R38-C46.bam	G1	1
SA1044-A96139A-R38-C51.bam	G1	1
SA1044-A96139A-R38-C52.bam	G1	1
SA1044-A96139A-R39-C08.bam	G1	1
SA1044-A96139A-R39-C10.bam	G1	1
SA1044-A96139A-R39-C14.bam	G1	1
SA1044-A96139A-R39-C15.bam	G1	1
SA1044-A96139A-R39-C16.bam	G1	2
SA1044-A96139A-R39-C21.bam	G1	2
SA1044-A96139A-R39-C23.bam	S	1
SA1044-A96139A-R39-C24.bam	S	1
SA1044-A96139A-R39-C26.bam	G1	1
SA1044-A96139A-R39-C27.bam	S	1
SA1044-A96139A-R39-C29.bam	G1	2
SA1044-A96139A-R39-C30.bam	S	1
SA1044-A96139A-R39-C31.bam	S	1
SA1044-A96139A-R39-C32.bam	G1	1
SA1044-A96139A-R39-C35.bam	S	1
SA1044-A96139A-R39-C36.bam	S	1
SA1044-A96139A-R39-C37.bam	S	1
SA1044-A96139A-R39-C41.bam	S	1
SA1044-A96139A-R39-C48.bam	G1	1
SA1044-A96139A-R39-C52.bam	G1	1
SA1044-A96139A-R40-C07.bam	G1	1
SA1044-A96139A-R40-C08.bam	G1	2
SA1044-A96139A-R40-C10.bam	G1	1
SA1044-A96139A-R40-C12.bam	G1	1
SA1044-A96139A-R40-C13.bam	S	1
SA1044-A96139A-R40-C15.bam	S	1
SA1044-A96139A-R40-C18.bam	G1	1
SA1044-A96139A-R40-C24.bam	G1	1
SA1044-A96139A-R40-C25.bam	G1	1
SA1044-A96139A-R40-C26.bam	S	1
SA1044-A96139A-R40-C27.bam	G1	1
SA1044-A96139A-R40-C28.bam	S	1
SA1044-A96139A-R40-C29.bam	S	1
SA1044-A96139A-R40-C30.bam	S	1
SA1044-A96139A-R40-C31.bam	S	1
SA1044-A96139A-R40-C32.bam	G1	1
SA1044-A96139A-R40-C33.bam	G1	2
SA1044-A96139A-R40-C35.bam	S	1
SA1044-A96139A-R40-C36.bam	S	1
SA1044-A96139A-R40-C37.bam	G1	1
SA1044-A96139A-R40-C40.bam	G1	1
SA1044-A96139A-R40-C43.bam	G1	1
SA1044-A96139A-R40-C46.bam	S	2
SA1044-A96139A-R40-C49.bam	G1	1
SA1044-A96139A-R40-C50.bam	G1	1
SA1044-A96139A-R41-C08.bam	G1	2
SA1044-A96139A-R41-C12.bam	G1	1
SA1044-A96139A-R41-C13.bam	G1	1
SA1044-A96139A-R41-C16.bam	G1	1
SA1044-A96139A-R41-C17.bam	G1	1
SA1044-A96139A-R41-C18.bam	G1	2
SA1044-A96139A-R41-C23.bam	G1	2
SA1044-A96139A-R41-C24.bam	S	1
SA1044-A96139A-R41-C25.bam	S	1
SA1044-A96139A-R41-C26.bam	S	1
SA1044-A96139A-R41-C27.bam	G1	1
SA1044-A96139A-R41-C28.bam	S	1
SA1044-A96139A-R41-C31.bam	S	1
SA1044-A96139A-R41-C32.bam	S	1
SA1044-A96139A-R41-C35.bam	S	1
SA1044-A96139A-R41-C36.bam	S	1
SA1044-A96139A-R41-C39.bam	S	1
SA1044-A96139A-R42-C07.bam	G1	2
SA1044-A96139A-R42-C09.bam	G1	1
SA1044-A96139A-R42-C13.bam	G1	1
SA1044-A96139A-R42-C14.bam	G1	1
SA1044-A96139A-R42-C16.bam	S	1
SA1044-A96139A-R42-C17.bam	G1	1
SA1044-A96139A-R42-C19.bam	G1	1
SA1044-A96139A-R42-C21.bam	G1	1
SA1044-A96139A-R42-C23.bam	S	1
SA1044-A96139A-R42-C25.bam	S	1
SA1044-A96139A-R42-C27.bam	S	1
SA1044-A96139A-R42-C28.bam	S	1
SA1044-A96139A-R42-C29.bam	S	1
SA1044-A96139A-R42-C30.bam	S	1
SA1044-A96139A-R42-C42.bam	G1	1
SA1044-A96139A-R43-C25.bam	S	1
SA1044-A96139A-R43-C26.bam	S	1
SA1044-A96139A-R43-C30.bam	S	1
SA1044-A96139A-R43-C31.bam	G1	1
SA1044-A96139A-R43-C32.bam	S	1
SA1044-A96139A-R43-C33.bam	G1	1
SA1044-A96139A-R43-C35.bam	G1	1
SA1044-A96139A-R43-C36.bam	G1	1
SA1044-A96139A-R43-C39.bam	G1	2
SA1044-A96139A-R43-C41.bam	S	1
SA1044-A96139A-R43-C48.bam	G1	1
SA1044-A96139A-R43-C49.bam	G1	1
SA1044-A96139A-R43-C50.bam	G1	1
SA1044-A96139A-R44-C23.bam	G1	2
SA1044-A96139A-R44-C24.bam	G1	1
SA1044-A96139A-R44-C26.bam	S	1
SA1044-A96139A-R44-C27.bam	S	1
SA1044-A96139A-R44-C28.bam	G1	1
SA1044-A96139A-R44-C29.bam	S	1
SA1044-A96139A-R44-C31.bam	S	1
SA1044-A96139A-R44-C32.bam	S	1
SA1044-A96139A-R44-C36.bam	S	1
SA1044-A96139A-R44-C37.bam	S	1
SA1044-A96139A-R44-C40.bam	S	1
SA1044-A96139A-R44-C42.bam	G1	2
SA1044-A96139A-R44-C51.bam	G1	1
SA1044-A96139A-R45-C23.bam	S	1
SA1044-A96139A-R45-C24.bam	S	1
SA1044-A96139A-R45-C25.bam	G1	2
SA1044-A96139A-R45-C26.bam	S	1
SA1044-A96139A-R45-C27.bam	S	1
SA1044-A96139A-R45-C28.bam	S	1
SA1044-A96139A-R45-C29.bam	G1	1
SA1044-A96139A-R45-C30.bam	S	1
SA1044-A96139A-R45-C31.bam	G1	1
SA1044-A96139A-R45-C32.bam	G1	2
SA1044-A96139A-R45-C44.bam	S	1
SA1044-A96139A-R45-C46.bam	G1	1
SA1044-A96139A-R45-C48.bam	G1	1
SA1044-A96139A-R45-C49.bam	G1	1
SA1044-A96139A-R46-C23.bam	S	1
SA1044-A96139A-R46-C24.bam	S	1
SA1044-A96139A-R46-C25.bam	S	1
SA1044-A96139A-R46-C27.bam	S	1
SA1044-A96139A-R46-C28.bam	S	1
SA1044-A96139A-R46-C29.bam	G1	1
SA1044-A96139A-R46-C30.bam	G1	1
SA1044-A96139A-R46-C32.bam	G1	2
SA1044-A96139A-R46-C35.bam	S	1
SA1044-A96139A-R46-C36.bam	S	1
SA1044-A96139A-R46-C39.bam	G1	1
SA1044-A96139A-R46-C43.bam	G1	1
SA1044-A96139A-R46-C46.bam	G1	1
SA1044-A96139A-R46-C50.bam	G1	1
SA1044-A96139A-R47-C23.bam	S	1
SA1044-A96139A-R47-C24.bam	G1	1
SA1044-A96139A-R47-C26.bam	S	1
SA1044-A96139A-R47-C27.bam	S	1
SA1044-A96139A-R47-C28.bam	S	1
SA1044-A96139A-R47-C29.bam	S	1
SA1044-A96139A-R47-C30.bam	G1	1
SA1044-A96139A-R47-C32.bam	S	1
SA1044-A96139A-R47-C33.bam	S	1
SA1044-A96139A-R47-C35.bam	G1	2
SA1044-A96139A-R47-C37.bam	S	1
SA1044-A96139A-R47-C42.bam	G1	1
SA1044-A96139A-R47-C49.bam	G1	1
SA1044-A96139A-R48-C23.bam	S	1
SA1044-A96139A-R48-C24.bam	S	1
SA1044-A96139A-R48-C25.bam	S	1
SA1044-A96139A-R48-C26.bam	G1	1
SA1044-A96139A-R48-C27.bam	S	1
SA1044-A96139A-R48-C28.bam	S	1
SA1044-A96139A-R48-C29.bam	S	1
SA1044-A96139A-R48-C31.bam	S	1
SA1044-A96139A-R48-C32.bam	S	1
SA1044-A96139A-R48-C35.bam	G1	1
SA1044-A96139A-R48-C37.bam	S	1
SA1044-A96139A-R48-C41.bam	G1	1
SA1044-A96139A-R48-C42.bam	G1	1
SA1044-A96139A-R48-C44.bam	G1	2
SA1044-A96139A-R48-C49.bam	G1	1
SA1044-A96139A-R49-C23.bam	S	1
SA1044-A96139A-R49-C24.bam	S	1
SA1044-A96139A-R49-C25.bam	S	1
SA1044-A96139A-R49-C26.bam	S	1
SA1044-A96139A-R49-C28.bam	S	1
SA1044-A96139A-R49-C29.bam	S	1
SA1044-A96139A-R49-C30.bam	S	1
SA1044-A96139A-R49-C31.bam	S	1
SA1044-A96139A-R49-C32.bam	S	1
SA1044-A96139A-R49-C40.bam	G1	1
SA1044-A96139A-R49-C41.bam	S	1
SA1044-A96139A-R49-C42.bam	S	2
SA1044-A96139A-R49-C43.bam	S	1
SA1044-A96139A-R49-C44.bam	S	1
SA1044-A96139A-R49-C48.bam	G1	2
SA1044-A96139A-R49-C51.bam	G1	1
SA1044-A96139A-R50-C24.bam	S	1
SA1044-A96139A-R50-C25.bam	S	1
SA1044-A96139A-R50-C26.bam	G1	1
SA1044-A96139A-R50-C27.bam	G1	1
SA1044-A96139A-R50-C30.bam	S	1
SA1044-A96139A-R50-C40.bam	G1	1
SA1044-A96139A-R51-C23.bam	G1	2
SA1044-A96139A-R51-C24.bam	S	1
SA1044-A96139A-R51-C25.bam	S	1
SA1044-A96139A-R51-C26.bam	S	1
SA1044-A96139A-R51-C27.bam	S	1
SA1044-A96139A-R51-C28.bam	S	1
SA1044-A96139A-R51-C29.bam	S	1
SA1044-A96139A-R51-C30.bam	S	1
SA1044-A96139A-R51-C31.bam	S	1
SA1044-A96139A-R51-C32.bam	S	1
SA1044-A96139A-R51-C37.bam	S	1
SA1044-A96139A-R51-C41.bam	S	1
SA1044-A96139A-R51-C48.bam	S	1
SA1044-A96139A-R52-C39.bam	G1	1
SA1044-A96139A-R52-C42.bam	S	2
SA1044-A96139A-R52-C44.bam	G1	2
SA1044-A96139A-R52-C51.bam	G1	1
SA1044-A96139A-R53-C42.bam	G1	1
SA1044-A96139A-R53-C43.bam	G1	1
SA1044-A96139A-R53-C47.bam	S	1
SA1044-A96139A-R53-C49.bam	G1	1
SA1044-A96139A-R54-C44.bam	G1	1
SA1044-A96139A-R54-C47.bam	S	1
SA1044-A96139A-R56-C42.bam	G1	1
SA1044-A96139A-R56-C43.bam	G1	1
SA1044-A96139A-R56-C51.bam	S	1
SA1044-A96139A-R57-C41.bam	G1	1
SA1044-A96139A-R57-C43.bam	G1	1
SA1044-A96139A-R58-C41.bam	G1	1
SA1044-A96139A-R59-C42.bam	G1	1
SA1044-A96139A-R59-C50.bam	G1	2
SA1044-A96139A-R61-C46.bam	G1	2
SA1044-A96139A-R62-C47.bam	G1	1
