Cell	Phase	Subpopulation
SRR13910169.bam	G1	2
SRR13910170.bam	G1	2
SRR13910171.bam	S	1
SRR13910172.bam	S	4
SRR13910173.bam	G1	2
SRR13910174.bam	G1	2
SRR13910176.bam	G1	2
SRR13910177.bam	G1	2
SRR13910178.bam	S	4
SRR13910180.bam	G1	2
SRR13910181.bam	S	1
SRR13910182.bam	S	1
SRR13910183.bam	G1	4
SRR13910184.bam	S	2
SRR13910185.bam	S	2
SRR13910186.bam	G1	2
SRR13910188.bam	G1	2
SRR13910190.bam	G1	2
SRR13910192.bam	G1	2
SRR13910193.bam	G1	2
SRR13910194.bam	S	2
SRR13910195.bam	G1	2
SRR13910197.bam	S	1
SRR13910199.bam	G1	2
SRR13910201.bam	S	1
SRR13910202.bam	G1	2
SRR13910206.bam	G1	2
SRR13910208.bam	G1	2
SRR13910211.bam	G1	2
SRR13910212.bam	G1	4
SRR13910214.bam	G1	2
SRR13910215.bam	G1	4
SRR13910216.bam	S	1
SRR13910217.bam	G1	2
SRR13910219.bam	G1	4
SRR13910220.bam	S	2
SRR13910221.bam	G1	2
SRR13910223.bam	G1	4
SRR13910224.bam	G1	4
SRR13910225.bam	G1	4
SRR13910226.bam	G1	2
SRR13910228.bam	G1	2
SRR13910230.bam	G1	4
SRR13910231.bam	G1	2
SRR13910232.bam	G1	2
SRR13910233.bam	G1	2
SRR13910234.bam	S	2
SRR13910235.bam	S	2
SRR13910236.bam	G1	4
SRR13910237.bam	G1	4
SRR13910239.bam	G1	2
SRR13910240.bam	G1	2
SRR13910242.bam	S	2
SRR13910243.bam	G1	4
SRR13910244.bam	G1	2
SRR13910245.bam	G1	4
SRR13910246.bam	G1	2
SRR13910248.bam	G1	2
SRR13910249.bam	G1	2
SRR13910250.bam	G1	2
SRR13910254.bam	G1	4
SRR13910255.bam	G1	4
SRR13910256.bam	G1	4
SRR13910257.bam	S	1
SRR13910258.bam	S	1
SRR13910259.bam	G1	2
SRR13910260.bam	S	4
SRR13910261.bam	G1	2
SRR13910262.bam	G1	2
SRR13910263.bam	G1	4
SRR13910264.bam	G1	2
SRR13910265.bam	G1	2
SRR13910266.bam	G1	2
SRR13910267.bam	G1	2
SRR13910268.bam	G1	2
SRR13910269.bam	G1	2
SRR13910270.bam	G1	2
SRR13910272.bam	G1	2
SRR13910273.bam	G1	2
SRR13910274.bam	G1	2
SRR13910275.bam	G1	4
SRR13910276.bam	G1	4
SRR13910278.bam	G1	2
SRR13910281.bam	G1	2
SRR13910283.bam	S	1
SRR13910284.bam	G1	2
SRR13910285.bam	G1	2
SRR13910286.bam	G1	2
SRR13910287.bam	G1	2
SRR13910288.bam	G1	4
SRR13910289.bam	G1	2
SRR13910290.bam	G1	2
SRR13910291.bam	G1	2
SRR13910292.bam	G1	4
SRR13910294.bam	G1	4
SRR13910295.bam	G1	2
SRR13910297.bam	G1	4
SRR13910298.bam	G1	2
SRR13910299.bam	G1	4
SRR13910300.bam	G1	2
SRR13910301.bam	G1	2
SRR13910302.bam	S	2
SRR13910303.bam	G1	2
SRR13910304.bam	G1	2
SRR13910305.bam	S	2
SRR13910308.bam	S	2
SRR13910309.bam	G1	2
SRR13910310.bam	S	1
SRR13910312.bam	G1	2
SRR13910313.bam	G1	2
SRR13910314.bam	G1	2
SRR13910315.bam	G1	2
SRR13910316.bam	G1	4
SRR13910320.bam	G1	4
SRR13910321.bam	G1	2
SRR13910322.bam	G1	4
SRR13910324.bam	G1	2
SRR13910326.bam	S	1
SRR13910327.bam	G1	2
SRR13910332.bam	G1	2
SRR13910333.bam	G1	4
SRR13910335.bam	G1	4
SRR13910336.bam	G1	4
SRR13910337.bam	S	2
SRR13910339.bam	G1	2
SRR13910340.bam	G1	2
SRR13910341.bam	G1	2
SRR13910342.bam	G1	2
SRR13910344.bam	G1	2
SRR13910346.bam	G1	4
SRR13910348.bam	G1	2
SRR13910350.bam	G1	2
SRR13910352.bam	G1	4
SRR13910353.bam	G1	2
SRR13910354.bam	G1	2
SRR13910355.bam	S	1
SRR13910356.bam	S	1
SRR13910357.bam	G1	4
SRR13910358.bam	G1	2
SRR13910359.bam	G1	2
SRR13910360.bam	G1	2
SRR13910361.bam	G1	4
SRR13910362.bam	G1	4
SRR13910363.bam	G1	4
SRR13910364.bam	S	2
SRR13910365.bam	G1	2
SRR13910366.bam	S	1
SRR13910367.bam	G1	4
SRR13910368.bam	G1	2
SRR13910369.bam	G1	2
SRR13910371.bam	G1	2
SRR13910372.bam	G1	4
SRR13910373.bam	G1	2
SRR13910374.bam	G1	2
SRR13910375.bam	G1	2
SRR13910378.bam	S	2
SRR13910379.bam	G1	4
SRR13910380.bam	G1	2
SRR13910381.bam	G1	2
SRR13910382.bam	G1	2
SRR13910383.bam	G1	2
SRR13910384.bam	G1	2
SRR13910386.bam	S	2
SRR13910388.bam	G1	4
SRR13910389.bam	G1	2
SRR13910390.bam	G1	2
SRR13910393.bam	G1	4
SRR13910394.bam	G1	2
SRR13910399.bam	G1	2
SRR13910400.bam	G1	4
SRR13910402.bam	G1	2
SRR13910403.bam	G1	2
SRR13910405.bam	G1	2
SRR13910406.bam	G1	4
SRR13910407.bam	G1	4
SRR13910408.bam	G1	2
SRR13910409.bam	G1	2
SRR13910410.bam	G1	4
SRR13910411.bam	S	4
SRR13910412.bam	G1	4
SRR13910413.bam	S	4
SRR13910414.bam	G1	4
SRR13910415.bam	G1	4
SRR13910416.bam	G1	2
SRR13910417.bam	G1	2
SRR13910421.bam	S	2
SRR13910422.bam	G1	2
SRR13910423.bam	G1	2
SRR13910424.bam	G1	4
SRR13910425.bam	G1	2
SRR13910426.bam	G1	2
SRR13910427.bam	G1	2
SRR13910428.bam	G1	2
SRR13910431.bam	S	2
SRR13910432.bam	G1	4
SRR13910433.bam	G1	2
SRR13910434.bam	G1	2
SRR13910435.bam	G1	4
SRR13910436.bam	S	2
SRR13910437.bam	G1	4
SRR13910438.bam	G1	2
SRR13910439.bam	S	2
SRR13910440.bam	G1	2
SRR13910441.bam	S	2
SRR13910442.bam	G1	2
SRR13910444.bam	S	1
SRR13910446.bam	G1	4
SRR13910447.bam	G1	2
SRR13910448.bam	G1	2
SRR13910449.bam	G1	4
SRR13910451.bam	G1	4
SRR13910455.bam	G1	2
SRR13910458.bam	G1	4
SRR13910459.bam	G1	4
SRR13910460.bam	G1	2
SRR13910461.bam	G1	2
SRR13910463.bam	G1	2
SRR13910464.bam	S	2
SRR13910465.bam	G1	2
SRR13910466.bam	G1	2
SRR13910470.bam	G1	4
SRR13910472.bam	G1	4
SRR13910474.bam	S	2
SRR13910475.bam	G1	2
SRR13910476.bam	G1	2
SRR13910477.bam	S	2
SRR13910478.bam	G1	2
SRR13910479.bam	G1	2
SRR13910481.bam	G1	4
SRR13910482.bam	G1	4
SRR13910483.bam	S	2
SRR13910484.bam	G1	4
SRR13910487.bam	G1	4
SRR13910488.bam	G1	2
SRR13910491.bam	G1	2
SRR13910492.bam	S	2
SRR13910493.bam	G1	4
SRR13910494.bam	G1	4
SRR13910495.bam	G1	2
SRR13910496.bam	S	1
SRR13910497.bam	S	1
SRR13910498.bam	G1	2
SRR13910499.bam	G1	4
SRR13910500.bam	G1	2
SRR13910501.bam	G1	2
SRR13910503.bam	G1	4
SRR13910505.bam	G1	2
SRR13910507.bam	G1	2
SRR13910508.bam	S	1
SRR13910509.bam	S	2
SRR13910510.bam	G1	2
SRR13910511.bam	G1	4
SRR13910512.bam	G1	2
SRR13910513.bam	G1	2
SRR13910514.bam	G1	4
SRR13910515.bam	G1	2
SRR13910516.bam	G1	2
SRR13910517.bam	G1	4
SRR13910518.bam	S	2
SRR13910519.bam	S	4
SRR13910520.bam	G1	4
SRR13910521.bam	S	1
SRR13910522.bam	G1	2
SRR13910523.bam	G1	2
SRR13910524.bam	G1	4
SRR13910525.bam	G1	4
SRR13910526.bam	G1	2
SRR13910527.bam	G1	2
SRR13910529.bam	G1	2
SRR13910530.bam	G1	2
SRR13910531.bam	G1	4
SRR13910532.bam	G1	4
SRR13910533.bam	G1	2
SRR13910535.bam	G1	2
SRR13910536.bam	G1	2
SRR13910537.bam	G1	2
SRR13910540.bam	G1	2
SRR13910541.bam	S	2
SRR13910542.bam	S	2
SRR13910544.bam	G1	2
SRR13910546.bam	G1	2
SRR13910547.bam	G1	2
SRR13910548.bam	S	2
SRR13910549.bam	G1	4
SRR13910550.bam	G1	2
SRR13910552.bam	G1	2
SRR13910553.bam	G1	4
SRR13910554.bam	G1	2
SRR13910555.bam	G1	2
SRR13910556.bam	G1	2
SRR13910560.bam	G1	4
SRR13910561.bam	G1	4
SRR13910562.bam	G1	4
SRR13910563.bam	G1	4
SRR13910564.bam	G1	2
SRR13910567.bam	G1	4
SRR13910568.bam	G1	2
SRR13910569.bam	G1	4
SRR13910571.bam	G1	4
SRR13910572.bam	G1	4
SRR13910573.bam	G1	2
SRR13910574.bam	G1	4
SRR13910575.bam	S	2
SRR13910577.bam	G1	2
SRR13910578.bam	G1	4
SRR13910581.bam	G1	2
SRR13910582.bam	G1	2
SRR13910585.bam	S	4
SRR13910586.bam	S	2
SRR13910587.bam	S	2
SRR13910589.bam	G1	2
SRR13910590.bam	G1	2
SRR13910591.bam	G1	4
SRR13910592.bam	S	2
SRR13910593.bam	G1	2
SRR13910596.bam	G1	2
SRR13910597.bam	G1	4
SRR13910598.bam	G1	2
SRR13910599.bam	G1	4
SRR13910600.bam	G1	2
SRR13910601.bam	G1	4
SRR13910602.bam	G1	2
SRR13910603.bam	G1	2
SRR13910604.bam	G1	4
SRR13910605.bam	G1	2
SRR13910607.bam	G1	4
SRR13910608.bam	G1	4
SRR13910610.bam	S	1
SRR13910611.bam	G1	2
SRR13910612.bam	G1	2
SRR13910614.bam	S	2
SRR13910615.bam	G1	2
SRR13910616.bam	G1	2
SRR13910618.bam	G1	2
SRR13910620.bam	S	1
SRR13910621.bam	G1	2
SRR13910622.bam	G1	2
SRR13910623.bam	G1	2
SRR13910624.bam	G1	2
SRR13910625.bam	G1	2
SRR13910626.bam	S	2
SRR13910627.bam	S	2
SRR13910629.bam	G1	2
SRR13910630.bam	G1	2
SRR13910631.bam	G1	2
SRR13910633.bam	G1	2
SRR13910634.bam	G1	2
SRR13910636.bam	G1	2
SRR13910637.bam	G1	2
SRR13910638.bam	G1	2
SRR13910639.bam	S	2
SRR13910642.bam	G1	2
SRR13910643.bam	G1	2
SRR13910644.bam	G1	2
SRR13910645.bam	G1	4
SRR13910646.bam	G1	4
SRR13910648.bam	G1	2
SRR13910649.bam	G1	4
SRR13910651.bam	G1	4
SRR13910652.bam	G1	2
SRR13910653.bam	G1	2
SRR13910654.bam	S	1
SRR13910655.bam	G1	2
SRR13910656.bam	G1	4
SRR13910660.bam	G1	4
SRR13910662.bam	G1	2
SRR13910695.bam	S	3
SRR13910696.bam	S	3
SRR13910697.bam	G1	3
SRR13910698.bam	S	3
SRR13910700.bam	G1	3
SRR13910701.bam	S	3
SRR13910702.bam	S	3
SRR13910703.bam	S	3
SRR13910704.bam	S	3
SRR13910705.bam	G1	3
SRR13910706.bam	S	3
SRR13910707.bam	S	3
SRR13910708.bam	S	3
SRR13910709.bam	G1	3
SRR13910710.bam	S	3
SRR13910711.bam	S	3
SRR13910712.bam	G1	3
SRR13910713.bam	S	3
SRR13910714.bam	G1	3
SRR13910715.bam	S	3
SRR13910716.bam	S	3
SRR13910718.bam	S	3
SRR13910719.bam	G1	3
SRR13910720.bam	G1	3
SRR13910721.bam	G1	3
SRR13910722.bam	G1	3
SRR13910723.bam	S	3
SRR13910724.bam	S	3
SRR13910725.bam	S	3
SRR13910726.bam	G1	3
SRR13910727.bam	S	3
SRR13910728.bam	S	3
SRR13910729.bam	S	3
SRR13910730.bam	S	3
SRR13910731.bam	S	3
SRR13910732.bam	S	3
SRR13910733.bam	S	3
SRR13910734.bam	S	3
SRR13910736.bam	G1	3
SRR13910737.bam	G1	3
SRR13910738.bam	G1	3
SRR13910739.bam	S	3
SRR13910740.bam	S	3
SRR13910741.bam	S	3
SRR13910742.bam	G1	3
SRR13910743.bam	S	3
SRR13910744.bam	S	3
SRR13910745.bam	S	3
SRR13910746.bam	S	3
SRR13910747.bam	S	3
SRR13910748.bam	S	3
SRR13910749.bam	G1	3
SRR13910750.bam	S	3
SRR13910751.bam	G1	3
SRR13910752.bam	G1	3
SRR13910753.bam	S	3
SRR13910754.bam	G1	3
SRR13910755.bam	S	3
SRR13910756.bam	S	3
SRR13910757.bam	S	3
SRR13910758.bam	S	3
SRR13910759.bam	S	3
SRR13910760.bam	G1	3
SRR13910761.bam	S	3
SRR13910763.bam	S	3
SRR13910764.bam	S	3
SRR13910765.bam	S	3
SRR13910766.bam	S	3
SRR13910767.bam	G1	3
SRR13910768.bam	S	3
SRR13910769.bam	S	3
SRR13910770.bam	S	3
SRR13910771.bam	S	3
SRR13910772.bam	S	3
SRR13910773.bam	G1	3
SRR13910774.bam	S	3
SRR13910775.bam	S	3
SRR13910776.bam	S	3
SRR13910777.bam	S	3
SRR13910778.bam	G1	3
SRR13910779.bam	S	3
SRR13910781.bam	S	3
SRR13910783.bam	S	3
SRR13910784.bam	S	3
SRR13910785.bam	S	3
SRR13910786.bam	S	3
SRR13910787.bam	S	3
SRR13910788.bam	S	3
SRR13910789.bam	S	3
SRR13910790.bam	S	3
SRR13910791.bam	G1	3
SRR13910792.bam	G1	3
SRR13910793.bam	S	3
SRR13910794.bam	S	3
SRR13910795.bam	S	3
SRR13910796.bam	G1	3
SRR13910797.bam	G1	3
SRR13910798.bam	S	3
SRR13910799.bam	S	3
SRR13910801.bam	G1	3
SRR13910802.bam	G1	3
SRR13910803.bam	G1	3
SRR13910804.bam	S	3
SRR13910805.bam	S	3
SRR13910806.bam	S	3
SRR13910807.bam	S	3
SRR13910808.bam	S	3
SRR13910809.bam	G1	3
SRR13910810.bam	G1	3
SRR13910811.bam	S	3
SRR13910812.bam	S	3
SRR13910813.bam	S	3
SRR13910814.bam	S	3
SRR13910815.bam	G1	3
SRR13910816.bam	S	3
SRR13910817.bam	S	3
SRR13910819.bam	G1	3
SRR13910820.bam	S	3
SRR13910821.bam	S	3
SRR13910822.bam	G1	3
SRR13910823.bam	S	3
SRR13910824.bam	S	3
SRR13910825.bam	S	3
SRR13910826.bam	G1	3
SRR13910827.bam	S	3
SRR13910828.bam	S	3
SRR13910829.bam	S	3
SRR13910830.bam	G1	3
SRR13910831.bam	S	3
SRR13910832.bam	S	3
SRR13910833.bam	S	3
SRR13910834.bam	S	3
SRR13910835.bam	S	3
SRR13910836.bam	S	3
SRR13910837.bam	S	3
SRR13910838.bam	G1	3
SRR13910840.bam	S	3
SRR13910841.bam	G1	3
SRR13910842.bam	S	3
SRR13910843.bam	G1	3
SRR13910844.bam	G1	3
SRR13910845.bam	S	3
SRR13910846.bam	G1	3
SRR13910847.bam	G1	3
SRR13910848.bam	S	3
SRR13910849.bam	S	3
SRR13910850.bam	S	3
SRR13910851.bam	G1	3
SRR13910852.bam	G1	3
SRR13910854.bam	G1	3
SRR13910855.bam	S	3
SRR13910856.bam	S	3
SRR13910857.bam	S	3
SRR13910858.bam	S	3
SRR13910859.bam	S	3
SRR13910860.bam	G1	3
SRR13910861.bam	S	3
SRR13910862.bam	S	3
SRR13910863.bam	S	3
SRR13910864.bam	S	3
SRR13910865.bam	S	3
SRR13910866.bam	S	3
SRR13910867.bam	S	3
SRR13910868.bam	S	3
SRR13910869.bam	S	3
SRR13910870.bam	S	3
SRR13910871.bam	S	3
SRR13910872.bam	S	3
SRR13910873.bam	S	3
SRR13910874.bam	S	3
SRR13910875.bam	S	3
SRR13910876.bam	S	3
SRR13910877.bam	S	3
SRR13910878.bam	G1	3
SRR13910879.bam	G1	3
SRR13910880.bam	S	3
SRR13910881.bam	S	3
SRR13910882.bam	S	3
SRR13910883.bam	S	3
SRR13910884.bam	G1	3
SRR13910885.bam	S	3
SRR13910886.bam	S	3
SRR13910887.bam	S	3
SRR13910888.bam	S	3
SRR13910889.bam	S	3
SRR13910890.bam	S	3
SRR13910891.bam	G1	3
SRR13910892.bam	G1	3
SRR13910893.bam	S	3
SRR13910894.bam	G1	3
SRR13910895.bam	S	3
SRR13910896.bam	G1	3
SRR13910897.bam	S	3
SRR13910898.bam	G1	3
SRR13910900.bam	G1	3
SRR13910901.bam	S	3
SRR13910902.bam	S	3
SRR13910903.bam	G1	3
SRR13910904.bam	S	3
SRR13910905.bam	S	3
SRR13910906.bam	S	3
SRR13910907.bam	S	3
SRR13910908.bam	G1	3
SRR13910909.bam	S	3
SRR13910910.bam	S	3
SRR13910911.bam	S	3
SRR13910912.bam	S	3
SRR13910913.bam	S	3
SRR13910914.bam	G1	3
SRR13910915.bam	S	3
SRR13910916.bam	S	3
SRR13910917.bam	G1	3
SRR13910918.bam	S	3
SRR13910919.bam	S	3
SRR13910920.bam	G1	3
SRR13910921.bam	G1	3
SRR13910922.bam	G1	3
SRR13910923.bam	G1	3
SRR13910924.bam	S	3
SRR13910925.bam	G1	3
SRR13910926.bam	S	3
SRR13910927.bam	S	3
SRR13910928.bam	S	3
SRR13910929.bam	G1	3
SRR13910930.bam	S	3
SRR13910931.bam	S	3
SRR13910932.bam	S	3
SRR13910933.bam	S	3
SRR13910934.bam	S	3
SRR13910935.bam	G1	3
SRR13910936.bam	S	3
SRR13910937.bam	S	3
SRR13910938.bam	S	3
SRR13910939.bam	G1	3
SRR13910940.bam	G1	3
SRR13910941.bam	S	3
SRR13910942.bam	S	3
SRR13910943.bam	S	3
SRR13910944.bam	G1	3
SRR13910945.bam	S	3
SRR13910946.bam	S	3
SRR13910947.bam	S	3
SRR13910948.bam	S	3
SRR13910949.bam	G1	3
SRR13910950.bam	S	3
SRR13910951.bam	G1	3
SRR13910952.bam	S	3
SRR13910953.bam	G1	3
SRR13910954.bam	S	3
SRR13910955.bam	S	3
SRR13910956.bam	S	3
SRR13910957.bam	S	3
SRR13910958.bam	S	3
SRR13910959.bam	G1	3
SRR13910960.bam	S	3
SRR13910961.bam	S	3
SRR13910962.bam	S	3
SRR13910963.bam	S	3
SRR13910964.bam	G1	3
SRR13910965.bam	G1	3
SRR13910966.bam	G1	3
SRR13910967.bam	G1	3
SRR13910968.bam	S	3
SRR13910969.bam	G1	3
SRR13910970.bam	S	3
SRR13910971.bam	S	3
SRR13910972.bam	G1	3
SRR13910973.bam	S	3
SRR13910974.bam	S	3
SRR13910975.bam	G1	3
SRR13910976.bam	S	3
SRR13910977.bam	S	3
SRR13910978.bam	G1	3
SRR13910979.bam	G1	3
SRR13910980.bam	G1	3
SRR13910981.bam	G1	3
SRR13910982.bam	S	3
SRR13910983.bam	S	3
SRR13910985.bam	S	3
SRR13910986.bam	S	3
SRR13910987.bam	S	3
SRR13910988.bam	S	3
SRR13910989.bam	S	3
SRR13910990.bam	G1	3
SRR13910991.bam	S	3
SRR13910992.bam	S	3
SRR13910993.bam	S	3
SRR13910994.bam	S	3
SRR13910995.bam	S	3
SRR13910996.bam	S	3
SRR13910997.bam	G1	3
SRR13910998.bam	S	3
SRR13911000.bam	S	3
SRR13911001.bam	S	3
SRR13911002.bam	S	3
SRR13911003.bam	S	3
SRR13911004.bam	S	3
SRR13911005.bam	S	3
SRR13911006.bam	G1	3
SRR13911007.bam	G1	3
SRR13911008.bam	S	3
SRR13911009.bam	S	3
SRR13911010.bam	G1	3
SRR13911011.bam	S	3
SRR13911012.bam	S	3
SRR13911013.bam	S	3
SRR13911014.bam	S	3
SRR13911015.bam	S	3
SRR13911016.bam	S	3
SRR13911017.bam	S	3
SRR13911018.bam	G1	3
SRR13911019.bam	G1	3
SRR13911020.bam	S	3
SRR13911021.bam	S	3
SRR13911022.bam	G1	3
SRR13911023.bam	S	3
SRR13911024.bam	G1	3
SRR13911025.bam	S	3
SRR13911026.bam	S	3
SRR13911027.bam	S	3
SRR13911028.bam	S	3
SRR13911029.bam	S	3
SRR13911030.bam	G1	3
SRR13911031.bam	G1	3
SRR13911032.bam	S	3
SRR13911033.bam	G1	3
SRR13911034.bam	S	3
SRR13911035.bam	G1	3
SRR13911036.bam	S	3
SRR13911037.bam	S	3
SRR13911038.bam	G1	3
SRR13911039.bam	S	3
SRR13911040.bam	G1	3
SRR13911041.bam	S	3
SRR13911042.bam	S	3
SRR13911043.bam	G1	3
SRR13911044.bam	S	3
SRR13911045.bam	S	3
SRR13911046.bam	S	3
SRR13911047.bam	S	3
SRR13911048.bam	S	3
SRR13911049.bam	S	3
SRR13911050.bam	G1	3
SRR13911051.bam	S	3
SRR13911052.bam	G1	3
SRR13911053.bam	S	3
SRR13911054.bam	S	3
SRR13911055.bam	S	3
SRR13911056.bam	G1	3
SRR13911057.bam	G1	3
SRR13911058.bam	S	3
SRR13911059.bam	G1	3
SRR13911060.bam	G1	3
SRR13911061.bam	G1	3
SRR13911062.bam	G1	3
SRR13911063.bam	G1	3
SRR13911064.bam	G1	3
SRR13911065.bam	S	3
SRR13911066.bam	G1	3
SRR13911067.bam	S	3
SRR13911068.bam	S	3
SRR13911069.bam	S	3
SRR13911070.bam	S	3
SRR13911071.bam	S	3
SRR13911072.bam	S	3
SRR13911073.bam	S	3
SRR13911074.bam	S	3
SRR13911075.bam	S	3
SRR13911076.bam	S	3
SRR13911077.bam	S	3
SRR13911078.bam	S	3
SRR13911079.bam	S	3
SRR13911080.bam	S	3
SRR13911081.bam	S	3
SRR13911082.bam	G1	3
SRR13911083.bam	S	3
SRR13911084.bam	S	3
SRR13911085.bam	S	3
SRR13911086.bam	S	3
SRR13911087.bam	G1	3
SRR13911088.bam	S	3
SRR13911089.bam	S	3
SRR13911090.bam	G1	3
SRR13911091.bam	S	3
SRR13911092.bam	G1	3
SRR13911093.bam	G1	3
SRR13911094.bam	S	3
SRR13911095.bam	S	3
SRR13911096.bam	G1	3
SRR13911098.bam	G1	3
SRR13911099.bam	S	3
SRR13911100.bam	S	3
SRR13911101.bam	S	3
SRR13911102.bam	S	3
SRR13911103.bam	S	3
SRR13911104.bam	S	3
SRR13911105.bam	S	3
SRR13911106.bam	S	3
SRR13911107.bam	G1	3
SRR13911108.bam	S	3
SRR13911109.bam	S	3
SRR13911110.bam	S	3
SRR13911111.bam	S	3
SRR13911113.bam	S	3
SRR13911114.bam	G1	3
SRR13911115.bam	S	3
SRR13911116.bam	S	3
SRR13911117.bam	S	3
SRR13911118.bam	G1	3
SRR13911119.bam	S	3
SRR13911120.bam	S	3
SRR13911121.bam	S	3
SRR13911122.bam	S	3
SRR13911123.bam	S	3
SRR13911124.bam	S	3
SRR13911125.bam	S	3
SRR13911126.bam	G1	3
SRR13911127.bam	G1	3
SRR13911128.bam	S	3
SRR13911129.bam	S	3
SRR13911130.bam	S	3
SRR13911131.bam	S	3
SRR13911132.bam	S	3
SRR13911133.bam	S	3
SRR13911134.bam	S	3
SRR13911135.bam	S	3
SRR13911136.bam	S	3
SRR13911137.bam	S	3
SRR13911139.bam	S	3
SRR13911140.bam	S	3
SRR13911142.bam	S	3
SRR13911143.bam	S	3
SRR13911145.bam	G1	3
SRR13911146.bam	S	3
SRR13911147.bam	S	3
SRR13911148.bam	S	3
SRR13911149.bam	S	3
SRR13911150.bam	S	3
SRR13911152.bam	S	3
SRR13911153.bam	S	3
SRR13911154.bam	S	3
SRR13911155.bam	G1	3
SRR13911156.bam	G1	3
SRR13911157.bam	S	3
SRR13911158.bam	S	3
SRR13911159.bam	S	3
SRR13911160.bam	S	3
SRR13911161.bam	S	3
SRR13911162.bam	S	3
SRR13911163.bam	S	3
SRR13911164.bam	S	3
SRR13911165.bam	G1	3
SRR13911166.bam	S	3
SRR13911167.bam	S	3
SRR13911168.bam	S	3
SRR13911169.bam	S	3
SRR13911170.bam	S	3
SRR13911171.bam	S	3
SRR13911172.bam	S	3
SRR13911173.bam	G1	3
SRR13911174.bam	S	3
SRR13911175.bam	S	3
SRR13911176.bam	S	3
SRR13911177.bam	S	3
SRR13911178.bam	S	3
SRR13911179.bam	S	3
SRR13911180.bam	G1	3
SRR13911181.bam	S	3
SRR13911182.bam	S	3
SRR13911183.bam	S	3
SRR13911184.bam	G1	3
SRR13911186.bam	G1	3
SRR13911187.bam	S	3
SRR13911188.bam	S	3
SRR13911189.bam	G1	3
SRR13911190.bam	G1	3
SRR13911191.bam	S	3
SRR13911192.bam	S	3
SRR13911193.bam	S	3
SRR13911194.bam	S	3
SRR13911195.bam	G1	3
SRR13911196.bam	G1	3
SRR13911197.bam	G1	3
SRR13911198.bam	S	3
SRR13911199.bam	S	3
SRR13911200.bam	G1	3
SRR13911201.bam	S	3
SRR13911202.bam	S	3
SRR13911203.bam	G1	3
SRR13911204.bam	S	3
SRR13911205.bam	S	3
SRR13911206.bam	S	3
SRR13911207.bam	S	3
SRR13911208.bam	S	3
SRR13911209.bam	G1	3
SRR13911210.bam	S	3
SRR13911211.bam	S	3
SRR13911212.bam	S	3
SRR13911213.bam	G1	3
SRR13911214.bam	S	3
SRR13911215.bam	S	3
SRR13911216.bam	S	3
SRR13911217.bam	S	3
SRR13911218.bam	S	3
SRR13911219.bam	G1	3
SRR13911220.bam	S	3
SRR13911221.bam	G1	3
SRR13911222.bam	S	3
SRR13911223.bam	S	3
SRR13911225.bam	S	3
SRR13911226.bam	S	3
SRR13911227.bam	G1	3
SRR13911228.bam	S	3
SRR13911229.bam	S	3
SRR13911230.bam	S	3
SRR13911231.bam	S	3
SRR13911232.bam	S	3
SRR13911233.bam	G1	3
SRR13911234.bam	S	3
SRR13911235.bam	S	3
SRR13911236.bam	S	3
SRR13911237.bam	G1	3
SRR13911238.bam	S	3
SRR13911239.bam	S	3
SRR13911240.bam	S	3
SRR13911241.bam	S	3
SRR13911243.bam	S	3
SRR13911244.bam	G1	3
SRR13911245.bam	S	3
SRR13911246.bam	S	3
SRR13911247.bam	S	3
SRR13911248.bam	S	3
SRR13911249.bam	G1	3
SRR13911250.bam	G1	3
SRR13911251.bam	S	3
SRR13911252.bam	S	3
SRR13911254.bam	S	3
SRR13911255.bam	S	3
SRR13911256.bam	G1	3
SRR13911257.bam	S	3
SRR13911258.bam	G1	3
SRR13911259.bam	S	3
SRR13911260.bam	G1	3
SRR13911261.bam	G1	3
SRR13911262.bam	S	3
SRR13911263.bam	S	3
SRR13911264.bam	G1	3
SRR13911265.bam	G1	3
SRR13911266.bam	S	3
SRR13911267.bam	G1	3
SRR13911268.bam	S	3
SRR13911269.bam	S	3
SRR13911270.bam	S	3
SRR13911271.bam	S	3
SRR13911272.bam	S	3
SRR13911273.bam	S	3
SRR13911274.bam	S	3
SRR13911275.bam	S	3
SRR13911276.bam	S	3
SRR13911277.bam	G1	3
SRR13911278.bam	G1	3
SRR13911279.bam	G1	3
SRR13911280.bam	S	3
SRR13911281.bam	S	3
SRR13911282.bam	S	3
SRR13911283.bam	G1	3
SRR13911284.bam	S	3
SRR13911285.bam	S	3
SRR13911286.bam	S	3
SRR13911287.bam	G1	3
SRR13911288.bam	G1	3
SRR13911289.bam	S	3
SRR13911290.bam	S	3
SRR13911291.bam	S	3
SRR13911292.bam	G1	3
SRR13911293.bam	G1	3
SRR13911294.bam	G1	3
SRR13911295.bam	S	3
SRR13911296.bam	G1	3
SRR13911297.bam	S	3
SRR13911298.bam	G1	3
SRR13911300.bam	G1	3
SRR13911301.bam	G1	3
SRR13911302.bam	G1	3
SRR13911303.bam	S	3
SRR13911304.bam	G1	3
SRR13911305.bam	S	3
SRR13911306.bam	S	3
SRR13911307.bam	S	3
SRR13911309.bam	G1	3
SRR13911310.bam	S	3
SRR13911311.bam	S	3
SRR13911312.bam	G1	3
SRR13911313.bam	S	3
SRR13911315.bam	S	3
SRR13911316.bam	S	3
SRR13911317.bam	S	3
SRR13911318.bam	G1	3
SRR13911319.bam	S	3
