Cell	Phase	Subpopulation
SRR13902902.bam	G1	1
SRR13902903.bam	G1	2
SRR13902904.bam	G1	1
SRR13902905.bam	G1	2
SRR13902907.bam	G1	2
SRR13902909.bam	G1	1
SRR13902910.bam	G1	1
SRR13902911.bam	G1	1
SRR13902912.bam	G1	2
SRR13902914.bam	G1	2
SRR13902916.bam	G1	2
SRR13902917.bam	G1	1
SRR13902919.bam	G1	3
SRR13902920.bam	G1	1
SRR13902921.bam	G1	2
SRR13902922.bam	G1	1
SRR13902923.bam	G1	3
SRR13902924.bam	G1	1
SRR13902925.bam	G1	2
SRR13902926.bam	G1	1
SRR13902927.bam	G1	2
SRR13902928.bam	G1	1
SRR13902929.bam	G1	2
SRR13902930.bam	G1	2
SRR13902932.bam	G1	2
SRR13902933.bam	G1	2
SRR13902934.bam	G1	2
SRR13902935.bam	G1	1
SRR13902936.bam	G1	3
SRR13902937.bam	G1	3
SRR13902938.bam	G1	2
SRR13902939.bam	G1	1
SRR13902940.bam	G1	1
SRR13902941.bam	G1	1
SRR13902943.bam	G1	1
SRR13902944.bam	G1	1
SRR13902945.bam	G1	2
SRR13902947.bam	G1	1
SRR13902948.bam	G1	1
SRR13902949.bam	G1	2
SRR13902950.bam	G1	2
SRR13902951.bam	G1	2
SRR13902953.bam	G1	2
SRR13902954.bam	G1	1
SRR13902955.bam	G1	2
SRR13902957.bam	G1	3
SRR13902958.bam	G1	1
SRR13902959.bam	G1	2
SRR13902960.bam	G1	2
SRR13902961.bam	G1	2
SRR13902962.bam	G1	2
SRR13902963.bam	G1	2
SRR13902964.bam	G1	3
SRR13902965.bam	G1	3
SRR13902966.bam	G1	1
SRR13902967.bam	G1	1
SRR13902968.bam	G1	1
SRR13902969.bam	G1	2
SRR13902970.bam	G1	2
SRR13902971.bam	G1	2
SRR13902972.bam	S	1
SRR13902974.bam	G1	1
SRR13902975.bam	G1	1
SRR13902976.bam	G1	1
SRR13902977.bam	G1	3
SRR13902978.bam	G1	1
SRR13902980.bam	G1	1
SRR13902981.bam	G1	2
SRR13902982.bam	G1	1
SRR13902983.bam	G1	2
SRR13902984.bam	S	2
SRR13902985.bam	G1	2
SRR13902986.bam	G1	1
SRR13902988.bam	G1	2
SRR13902989.bam	G1	2
SRR13902990.bam	G1	3
SRR13902991.bam	G1	3
SRR13902992.bam	G1	2
SRR13902994.bam	G1	1
SRR13902995.bam	G1	1
SRR13902996.bam	G1	2
SRR13902997.bam	G1	3
SRR13902998.bam	G1	1
SRR13902999.bam	G1	2
SRR13903000.bam	G1	2
SRR13903001.bam	G1	3
SRR13903002.bam	G1	3
SRR13903003.bam	G1	2
SRR13903004.bam	G1	2
SRR13903005.bam	G1	2
SRR13903006.bam	G1	2
SRR13903008.bam	G1	2
SRR13903012.bam	G1	2
SRR13903013.bam	G1	3
SRR13903014.bam	G1	2
SRR13903015.bam	G1	2
SRR13903017.bam	G1	2
SRR13903018.bam	G1	1
SRR13903019.bam	G1	2
SRR13903021.bam	S	2
SRR13903024.bam	G1	1
SRR13903025.bam	G1	2
SRR13903027.bam	G1	2
SRR13903028.bam	G1	3
SRR13903030.bam	G1	2
SRR13903031.bam	G1	3
SRR13903032.bam	G1	3
SRR13903033.bam	G1	2
SRR13903034.bam	G1	2
SRR13903035.bam	G1	1
SRR13903036.bam	G1	3
SRR13903038.bam	G1	3
SRR13903039.bam	G1	2
SRR13903040.bam	G1	2
SRR13903041.bam	G1	1
SRR13903042.bam	G1	1
SRR13903045.bam	G1	1
SRR13903046.bam	G1	1
SRR13903047.bam	G1	3
SRR13903048.bam	G1	1
SRR13903050.bam	G1	1
SRR13903051.bam	G1	3
SRR13903054.bam	G1	1
SRR13903055.bam	G1	2
SRR13903056.bam	G1	1
SRR13903057.bam	G1	1
SRR13903058.bam	G1	1
SRR13903059.bam	G1	1
SRR13903060.bam	G1	2
SRR13903061.bam	G1	1
SRR13903063.bam	G1	2
SRR13903064.bam	G1	1
SRR13903065.bam	G1	1
SRR13903066.bam	G1	2
SRR13903067.bam	G1	1
SRR13903069.bam	G1	1
SRR13903070.bam	G1	2
SRR13903071.bam	G1	2
SRR13903072.bam	G1	2
SRR13903074.bam	G1	1
SRR13903075.bam	G1	1
SRR13903076.bam	G1	2
SRR13903078.bam	G1	3
SRR13903079.bam	G1	1
SRR13903080.bam	G1	2
SRR13903081.bam	G1	3
SRR13903082.bam	G1	1
SRR13903084.bam	G1	2
SRR13903085.bam	G1	3
SRR13903086.bam	G1	3
SRR13903087.bam	G1	1
SRR13903088.bam	G1	2
SRR13903089.bam	G1	3
SRR13903090.bam	G1	2
SRR13903091.bam	G1	3
SRR13903093.bam	G1	3
SRR13903096.bam	G1	3
SRR13903097.bam	G1	1
SRR13903098.bam	G1	2
SRR13903099.bam	G1	3
SRR13903100.bam	G1	1
SRR13903101.bam	G1	1
SRR13903102.bam	G1	2
SRR13903103.bam	G1	1
SRR13903104.bam	G1	3
SRR13903105.bam	G1	1
SRR13903106.bam	G1	2
SRR13903107.bam	G1	2
SRR13903108.bam	G1	2
SRR13903109.bam	G1	2
SRR13903110.bam	G1	3
SRR13903111.bam	G1	1
SRR13903112.bam	G1	2
SRR13903113.bam	G1	1
SRR13903114.bam	G1	1
SRR13903115.bam	G1	2
SRR13903116.bam	G1	2
SRR13903117.bam	G1	3
SRR13903118.bam	S	3
SRR13903121.bam	G1	3
SRR13903122.bam	G1	1
SRR13903123.bam	G1	1
SRR13903124.bam	G1	2
SRR13903125.bam	G1	3
SRR13903129.bam	G1	1
SRR13903130.bam	G1	1
SRR13903132.bam	G1	2
SRR13903133.bam	G1	2
SRR13903134.bam	G1	1
SRR13903135.bam	G1	2
SRR13903136.bam	G1	3
SRR13903137.bam	G1	1
SRR13903138.bam	G1	3
SRR13903140.bam	G1	2
SRR13903141.bam	G1	1
SRR13903144.bam	G1	3
SRR13903145.bam	G1	2
SRR13903146.bam	G1	2
SRR13903148.bam	G1	1
SRR13903149.bam	G1	3
SRR13903151.bam	G1	1
SRR13903152.bam	G1	1
SRR13903153.bam	G1	2
SRR13903156.bam	G1	3
SRR13903158.bam	G1	3
SRR13903160.bam	G1	1
SRR13903161.bam	G1	2
SRR13903163.bam	G1	1
SRR13903164.bam	G1	1
SRR13903166.bam	G1	3
SRR13903168.bam	G1	2
SRR13903170.bam	G1	1
SRR13903171.bam	G1	1
SRR13903172.bam	G1	1
SRR13903174.bam	G1	3
SRR13903177.bam	G1	1
SRR13903178.bam	G1	2
SRR13903181.bam	G1	2
SRR13903182.bam	G1	2
SRR13903184.bam	G1	2
SRR13903186.bam	G1	2
SRR13903189.bam	G1	2
SRR13903190.bam	G1	3
SRR13903192.bam	G1	2
SRR13903193.bam	G1	2
SRR13903194.bam	G1	2
SRR13903195.bam	G1	2
SRR13903197.bam	G1	2
SRR13903198.bam	G1	2
SRR13903199.bam	G1	2
SRR13903201.bam	S	1
SRR13903204.bam	G1	2
SRR13903207.bam	G1	2
SRR13903208.bam	G1	2
SRR13903210.bam	G1	1
SRR13903212.bam	G1	2
SRR13903213.bam	G1	2
SRR13903214.bam	G1	2
SRR13903216.bam	G1	2
SRR13903219.bam	G1	2
SRR13903221.bam	G1	2
SRR13903223.bam	G1	2
SRR13903224.bam	G1	1
SRR13903225.bam	G1	2
SRR13903226.bam	G1	2
SRR13903227.bam	G1	2
SRR13903228.bam	G1	3
SRR13903231.bam	G1	2
SRR13903233.bam	G1	2
SRR13903234.bam	G1	2
SRR13903235.bam	G1	2
SRR13903236.bam	G1	2
SRR13903238.bam	S	2
SRR13903239.bam	G1	2
SRR13903240.bam	G1	2
SRR13903241.bam	G1	2
SRR13903242.bam	G1	2
SRR13903243.bam	G1	2
SRR13903245.bam	G1	2
SRR13903248.bam	G1	2
SRR13903249.bam	G1	2
SRR13903251.bam	G1	2
SRR13903252.bam	G1	2
SRR13903253.bam	S	2
SRR13903254.bam	G1	2
SRR13903255.bam	G1	2
SRR13903256.bam	G1	2
SRR13903257.bam	G1	2
SRR13903258.bam	G1	2
SRR13903259.bam	G1	2
SRR13903260.bam	G1	2
SRR13903261.bam	G1	2
SRR13903263.bam	G1	2
SRR13903264.bam	G1	2
SRR13903265.bam	G1	2
SRR13903266.bam	G1	2
SRR13903267.bam	G1	3
SRR13903268.bam	G1	2
SRR13903269.bam	G1	2
SRR13903271.bam	G1	2
SRR13903272.bam	G1	2
SRR13903274.bam	G1	2
SRR13903275.bam	G1	2
SRR13903276.bam	G1	2
SRR13903277.bam	G1	2
SRR13903278.bam	G1	2
SRR13903280.bam	G1	2
SRR13903281.bam	G1	2
SRR13903282.bam	G1	2
SRR13903283.bam	G1	3
SRR13903284.bam	G1	2
SRR13903285.bam	G1	3
SRR13903286.bam	G1	1
SRR13903288.bam	G1	2
SRR13903289.bam	G1	1
SRR13903290.bam	G1	2
SRR13903293.bam	G1	2
SRR13903294.bam	G1	2
SRR13903295.bam	G1	2
SRR13903296.bam	G1	2
SRR13903299.bam	G1	1
SRR13903300.bam	G1	2
SRR13903301.bam	G1	2
SRR13903302.bam	G1	2
SRR13903303.bam	G1	3
SRR13903304.bam	G1	2
SRR13903305.bam	G1	2
SRR13903306.bam	G1	2
SRR13903307.bam	G1	2
SRR13903308.bam	G1	2
SRR13903309.bam	G1	2
SRR13903310.bam	G1	2
SRR13903311.bam	G1	1
SRR13903314.bam	G1	2
SRR13903315.bam	G1	2
SRR13903316.bam	G1	2
SRR13903318.bam	G1	2
SRR13903320.bam	G1	2
SRR13903321.bam	G1	2
SRR13903322.bam	G1	2
SRR13903323.bam	G1	2
SRR13903325.bam	G1	2
SRR13903326.bam	G1	2
SRR13903327.bam	G1	2
SRR13903329.bam	G1	2
SRR13903330.bam	G1	2
SRR13903333.bam	G1	2
SRR13903334.bam	G1	2
SRR13903335.bam	G1	1
SRR13903336.bam	G1	1
SRR13903337.bam	G1	1
SRR13903338.bam	G1	2
SRR13903339.bam	G1	3
SRR13903340.bam	G1	1
SRR13903341.bam	G1	1
SRR13903342.bam	G1	2
SRR13903344.bam	G1	3
SRR13903345.bam	G1	1
SRR13903346.bam	G1	2
SRR13903347.bam	G1	2
SRR13903348.bam	G1	2
SRR13903349.bam	G1	1
SRR13903350.bam	G1	1
SRR13903351.bam	G1	3
SRR13903352.bam	G1	1
SRR13903353.bam	G1	3
SRR13903354.bam	G1	2
SRR13903355.bam	G1	2
SRR13903357.bam	G1	3
SRR13903358.bam	G1	1
SRR13903359.bam	G1	1
SRR13903360.bam	G1	3
SRR13903361.bam	G1	2
SRR13903362.bam	G1	1
SRR13903363.bam	G1	1
SRR13903364.bam	G1	2
SRR13903365.bam	G1	2
SRR13903367.bam	G1	2
SRR13903368.bam	G1	2
SRR13903376.bam	G1	2
SRR13903377.bam	S	2
SRR13903378.bam	G1	2
SRR13903379.bam	G1	2
SRR13903380.bam	G1	2
SRR13903382.bam	G1	2
SRR13903383.bam	G1	2
SRR13903385.bam	G1	2
SRR13903386.bam	G1	2
SRR13903388.bam	G1	2
SRR13903389.bam	G1	2
SRR13903390.bam	G1	3
SRR13903393.bam	G1	2
SRR13903394.bam	G1	2
SRR13903396.bam	G1	2
SRR13903397.bam	G1	2
SRR13903399.bam	G1	1
SRR13903400.bam	G1	3
SRR13903401.bam	G1	1
SRR13903402.bam	G1	2
SRR13903403.bam	G1	1
SRR13903404.bam	G1	2
SRR13903405.bam	G1	1
SRR13903407.bam	G1	3
SRR13903408.bam	G1	3
SRR13903409.bam	G1	1
SRR13903410.bam	G1	1
SRR13903411.bam	G1	1
SRR13903412.bam	G1	1
SRR13903413.bam	G1	2
SRR13903414.bam	G1	3
SRR13903415.bam	G1	2
SRR13903416.bam	G1	2
SRR13903417.bam	G1	1
SRR13903418.bam	G1	2
SRR13903420.bam	G1	3
SRR13903422.bam	G1	2
SRR13903423.bam	G1	1
SRR13903425.bam	G1	1
SRR13903426.bam	G1	2
SRR13903427.bam	G1	3
SRR13903428.bam	G1	1
SRR13903429.bam	G1	1
SRR13903430.bam	G1	3
SRR13903432.bam	G1	2
SRR13903433.bam	G1	1
SRR13903438.bam	G1	2
SRR13903439.bam	G1	3
SRR13903440.bam	G1	2
SRR13903441.bam	G1	2
SRR13903442.bam	G1	1
SRR13903443.bam	G1	3
SRR13903444.bam	G1	2
SRR13903445.bam	G1	2
SRR13903447.bam	G1	1
SRR13903448.bam	G1	2
SRR13903449.bam	G1	3
SRR13903450.bam	G1	3
SRR13903452.bam	G1	1
SRR13903453.bam	G1	3
SRR13903455.bam	G1	3
SRR13903457.bam	G1	2
SRR13903458.bam	G1	2
SRR13903460.bam	G1	1
SRR13903461.bam	G1	2
SRR13903462.bam	G1	3
SRR13903464.bam	G1	3
SRR13903465.bam	G1	2
SRR13903467.bam	G1	1
SRR13903468.bam	G1	1
SRR13903469.bam	G1	2
SRR13903470.bam	G1	2
SRR13903471.bam	G1	1
SRR13903472.bam	G1	2
SRR13903473.bam	G1	1
SRR13903475.bam	G1	2
SRR13903476.bam	G1	3
SRR13903477.bam	S	1
SRR13903479.bam	G1	3
SRR13903480.bam	G1	2
SRR13903482.bam	G1	3
SRR13903483.bam	G1	2
SRR13903484.bam	G1	1
SRR13903485.bam	G1	2
SRR13903486.bam	G1	1
SRR13903487.bam	G1	2
SRR13903488.bam	G1	1
SRR13903490.bam	G1	3
SRR13903492.bam	G1	3
SRR13903493.bam	G1	1
SRR13903494.bam	G1	2
SRR13903495.bam	G1	3
SRR13903496.bam	G1	1
SRR13903497.bam	G1	1
SRR13903498.bam	G1	1
SRR13903499.bam	G1	1
SRR13903500.bam	G1	2
SRR13903501.bam	G1	1
SRR13903502.bam	G1	2
SRR13903503.bam	G1	2
SRR13903504.bam	G1	2
SRR13903505.bam	G1	3
SRR13903506.bam	G1	1
SRR13903507.bam	G1	2
SRR13903508.bam	G1	2
SRR13903509.bam	G1	1
SRR13903510.bam	G1	3
SRR13903511.bam	G1	1
SRR13903512.bam	G1	1
SRR13903514.bam	G1	2
SRR13903515.bam	G1	1
SRR13903516.bam	G1	1
SRR13903517.bam	G1	1
SRR13903518.bam	G1	1
SRR13903519.bam	G1	3
SRR13903520.bam	G1	3
SRR13903521.bam	G1	1
SRR13903523.bam	G1	2
SRR13903524.bam	G1	1
SRR13903525.bam	G1	3
SRR13903526.bam	G1	2
SRR13903527.bam	G1	1
SRR13903528.bam	G1	1
SRR13903529.bam	G1	2
SRR13903530.bam	G1	1
SRR13903531.bam	G1	3
SRR13903532.bam	G1	1
SRR13903533.bam	G1	3
SRR13903534.bam	G1	1
SRR13903535.bam	G1	2
SRR13903537.bam	G1	1
SRR13903538.bam	G1	1
SRR13903539.bam	G1	1
SRR13903540.bam	G1	1
SRR13903541.bam	G1	2
SRR13903542.bam	G1	3
SRR13903543.bam	G1	1
SRR13903544.bam	G1	1
SRR13903545.bam	G1	1
SRR13903546.bam	G1	1
SRR13903547.bam	G1	3
SRR13903548.bam	G1	1
SRR13903550.bam	G1	1
SRR13903551.bam	G1	3
SRR13903553.bam	G1	2
SRR13903555.bam	G1	1
SRR13903557.bam	G1	2
SRR13903558.bam	G1	1
SRR13903559.bam	G1	2
SRR13903560.bam	G1	1
SRR13903562.bam	G1	2
SRR13903564.bam	G1	1
SRR13903565.bam	G1	1
SRR13903566.bam	G1	3
SRR13903567.bam	G1	2
SRR13903568.bam	G1	1
SRR13903569.bam	G1	3
SRR13903572.bam	G1	1
SRR13903573.bam	S	1
SRR13903576.bam	G1	3
SRR13903577.bam	G1	1
SRR13903578.bam	G1	1
SRR13903579.bam	S	2
SRR13903580.bam	G1	2
SRR13903581.bam	G1	1
SRR13903584.bam	G1	3
SRR13903585.bam	G1	2
SRR13903586.bam	G1	1
SRR13903587.bam	G1	2
SRR13903588.bam	G1	2
SRR13903589.bam	G1	1
SRR13903590.bam	G1	1
SRR13903591.bam	G1	2
SRR13903592.bam	G1	2
SRR13903593.bam	G1	2
SRR13903595.bam	G1	2
SRR13903596.bam	G1	1
SRR13903597.bam	G1	3
SRR13903599.bam	G1	1
SRR13903600.bam	G1	2
SRR13903601.bam	G1	1
SRR13903603.bam	G1	1
SRR13903604.bam	G1	2
SRR13903605.bam	G1	3
SRR13903607.bam	G1	1
SRR13903608.bam	G1	2
SRR13903609.bam	G1	1
SRR13903610.bam	G1	1
SRR13903611.bam	G1	3
SRR13903613.bam	G1	2
SRR13903614.bam	G1	3
SRR13903616.bam	G1	3
SRR13903617.bam	G1	3
SRR13903618.bam	G1	2
SRR13903619.bam	G1	1
SRR13903620.bam	G1	1
SRR13903621.bam	G1	1
SRR13903622.bam	G1	1
SRR13903623.bam	G1	3
SRR13903624.bam	G1	2
SRR13903625.bam	G1	2
SRR13903626.bam	G1	3
SRR13903627.bam	G1	2
SRR13903628.bam	G1	1
SRR13903629.bam	G1	2
SRR13903630.bam	G1	1
SRR13903631.bam	G1	1
SRR13903632.bam	G1	2
SRR13903633.bam	G1	1
SRR13903634.bam	G1	1
SRR13903637.bam	G1	2
SRR13903638.bam	G1	1
SRR13903641.bam	G1	1
SRR13903642.bam	G1	3
SRR13903643.bam	G1	2
SRR13903644.bam	G1	1
SRR13903646.bam	G1	1
SRR13903649.bam	G1	1
SRR13903650.bam	G1	2
SRR13903651.bam	G1	3
SRR13903653.bam	G1	2
SRR13903654.bam	G1	3
SRR13903655.bam	G1	3
SRR13903657.bam	G1	2
SRR13903658.bam	G1	2
SRR13903659.bam	G1	2
SRR13903660.bam	G1	2
SRR13903661.bam	G1	3
SRR13903662.bam	G1	1
SRR13903663.bam	S	1
SRR13903664.bam	G1	1
SRR13903665.bam	G1	1
SRR13903666.bam	G1	3
SRR13903670.bam	G1	2
SRR13903672.bam	G1	1
SRR13903673.bam	G1	1
SRR13903674.bam	G1	3
SRR13903675.bam	G1	1
SRR13903676.bam	G1	1
SRR13903677.bam	G1	2
SRR13903679.bam	G1	2
SRR13903680.bam	G1	2
SRR13903681.bam	G1	1
SRR13903682.bam	G1	1
SRR13903683.bam	G1	3
SRR13903684.bam	G1	3
SRR13903685.bam	G1	2
SRR13903688.bam	G1	2
SRR13903689.bam	G1	2
SRR13903690.bam	G1	3
SRR13903691.bam	G1	3
SRR13903692.bam	G1	1
SRR13903693.bam	G1	2
SRR13903695.bam	G1	1
SRR13903697.bam	G1	1
SRR13903698.bam	G1	1
SRR13903699.bam	G1	1
SRR13903700.bam	G1	2
SRR13903701.bam	G1	2
SRR13903703.bam	G1	1
SRR13903704.bam	G1	3
SRR13903705.bam	G1	2
SRR13903706.bam	G1	1
SRR13903707.bam	G1	2
SRR13903708.bam	G1	1
SRR13903709.bam	G1	3
SRR13903710.bam	G1	1
SRR13903711.bam	S	1
SRR13903713.bam	G1	1
SRR13903714.bam	G1	1
SRR13903715.bam	G1	3
SRR13903719.bam	G1	1
SRR13903721.bam	G1	2
SRR13903723.bam	G1	1
SRR13903724.bam	G1	1
SRR13903725.bam	G1	3
SRR13903726.bam	G1	3
SRR13903728.bam	G1	2
SRR13903729.bam	G1	1
SRR13903730.bam	G1	2
SRR13903732.bam	G1	1
SRR13903733.bam	G1	1
SRR13903734.bam	G1	1
SRR13905169.bam	G1	3
SRR13905170.bam	G1	3
SRR13905171.bam	G1	1
SRR13905175.bam	G1	3
SRR13905176.bam	G1	1
SRR13905177.bam	G1	2
SRR13905178.bam	G1	2
SRR13905179.bam	G1	1
SRR13905180.bam	G1	2
SRR13905181.bam	G1	1
SRR13905182.bam	G1	1
SRR13905183.bam	G1	1
SRR13905184.bam	G1	3
SRR13905185.bam	G1	1
SRR13905186.bam	G1	1
SRR13905187.bam	G1	2
SRR13905188.bam	G1	1
SRR13905190.bam	G1	3
SRR13905191.bam	G1	1
SRR13905192.bam	G1	1
SRR13905193.bam	G1	3
SRR13905194.bam	G1	3
SRR13905195.bam	G1	2
SRR13905196.bam	G1	1
SRR13905197.bam	G1	1
SRR13905199.bam	G1	3
SRR13905201.bam	G1	1
SRR13905202.bam	G1	2
SRR13905203.bam	G1	3
SRR13905205.bam	G1	2
SRR13905206.bam	G1	1
SRR13905207.bam	G1	1
SRR13905209.bam	G1	2
SRR13905210.bam	G1	1
SRR13905212.bam	G1	2
SRR13905213.bam	G1	1
SRR13905214.bam	G1	1
SRR13905215.bam	G1	1
SRR13905216.bam	G1	2
SRR13905218.bam	G1	3
SRR13905219.bam	G1	1
SRR13905220.bam	G1	2
SRR13905223.bam	G1	3
SRR13905224.bam	G1	2
SRR13905225.bam	G1	1
SRR13905226.bam	G1	1
SRR13905227.bam	G1	2
SRR13905229.bam	G1	2
SRR13905230.bam	G1	2
SRR13905231.bam	G1	3
SRR13905232.bam	G1	1
SRR13905233.bam	G1	1
SRR13905234.bam	G1	2
SRR13905235.bam	G1	1
SRR13905236.bam	G1	1
SRR13905237.bam	G1	3
SRR13905238.bam	G1	2
SRR13905239.bam	G1	2
SRR13905240.bam	G1	2
SRR13905242.bam	G1	3
SRR13905243.bam	G1	2
SRR13905244.bam	G1	1
SRR13905245.bam	G1	1
SRR13905246.bam	G1	3
SRR13905247.bam	G1	2
SRR13905248.bam	G1	1
SRR13905249.bam	G1	3
SRR13905250.bam	G1	3
SRR13905251.bam	G1	3
SRR13905252.bam	G1	3
SRR13905253.bam	G1	1
SRR13905254.bam	G1	1
SRR13905255.bam	G1	3
SRR13905256.bam	G1	1
SRR13905258.bam	G1	2
SRR13905259.bam	G1	2
SRR13905260.bam	G1	2
SRR13905261.bam	G1	1
SRR13905262.bam	G1	3
SRR13905264.bam	G1	1
SRR13905265.bam	G1	2
SRR13905266.bam	G1	2
SRR13905267.bam	G1	3
SRR13905268.bam	G1	2
SRR13905269.bam	G1	3
SRR13905270.bam	G1	1
SRR13905271.bam	G1	3
SRR13905272.bam	G1	1
SRR13905273.bam	G1	2
SRR13905274.bam	G1	2
SRR13905275.bam	G1	3
SRR13905276.bam	G1	3
SRR13905277.bam	G1	2
SRR13905278.bam	G1	1
SRR13905279.bam	G1	1
SRR13905280.bam	G1	2
SRR13905281.bam	G1	1
SRR13905283.bam	G1	2
SRR13905284.bam	G1	2
SRR13905285.bam	G1	2
SRR13905286.bam	G1	2
SRR13905287.bam	G1	3
SRR13905288.bam	G1	1
SRR13905290.bam	G1	2
SRR13905291.bam	G1	2
SRR13905292.bam	G1	3
SRR13905293.bam	G1	3
SRR13905294.bam	G1	2
SRR13905295.bam	G1	2
SRR13905297.bam	G1	2
SRR13905298.bam	G1	3
SRR13905300.bam	G1	1
SRR13905301.bam	G1	3
SRR13905302.bam	G1	1
SRR13905303.bam	G1	2
SRR13905304.bam	G1	3
SRR13905306.bam	G1	3
SRR13905307.bam	G1	2
SRR13905308.bam	G1	1
SRR13905310.bam	G1	1
SRR13905311.bam	G1	2
SRR13905312.bam	G1	1
SRR13905313.bam	G1	1
SRR13905314.bam	G1	3
SRR13905315.bam	G1	3
SRR13905317.bam	G1	1
SRR13905318.bam	G1	1
SRR13905319.bam	G1	3
SRR13905320.bam	G1	1
SRR13905321.bam	G1	1
SRR13905322.bam	G1	1
SRR13905323.bam	G1	2
SRR13905325.bam	G1	1
SRR13905326.bam	G1	1
SRR13905327.bam	G1	1
SRR13905328.bam	G1	1
SRR13905329.bam	G1	1
SRR13905330.bam	G1	3
SRR13905332.bam	G1	2
SRR13905333.bam	G1	1
SRR13905335.bam	G1	2
SRR13905337.bam	G1	1
SRR13905338.bam	G1	1
SRR13905340.bam	G1	3
SRR13905341.bam	G1	2
SRR13905342.bam	G1	1
SRR13905344.bam	G1	1
SRR13905346.bam	G1	1
SRR13905347.bam	G1	2
SRR13905349.bam	G1	2
SRR13905351.bam	G1	1
SRR13905352.bam	G1	1
SRR13905353.bam	G1	2
SRR13905354.bam	G1	2
