Cell	Phase	Subpopulation
SRR13905552.bam	G1	2
SRR13905553.bam	G1	2
SRR13905554.bam	G1	2
SRR13905555.bam	G1	1
SRR13905556.bam	G1	1
SRR13905557.bam	G1	2
SRR13905558.bam	G1	1
SRR13905560.bam	G1	2
SRR13905561.bam	G1	2
SRR13905562.bam	G1	2
SRR13905563.bam	G1	2
SRR13905564.bam	G1	1
SRR13905565.bam	G1	2
SRR13905566.bam	G1	1
SRR13905567.bam	G1	2
SRR13905568.bam	G1	2
SRR13905569.bam	G1	1
SRR13905570.bam	G1	2
SRR13905571.bam	G1	3
SRR13905572.bam	G1	1
SRR13905573.bam	G1	1
SRR13905574.bam	G1	1
SRR13905575.bam	G1	2
SRR13905576.bam	G1	2
SRR13905577.bam	G1	2
SRR13905578.bam	G1	2
SRR13905579.bam	G1	2
SRR13905580.bam	G1	2
SRR13905581.bam	G1	2
SRR13905582.bam	G1	2
SRR13905583.bam	G1	3
SRR13905584.bam	G1	2
SRR13905586.bam	G1	1
SRR13905587.bam	G1	3
SRR13905588.bam	G1	3
SRR13905589.bam	G1	2
SRR13905590.bam	G1	2
SRR13905591.bam	G1	3
SRR13905592.bam	G1	2
SRR13905593.bam	G1	2
SRR13905594.bam	G1	2
SRR13905595.bam	G1	2
SRR13905596.bam	G1	2
SRR13905597.bam	G1	2
SRR13905598.bam	G1	2
SRR13905599.bam	G1	2
SRR13905600.bam	G1	2
SRR13905601.bam	G1	2
SRR13905602.bam	G1	2
SRR13905603.bam	G1	1
SRR13905605.bam	G1	1
SRR13905606.bam	G1	1
SRR13905607.bam	G1	1
SRR13905608.bam	G1	1
SRR13905609.bam	G1	2
SRR13905610.bam	G1	1
SRR13905612.bam	G1	1
SRR13905613.bam	G1	1
SRR13905614.bam	G1	2
SRR13905615.bam	G1	2
SRR13905616.bam	G1	1
SRR13905617.bam	G1	2
SRR13905618.bam	G1	2
SRR13905619.bam	G1	2
SRR13905620.bam	G1	1
SRR13905621.bam	G1	1
SRR13905622.bam	G1	2
SRR13905623.bam	G1	2
SRR13905624.bam	G1	2
SRR13905625.bam	G1	2
SRR13905626.bam	G1	2
SRR13905627.bam	G1	2
SRR13905628.bam	G1	3
SRR13905629.bam	G1	1
SRR13905630.bam	G1	2
SRR13905631.bam	G1	2
SRR13905632.bam	G1	2
SRR13905633.bam	G1	1
SRR13905634.bam	G1	2
SRR13905635.bam	G1	3
SRR13905636.bam	G1	2
SRR13905637.bam	G1	3
SRR13905638.bam	G1	2
SRR13905639.bam	G1	2
SRR13905640.bam	G1	1
SRR13905641.bam	G1	1
SRR13905642.bam	G1	2
SRR13905644.bam	G1	4
SRR13905645.bam	G1	2
SRR13905646.bam	G1	2
SRR13905647.bam	G1	3
SRR13905648.bam	G1	2
SRR13905649.bam	G1	2
SRR13905650.bam	G1	3
SRR13905651.bam	G1	1
SRR13905652.bam	G1	2
SRR13905653.bam	G1	2
SRR13905654.bam	G1	3
SRR13905655.bam	G1	2
SRR13905656.bam	G1	2
SRR13905657.bam	G1	2
SRR13905658.bam	S	2
SRR13905659.bam	G1	2
SRR13905660.bam	G1	2
SRR13905661.bam	G1	1
SRR13905662.bam	G1	3
SRR13905663.bam	G1	2
SRR13905664.bam	G1	1
SRR13905665.bam	G1	2
SRR13905667.bam	G1	1
SRR13905668.bam	G1	3
SRR13905669.bam	G1	2
SRR13905670.bam	S	2
SRR13905671.bam	G1	2
SRR13905672.bam	G1	2
SRR13905673.bam	G1	2
SRR13905675.bam	G1	2
SRR13905676.bam	G1	1
SRR13905677.bam	G1	4
SRR13905678.bam	G1	2
SRR13905679.bam	G1	1
SRR13905680.bam	G1	4
SRR13905681.bam	G1	2
SRR13905682.bam	G1	2
SRR13905683.bam	G1	2
SRR13905684.bam	G1	4
SRR13905685.bam	G1	3
SRR13905686.bam	G1	2
SRR13905687.bam	G1	2
SRR13905689.bam	G1	2
SRR13905690.bam	G1	2
SRR13905691.bam	G1	4
SRR13905692.bam	G1	2
SRR13905693.bam	G1	2
SRR13905694.bam	G1	3
SRR13905695.bam	G1	3
SRR13905696.bam	G1	2
SRR13905697.bam	G1	1
SRR13905698.bam	G1	2
SRR13905699.bam	G1	3
SRR13905700.bam	G1	2
SRR13905701.bam	G1	3
SRR13905702.bam	G1	2
SRR13905703.bam	G1	2
SRR13905704.bam	G1	2
SRR13905705.bam	G1	2
SRR13905706.bam	G1	2
SRR13905707.bam	G1	2
SRR13905708.bam	G1	2
SRR13905709.bam	G1	1
SRR13905710.bam	G1	2
SRR13905711.bam	G1	1
SRR13905712.bam	G1	1
SRR13905713.bam	G1	2
SRR13905714.bam	G1	1
SRR13905715.bam	G1	1
SRR13905717.bam	G1	2
SRR13905718.bam	G1	4
SRR13905719.bam	G1	1
SRR13905720.bam	G1	3
SRR13905721.bam	G1	2
SRR13905722.bam	G1	1
SRR13905723.bam	G1	2
SRR13905724.bam	G1	2
SRR13905725.bam	G1	1
SRR13905726.bam	G1	2
SRR13905727.bam	G1	3
SRR13905728.bam	G1	2
SRR13905729.bam	G1	2
SRR13905730.bam	G1	2
SRR13905731.bam	G1	3
SRR13905732.bam	G1	3
SRR13905733.bam	G1	2
SRR13905734.bam	G1	2
SRR13905735.bam	G1	2
SRR13905736.bam	G1	2
SRR13905737.bam	G1	2
SRR13905738.bam	G1	3
SRR13905739.bam	G1	2
SRR13905740.bam	G1	2
SRR13905741.bam	G1	3
SRR13905742.bam	G1	4
SRR13905743.bam	G1	2
SRR13905744.bam	G1	1
SRR13905745.bam	G1	2
SRR13905746.bam	G1	2
SRR13905747.bam	G1	2
SRR13905748.bam	G1	1
SRR13905749.bam	G1	2
SRR13905750.bam	G1	2
SRR13905751.bam	G1	1
SRR13905752.bam	G1	2
SRR13905753.bam	G1	1
SRR13905754.bam	G1	3
SRR13905755.bam	G1	2
SRR13905756.bam	G1	1
SRR13905757.bam	G1	1
SRR13905759.bam	G1	2
SRR13905760.bam	G1	2
SRR13905761.bam	G1	2
SRR13905762.bam	G1	2
SRR13905763.bam	G1	2
SRR13905764.bam	G1	2
SRR13905766.bam	G1	2
SRR13905767.bam	G1	2
SRR13905768.bam	G1	2
SRR13905769.bam	G1	2
SRR13905770.bam	G1	2
SRR13905771.bam	G1	2
SRR13905772.bam	G1	3
SRR13905773.bam	G1	1
SRR13905774.bam	G1	2
SRR13905775.bam	G1	2
SRR13905777.bam	G1	2
SRR13905778.bam	G1	2
SRR13905779.bam	G1	2
SRR13905781.bam	G1	1
SRR13905782.bam	G1	4
SRR13905783.bam	G1	4
SRR13905785.bam	G1	3
SRR13905786.bam	G1	2
SRR13905788.bam	G1	3
SRR13905789.bam	G1	2
SRR13905790.bam	G1	1
SRR13905791.bam	G1	3
SRR13905792.bam	G1	2
SRR13905793.bam	G1	2
SRR13905794.bam	G1	2
SRR13905795.bam	G1	4
SRR13905796.bam	G1	2
SRR13905797.bam	G1	4
SRR13905798.bam	G1	1
SRR13905799.bam	G1	1
SRR13905800.bam	G1	4
SRR13905801.bam	G1	3
SRR13905802.bam	G1	2
SRR13905803.bam	G1	2
SRR13905804.bam	G1	2
SRR13905805.bam	G1	2
SRR13905806.bam	G1	2
SRR13905807.bam	G1	3
SRR13905808.bam	G1	2
SRR13905809.bam	G1	1
SRR13905810.bam	G1	1
SRR13905811.bam	G1	2
SRR13905812.bam	G1	1
SRR13905813.bam	G1	3
SRR13905814.bam	G1	3
SRR13905815.bam	G1	2
SRR13905816.bam	G1	2
SRR13905817.bam	G1	3
SRR13905818.bam	G1	2
SRR13905819.bam	G1	1
SRR13905820.bam	G1	1
SRR13905821.bam	G1	1
SRR13905822.bam	G1	2
SRR13905823.bam	G1	1
SRR13905824.bam	G1	3
SRR13905825.bam	G1	3
SRR13905826.bam	G1	2
SRR13905827.bam	G1	2
SRR13905828.bam	G1	4
SRR13905829.bam	G1	1
SRR13905832.bam	G1	2
SRR13905833.bam	G1	2
SRR13905834.bam	G1	2
SRR13905835.bam	G1	2
SRR13905836.bam	G1	2
SRR13905837.bam	G1	2
SRR13905839.bam	G1	2
SRR13905840.bam	G1	2
SRR13905841.bam	G1	2
SRR13905842.bam	G1	2
SRR13905843.bam	G1	1
SRR13905844.bam	G1	1
SRR13905845.bam	S	3
SRR13905846.bam	G1	3
SRR13905847.bam	G1	4
SRR13905848.bam	G1	4
SRR13905849.bam	G1	4
SRR13905850.bam	G1	2
SRR13905851.bam	G1	2
SRR13905852.bam	G1	1
SRR13905853.bam	G1	3
SRR13905854.bam	G1	1
SRR13905855.bam	G1	1
SRR13905856.bam	G1	1
SRR13905857.bam	G1	4
SRR13905860.bam	G1	2
SRR13905861.bam	G1	2
SRR13905862.bam	G1	4
SRR13905863.bam	G1	2
SRR13905864.bam	G1	2
SRR13905865.bam	G1	2
SRR13905866.bam	G1	2
SRR13905867.bam	G1	2
SRR13905868.bam	G1	2
SRR13905869.bam	G1	2
SRR13905870.bam	G1	3
SRR13905871.bam	G1	4
SRR13905872.bam	G1	3
SRR13905873.bam	G1	2
SRR13905875.bam	G1	3
SRR13905876.bam	G1	2
SRR13905877.bam	G1	1
SRR13905878.bam	G1	1
SRR13905879.bam	G1	2
SRR13905881.bam	G1	2
SRR13905882.bam	G1	4
SRR13905883.bam	G1	2
SRR13905884.bam	G1	1
SRR13905885.bam	G1	2
SRR13905888.bam	G1	3
SRR13905889.bam	G1	2
SRR13905890.bam	G1	2
SRR13905891.bam	G1	2
SRR13905892.bam	G1	2
SRR13905893.bam	G1	1
SRR13905895.bam	G1	2
SRR13905896.bam	G1	2
SRR13905897.bam	G1	1
SRR13905898.bam	G1	1
SRR13905899.bam	G1	1
SRR13905900.bam	G1	2
SRR13905901.bam	G1	2
SRR13905902.bam	G1	3
SRR13905903.bam	G1	2
SRR13905904.bam	G1	4
SRR13905905.bam	G1	2
SRR13905906.bam	G1	2
SRR13905907.bam	G1	3
SRR13905908.bam	G1	2
SRR13905909.bam	G1	3
SRR13905910.bam	G1	4
SRR13905912.bam	G1	2
SRR13905913.bam	G1	4
SRR13905914.bam	G1	1
SRR13905915.bam	G1	4
SRR13905916.bam	G1	2
SRR13905917.bam	G1	4
SRR13905918.bam	G1	1
SRR13905919.bam	G1	1
SRR13905920.bam	G1	2
SRR13905921.bam	G1	1
SRR13905922.bam	G1	2
SRR13905924.bam	G1	2
SRR13905925.bam	G1	2
SRR13905926.bam	G1	2
SRR13905927.bam	G1	2
SRR13905928.bam	G1	2
SRR13905929.bam	G1	2
SRR13905930.bam	G1	2
SRR13905931.bam	G1	3
SRR13905932.bam	S	2
SRR13905933.bam	G1	1
SRR13905934.bam	G1	1
SRR13905935.bam	G1	2
SRR13905937.bam	G1	1
SRR13905938.bam	G1	4
SRR13905940.bam	G1	1
SRR13905941.bam	G1	2
SRR13905942.bam	G1	2
SRR13905943.bam	G1	3
SRR13905944.bam	G1	4
SRR13905945.bam	G1	4
SRR13905946.bam	G1	3
SRR13905947.bam	G1	1
SRR13905948.bam	G1	2
SRR13905949.bam	S	4
SRR13905950.bam	G1	3
SRR13905951.bam	G1	2
SRR13905952.bam	G1	4
SRR13905953.bam	G1	1
SRR13905955.bam	G1	3
SRR13905956.bam	G1	2
SRR13905958.bam	G1	2
SRR13905959.bam	G1	2
SRR13905960.bam	G1	4
SRR13905961.bam	G1	1
SRR13905962.bam	G1	4
SRR13905963.bam	G1	2
SRR13905964.bam	G1	4
SRR13905965.bam	G1	2
SRR13905966.bam	G1	3
SRR13905967.bam	G1	4
SRR13905968.bam	G1	2
SRR13905969.bam	G1	2
SRR13905970.bam	S	3
SRR13905971.bam	G1	4
SRR13905972.bam	G1	1
SRR13905973.bam	G1	4
SRR13905974.bam	G1	3
SRR13905975.bam	G1	1
SRR13905976.bam	G1	2
SRR13905977.bam	G1	2
SRR13905978.bam	G1	3
SRR13905979.bam	G1	4
SRR13905980.bam	G1	3
SRR13905981.bam	G1	2
SRR13905984.bam	G1	1
SRR13905985.bam	G1	4
SRR13905987.bam	G1	2
SRR13905988.bam	G1	1
SRR13905989.bam	G1	2
SRR13905990.bam	G1	2
SRR13905991.bam	G1	1
SRR13905992.bam	G1	3
SRR13905993.bam	G1	2
SRR13905994.bam	G1	2
SRR13905996.bam	G1	3
SRR13905997.bam	G1	2
SRR13905998.bam	G1	2
SRR13905999.bam	G1	1
SRR13906000.bam	G1	2
SRR13906001.bam	G1	2
SRR13906002.bam	G1	1
SRR13906003.bam	G1	2
SRR13906004.bam	G1	1
SRR13906005.bam	G1	2
SRR13906006.bam	G1	1
SRR13906008.bam	G1	2
SRR13906009.bam	G1	4
SRR13906010.bam	G1	2
SRR13906011.bam	G1	1
SRR13906012.bam	G1	2
SRR13906013.bam	G1	1
SRR13906015.bam	G1	2
SRR13906016.bam	G1	2
SRR13906017.bam	G1	2
SRR13906018.bam	G1	2
SRR13906019.bam	G1	3
SRR13906021.bam	G1	4
SRR13906022.bam	G1	4
SRR13906023.bam	G1	1
SRR13906024.bam	G1	1
SRR13906025.bam	G1	2
SRR13906026.bam	G1	1
SRR13906027.bam	G1	2
SRR13906028.bam	G1	1
SRR13906030.bam	G1	2
SRR13906031.bam	G1	1
SRR13906032.bam	G1	3
SRR13906034.bam	G1	2
SRR13906035.bam	G1	4
SRR13906036.bam	G1	2
SRR13906037.bam	G1	4
SRR13906038.bam	G1	1
SRR13906040.bam	G1	4
SRR13906041.bam	S	2
SRR13906042.bam	G1	4
SRR13906043.bam	G1	3
SRR13906045.bam	G1	2
SRR13906046.bam	G1	2
SRR13906047.bam	G1	1
SRR13906048.bam	G1	1
SRR13906049.bam	G1	2
SRR13906050.bam	G1	3
SRR13906051.bam	G1	2
SRR13906052.bam	G1	1
SRR13906053.bam	G1	2
SRR13906054.bam	G1	1
SRR13906055.bam	G1	3
SRR13906057.bam	G1	2
SRR13906058.bam	G1	2
SRR13906059.bam	G1	2
SRR13906060.bam	G1	2
SRR13906061.bam	G1	1
SRR13906062.bam	G1	2
SRR13906063.bam	G1	2
SRR13906064.bam	G1	1
SRR13906065.bam	G1	2
SRR13906066.bam	G1	3
SRR13906067.bam	G1	2
SRR13906068.bam	G1	2
SRR13906069.bam	G1	2
SRR13906070.bam	G1	2
SRR13906071.bam	G1	2
SRR13906072.bam	G1	1
SRR13906073.bam	G1	1
SRR13906074.bam	G1	2
SRR13906075.bam	G1	1
SRR13906076.bam	G1	2
SRR13906077.bam	G1	2
SRR13906078.bam	G1	2
SRR13906079.bam	G1	3
SRR13906080.bam	G1	1
SRR13906081.bam	G1	2
SRR13906082.bam	G1	2
SRR13906083.bam	G1	1
SRR13906084.bam	G1	2
SRR13906085.bam	G1	2
SRR13906086.bam	G1	1
SRR13906087.bam	G1	2
SRR13906088.bam	G1	2
SRR13906089.bam	G1	2
SRR13906090.bam	G1	1
SRR13906091.bam	G1	2
SRR13906093.bam	G1	1
SRR13906094.bam	G1	4
SRR13906095.bam	G1	1
SRR13906096.bam	G1	2
SRR13906097.bam	G1	1
SRR13906098.bam	G1	2
SRR13906099.bam	G1	2
SRR13906100.bam	S	3
SRR13906101.bam	G1	1
SRR13906102.bam	G1	2
SRR13906103.bam	G1	1
SRR13906104.bam	G1	2
SRR13906105.bam	G1	4
SRR13906106.bam	G1	2
SRR13906107.bam	G1	2
SRR13906108.bam	G1	2
SRR13906109.bam	G1	2
SRR13906110.bam	G1	2
SRR13906111.bam	G1	2
SRR13906112.bam	G1	2
SRR13906113.bam	G1	2
SRR13906114.bam	G1	2
SRR13906116.bam	G1	4
SRR13906117.bam	G1	2
SRR13906118.bam	G1	2
SRR13906119.bam	G1	2
SRR13906120.bam	G1	3
SRR13906121.bam	G1	1
SRR13906122.bam	G1	4
SRR13906123.bam	G1	2
SRR13906124.bam	G1	2
SRR13906125.bam	G1	3
SRR13906126.bam	G1	1
SRR13906127.bam	G1	3
SRR13906128.bam	G1	1
SRR13906129.bam	G1	2
SRR13906130.bam	G1	2
SRR13906131.bam	G1	2
SRR13906132.bam	G1	1
SRR13906133.bam	G1	2
SRR13906135.bam	G1	2
SRR13906136.bam	G1	2
SRR13906137.bam	G1	1
SRR13906138.bam	G1	2
SRR13906139.bam	G1	2
SRR13906140.bam	G1	2
SRR13906141.bam	G1	2
SRR13906143.bam	G1	3
SRR13906144.bam	G1	1
SRR13906145.bam	G1	1
SRR13906146.bam	G1	2
SRR13906147.bam	G1	1
SRR13906148.bam	G1	2
SRR13906149.bam	G1	1
SRR13906150.bam	G1	2
SRR13906151.bam	G1	2
SRR13906152.bam	G1	2
SRR13906153.bam	G1	1
SRR13906154.bam	G1	1
SRR13906155.bam	G1	3
SRR13906156.bam	G1	2
SRR13906157.bam	G1	4
SRR13906158.bam	G1	3
SRR13906159.bam	G1	2
SRR13906160.bam	G1	3
SRR13906161.bam	G1	2
SRR13906163.bam	G1	4
SRR13906164.bam	G1	1
SRR13906166.bam	G1	2
SRR13906167.bam	G1	2
SRR13906168.bam	G1	2
SRR13906169.bam	G1	1
SRR13906170.bam	G1	1
SRR13906171.bam	G1	2
SRR13906172.bam	G1	2
SRR13906173.bam	G1	3
SRR13906174.bam	G1	1
SRR13906175.bam	G1	4
SRR13906176.bam	G1	1
SRR13906177.bam	G1	2
SRR13906178.bam	G1	2
SRR13906179.bam	S	2
SRR13906180.bam	G1	2
SRR13906181.bam	G1	1
SRR13906182.bam	S	1
SRR13906183.bam	G1	2
SRR13906184.bam	G1	2
SRR13906185.bam	G1	2
SRR13906186.bam	G1	4
SRR13906187.bam	G1	2
SRR13906188.bam	G1	3
SRR13906189.bam	S	1
SRR13906190.bam	G1	2
SRR13906191.bam	G1	1
SRR13906192.bam	G1	2
SRR13906193.bam	G1	2
SRR13906195.bam	G1	2
SRR13906196.bam	G1	1
SRR13906197.bam	G1	2
SRR13906199.bam	G1	2
SRR13906200.bam	G1	2
SRR13906201.bam	G1	2
SRR13906202.bam	G1	2
SRR13906204.bam	G1	2
SRR13906205.bam	G1	2
SRR13906206.bam	S	1
SRR13906207.bam	G1	3
SRR13906208.bam	G1	2
SRR13906209.bam	G1	2
SRR13906210.bam	G1	2
SRR13906211.bam	G1	2
SRR13906212.bam	G1	4
SRR13906213.bam	G1	4
SRR13906214.bam	G1	2
SRR13906215.bam	G1	1
SRR13906216.bam	G1	2
SRR13906217.bam	G1	2
SRR13906218.bam	G1	4
SRR13906219.bam	G1	3
SRR13906220.bam	G1	3
SRR13906221.bam	G1	3
SRR13906222.bam	G1	2
SRR13906223.bam	G1	2
SRR13906224.bam	G1	2
SRR13906225.bam	G1	2
SRR13906226.bam	G1	1
SRR13906227.bam	G1	4
SRR13906228.bam	G1	3
SRR13906229.bam	G1	2
SRR13906230.bam	G1	2
SRR13906231.bam	G1	4
SRR13906232.bam	G1	2
SRR13906233.bam	G1	1
SRR13906234.bam	G1	1
SRR13906235.bam	G1	4
SRR13906236.bam	G1	2
SRR13906237.bam	S	2
SRR13906238.bam	G1	1
SRR13906239.bam	G1	4
SRR13906240.bam	G1	4
SRR13906241.bam	G1	2
SRR13906242.bam	G1	2
SRR13906243.bam	G1	2
SRR13906244.bam	G1	2
SRR13906245.bam	G1	2
SRR13906246.bam	G1	2
SRR13906247.bam	G1	2
SRR13906249.bam	G1	3
SRR13906250.bam	G1	1
SRR13906251.bam	G1	2
SRR13906252.bam	G1	1
SRR13906253.bam	G1	2
SRR13906254.bam	G1	2
SRR13906255.bam	G1	2
SRR13906256.bam	G1	2
SRR13906257.bam	G1	2
SRR13906258.bam	G1	2
SRR13906259.bam	G1	2
SRR13906260.bam	G1	2
SRR13906261.bam	G1	2
SRR13906262.bam	G1	1
SRR13906263.bam	G1	1
SRR13906264.bam	G1	2
SRR13906265.bam	G1	2
SRR13906267.bam	G1	3
SRR13906268.bam	G1	2
SRR13906269.bam	G1	4
SRR13906270.bam	G1	2
SRR13906271.bam	G1	2
SRR13906272.bam	G1	1
SRR13906273.bam	G1	2
SRR13906274.bam	G1	1
SRR13906275.bam	G1	2
SRR13906276.bam	G1	1
SRR13906277.bam	G1	3
SRR13906278.bam	G1	4
SRR13906279.bam	G1	1
SRR13906280.bam	G1	4
