Filename,Cell_count,Minimum,Maximum,Lower_Quartile_(Q1),Upper_Quartile_(Q3),Median_RPM,Median_ploidy
GM12878-G1_SRR16352033_per_Cell_summary_metrics.csv,1314,69.98967439966884,560.0919265787783,167.43582268688237,271.35031768169665,214.931,2.00228
GM12878-G2_SRR16352032_per_Cell_summary_metrics.csv,1089,80.51109958839892,477.77237102512356,158.36440032938157,246.11644750865798,202.8213317080384,3.984318189540929
GM12878-S_SRR16352030_per_Cell_summary_metrics.csv,1193,71.98917584737784,689.1794162369682,178.2797585544656,293.5028508868975,232.69307382205454,1.9944504878131692
GM12878-earlyS_SRR16352031_per_Cell_summary_metrics.csv,987,103.2390358822765,1017.5487152833736,264.48789919079843,432.53215316840874,341.3241255921448,2.000195367247955
GM12878-lateS_SRR16352029_per_Cell_summary_metrics.csv,761,126.59126995610272,1038.5948037198584,349.2036184226793,538.2975227017015,434.1453541744794,1.9471534685056455
GM12878-unsorted1_SRR16352028_per_Cell_summary_metrics.csv,875,87.05035978863908,1098.8492536619774,255.3416776698287,491.6542538696146,362.29735770057545,1.9999830082240195
GM12878-unsorted2_SRR16352027_per_Cell_summary_metrics.csv,1385,24.48361189703193,174.47730584184265,43.346924745013666,76.99651032306558,57.1990174464781,2.000110414649476
GM12878-unsorted3_SRR16352026_per_Cell_summary_metrics.csv,338,25.131871313762844,148.14379082403963,40.61497434593338,65.13161444501654,52.039,2.00012
GM12891-unsorted-lane1_SRR16328252_per_Cell_summary_metrics.csv,1211,24.407517509953127,175.3185535764415,42.61382818183745,75.61450673135352,55.625644566410415,1.9396584408253363
GM12891-unsorted-lane2_SRR16328251_per_Cell_summary_metrics.csv,1410,39.573938369514856,682.2098179923547,141.37883790978276,273.8484802191987,200.599,1.94046
GM12892-unsorted-lane1_SRR16328249_per_Cell_summary_metrics.csv,1108,24.443136159224057,192.92517571696436,41.9274,72.5377,53.529,2
GM12892-unsorted-lane2_SRR16328248_per_Cell_summary_metrics.csv,1342,41.99697793764545,790.2292004126924,145.44486862701058,284.2766493080194,206.751,1.99895
H1-unsorted-rep1_SRR16362022_per_Cell_summary_metrics.csv,897,20.565236671327234,161.60472599532878,41.254491003297794,71.98885204147537,53.88615925837921,1.939843796075524
H1-unsorted-rep2-lane2_SRR16362020_per_Cell_summary_metrics.csv,268,24.061369000220186,136.2542856974034,39.8994,76.8335,58.9456,1.93988
H1-unsorted-rep2-lane3_SRR16362019_per_Cell_summary_metrics.csv,51,24.1128541387118,426.48928741664434,28.25854110794552,75.39788058260578,38.7239478755495,1.9402367611745377
H7-unsorted-lane1_SRR16362018_per_Cell_summary_metrics.csv,782,17.697611599114957,167.19102542462034,40.227702486587646,73.15131523131753,51.9527,2.00015
H7-unsorted-lane2_SRR16362017_per_Cell_summary_metrics.csv,998,52.14052163820121,995.5130760089619,185.4837922724623,382.84899452399924,271.1,2.00129
H9-unsorted_SRR16362016_per_Cell_summary_metrics.csv,888,24.14944420569012,217.57069056522778,64.6946,112.43,87.0355,2.00013
HCT116-unsorted-lane1_SRR16328247_per_Cell_summary_metrics.csv,419,23.75245816927049,85.71660327639401,28.96055230448529,48.98665214821164,38.52577866324214,1.9872774608845114
HCT116-unsorted-lane2_SRR16328246_per_Cell_summary_metrics.csv,845,22.044382033778195,243.54542864310181,49.692549015580965,108.6316993818952,73.45666419734012,1.9853293110422003
MCF7-unsorted-lane1_SRR16328243_per_Cell_summary_metrics.csv,30,22.409635091756453,37.14830835416456,24.86116957930378,28.322007064828266,27.1477,1.97092
MCF7-unsorted-lane2_SRR16328242_per_Cell_summary_metrics.csv,474,28.27699804438591,244.84291889427104,79.39396922490158,131.11483841351074,103.821,3.15981
MCF7-unsorted-lane3_SRR16328250_per_Cell_summary_metrics.csv,508,54.50721897930323,608.2732734475645,174.153,311.916,243.792,3.19642
RKO-unsorted-lane1_SRR16328245_per_Cell_summary_metrics.csv,981,19.0841484734615,176.1568870579182,43.53440836253974,73.8533264278573,56.668299572341255,2.1270505961157684
RKO-unsorted-lane2_SRR16328244_per_Cell_summary_metrics.csv,1168,39.01310654644895,532.5998340419627,115.942,212.896,163.081,2.12971
