Cell	Phase
SA906-A90600C-R51-C59.bam	S
SA906-A90600C-R52-C15.bam	G1
SA906-A90600C-R52-C17.bam	G1
SA906-A90600C-R52-C19.bam	G1
SA906-A90600C-R52-C20.bam	G1
SA906-A90600C-R52-C21.bam	S
SA906-A90600C-R52-C22.bam	S
SA906-A90600C-R52-C23.bam	G1
SA906-A90600C-R52-C24.bam	G1
SA906-A90600C-R52-C25.bam	G1
SA906-A90600C-R52-C26.bam	G1
SA906-A90600C-R52-C27.bam	S
SA906-A90600C-R52-C28.bam	G1
SA906-A90600C-R52-C29.bam	S
SA906-A90600C-R52-C30.bam	S
SA906-A90600C-R52-C31.bam	G1
SA906-A90600C-R52-C32.bam	G1
SA906-A90600C-R52-C33.bam	S
SA906-A90600C-R52-C34.bam	G1
SA906-A90600C-R52-C35.bam	G1
SA906-A90600C-R52-C36.bam	G1
SA906-A90600C-R52-C37.bam	G1
SA906-A90600C-R52-C38.bam	G1
SA906-A90600C-R52-C39.bam	G1
SA906-A90600C-R52-C40.bam	G1
SA906-A90600C-R52-C41.bam	S
SA906-A90600C-R52-C42.bam	S
SA906-A90600C-R52-C43.bam	S
SA906-A90600C-R52-C44.bam	S
SA906-A90600C-R52-C45.bam	G1
SA906-A90600C-R52-C46.bam	G1
SA906-A90600C-R52-C47.bam	S
SA906-A90600C-R52-C48.bam	G1
SA906-A90600C-R52-C49.bam	S
SA906-A90600C-R52-C50.bam	G1
SA906-A90600C-R52-C51.bam	S
SA906-A90600C-R52-C52.bam	G1
SA906-A90600C-R52-C54.bam	G1
SA906-A90600C-R52-C55.bam	S
SA906-A90600C-R52-C56.bam	G1
SA906-A90600C-R52-C57.bam	S
SA906-A90600C-R52-C58.bam	S
SA906-A90600C-R52-C59.bam	S
SA906-A90600C-R52-C61.bam	S
SA906-A90600C-R53-C10.bam	G1
SA906-A90600C-R53-C12.bam	S
SA906-A90600C-R53-C16.bam	G1
SA906-A90600C-R53-C17.bam	G1
SA906-A90600C-R53-C18.bam	G1
SA906-A90600C-R53-C19.bam	G1
SA906-A90600C-R53-C20.bam	G1
SA906-A90600C-R53-C21.bam	G1
SA906-A90600C-R53-C22.bam	G1
SA906-A90600C-R53-C23.bam	G1
SA906-A90600C-R53-C24.bam	G1
SA906-A90600C-R53-C25.bam	S
SA906-A90600C-R53-C26.bam	S
SA906-A90600C-R53-C28.bam	G1
SA906-A90600C-R53-C29.bam	G1
SA906-A90600C-R53-C30.bam	G1
SA906-A90600C-R53-C31.bam	G1
SA906-A90600C-R53-C32.bam	S
SA906-A90600C-R53-C33.bam	G1
SA906-A90600C-R53-C34.bam	G1
SA906-A90600C-R53-C35.bam	G1
SA906-A90600C-R53-C36.bam	G1
SA906-A90600C-R53-C37.bam	S
SA906-A90600C-R53-C38.bam	G1
SA906-A90600C-R53-C39.bam	G1
SA906-A90600C-R53-C40.bam	S
SA906-A90600C-R53-C41.bam	S
SA906-A90600C-R53-C42.bam	G1
SA906-A90600C-R53-C43.bam	G1
SA906-A90600C-R53-C44.bam	G1
SA906-A90600C-R53-C45.bam	G1
SA906-A90600C-R53-C46.bam	G1
SA906-A90600C-R53-C47.bam	G1
SA906-A90600C-R53-C48.bam	G1
SA906-A90600C-R53-C49.bam	G1
SA906-A90600C-R53-C50.bam	G1
SA906-A90600C-R53-C51.bam	G1
SA906-A90600C-R53-C52.bam	G1
SA906-A90600C-R53-C54.bam	S
SA906-A90600C-R53-C55.bam	G1
SA906-A90600C-R53-C56.bam	G1
SA906-A90600C-R53-C57.bam	S
SA906-A90600C-R54-C15.bam	S
SA906-A90600C-R54-C16.bam	S
SA906-A90600C-R54-C17.bam	G1
SA906-A90600C-R54-C18.bam	G1
SA906-A90600C-R54-C19.bam	G1
SA906-A90600C-R54-C20.bam	G1
SA906-A90600C-R54-C21.bam	G1
SA906-A90600C-R54-C24.bam	G1
SA906-A90600C-R54-C25.bam	G1
SA906-A90600C-R54-C26.bam	G1
SA906-A90600C-R54-C27.bam	S
SA906-A90600C-R54-C28.bam	S
SA906-A90600C-R54-C29.bam	S
SA906-A90600C-R54-C30.bam	G1
SA906-A90600C-R54-C31.bam	G1
SA906-A90600C-R54-C32.bam	G1
SA906-A90600C-R54-C33.bam	S
SA906-A90600C-R54-C34.bam	G1
SA906-A90600C-R54-C35.bam	G1
SA906-A90600C-R54-C37.bam	G1
SA906-A90600C-R54-C38.bam	G1
SA906-A90600C-R54-C39.bam	G1
SA906-A90600C-R54-C40.bam	G1
SA906-A90600C-R54-C41.bam	G1
SA906-A90600C-R54-C42.bam	S
SA906-A90600C-R54-C43.bam	G1
SA906-A90600C-R54-C44.bam	G1
SA906-A90600C-R54-C45.bam	S
SA906-A90600C-R54-C46.bam	G1
SA906-A90600C-R54-C47.bam	S
SA906-A90600C-R54-C48.bam	G1
SA906-A90600C-R54-C49.bam	S
SA906-A90600C-R54-C50.bam	S
SA906-A90600C-R54-C51.bam	S
SA906-A90600C-R54-C52.bam	S
SA906-A90600C-R54-C54.bam	S
SA906-A90600C-R54-C55.bam	G1
SA906-A90600C-R54-C56.bam	S
SA906-A90600C-R55-C15.bam	G1
SA906-A90600C-R55-C16.bam	S
SA906-A90600C-R55-C17.bam	G1
SA906-A90600C-R55-C18.bam	G1
SA906-A90600C-R55-C19.bam	G1
SA906-A90600C-R55-C20.bam	G1
SA906-A90600C-R55-C21.bam	G1
SA906-A90600C-R55-C22.bam	G1
SA906-A90600C-R55-C23.bam	G1
SA906-A90600C-R55-C24.bam	S
SA906-A90600C-R55-C25.bam	G1
SA906-A90600C-R55-C26.bam	G1
SA906-A90600C-R55-C27.bam	G1
SA906-A90600C-R55-C28.bam	S
SA906-A90600C-R55-C29.bam	G1
SA906-A90600C-R55-C30.bam	G1
SA906-A90600C-R55-C31.bam	G1
SA906-A90600C-R55-C32.bam	G1
SA906-A90600C-R55-C34.bam	G1
SA906-A90600C-R55-C35.bam	G1
SA906-A90600C-R55-C37.bam	G1
SA906-A90600C-R55-C38.bam	S
SA906-A90600C-R55-C39.bam	G1
SA906-A90600C-R55-C40.bam	S
SA906-A90600C-R55-C41.bam	G1
SA906-A90600C-R55-C42.bam	G1
SA906-A90600C-R55-C43.bam	G1
SA906-A90600C-R55-C44.bam	G1
SA906-A90600C-R55-C46.bam	G1
SA906-A90600C-R55-C47.bam	S
SA906-A90600C-R55-C48.bam	S
SA906-A90600C-R55-C49.bam	G1
SA906-A90600C-R55-C50.bam	S
SA906-A90600C-R55-C51.bam	G1
SA906-A90600C-R55-C52.bam	S
SA906-A90600C-R55-C55.bam	S
SA906-A90600C-R56-C16.bam	G1
SA906-A90600C-R56-C17.bam	G1
SA906-A90600C-R56-C18.bam	G1
SA906-A90600C-R56-C19.bam	G1
SA906-A90600C-R56-C20.bam	G1
SA906-A90600C-R56-C21.bam	S
SA906-A90600C-R56-C22.bam	G1
SA906-A90600C-R56-C23.bam	G1
SA906-A90600C-R56-C24.bam	G1
SA906-A90600C-R56-C25.bam	G1
SA906-A90600C-R56-C26.bam	S
SA906-A90600C-R56-C27.bam	G1
SA906-A90600C-R56-C28.bam	G1
SA906-A90600C-R56-C29.bam	G1
SA906-A90600C-R56-C30.bam	S
SA906-A90600C-R56-C31.bam	G1
SA906-A90600C-R56-C32.bam	S
SA906-A90600C-R56-C33.bam	G1
SA906-A90600C-R56-C34.bam	G1
SA906-A90600C-R56-C35.bam	G1
SA906-A90600C-R56-C36.bam	G1
SA906-A90600C-R56-C37.bam	G1
SA906-A90600C-R56-C38.bam	G1
SA906-A90600C-R56-C39.bam	S
SA906-A90600C-R56-C41.bam	G1
SA906-A90600C-R56-C42.bam	G1
SA906-A90600C-R56-C43.bam	S
SA906-A90600C-R56-C44.bam	G1
SA906-A90600C-R56-C45.bam	G1
SA906-A90600C-R56-C46.bam	G1
SA906-A90600C-R56-C48.bam	G1
SA906-A90600C-R56-C49.bam	G1
SA906-A90600C-R56-C50.bam	S
SA906-A90600C-R56-C51.bam	S
SA906-A90600C-R56-C52.bam	S
SA906-A90600C-R56-C54.bam	G1
SA906-A90600C-R56-C55.bam	G1
SA906-A90600C-R56-C56.bam	S
SA906-A90600C-R56-C57.bam	G1
SA906-A90600C-R57-C16.bam	G1
SA906-A90600C-R57-C23.bam	G1
SA906-A90600C-R57-C25.bam	G1
SA906-A90600C-R57-C27.bam	S
SA906-A90600C-R57-C32.bam	G1
SA906-A90600C-R57-C34.bam	G1
SA906-A90600C-R57-C36.bam	S
SA906-A90600C-R57-C38.bam	G1
SA906-A90600C-R57-C40.bam	G1
SA906-A90600C-R57-C41.bam	G1
SA906-A90600C-R57-C43.bam	G1
SA906-A90600C-R57-C45.bam	G1
SA906-A90600C-R57-C46.bam	G1
SA906-A90600C-R57-C47.bam	G1
SA906-A90600C-R57-C48.bam	G1
SA906-A90600C-R57-C50.bam	G1
SA906-A90600C-R57-C51.bam	G1
SA906-A90600C-R57-C52.bam	S
SA906-A90600C-R57-C54.bam	G1
SA906-A90600C-R57-C55.bam	G1
SA906-A90600C-R57-C57.bam	G1
SA906-A90600C-R58-C24.bam	G1
SA906-A90600C-R58-C25.bam	G1
SA906-A90600C-R58-C26.bam	S
SA906-A90600C-R58-C27.bam	G1
SA906-A90600C-R58-C28.bam	S
SA906-A90600C-R58-C30.bam	G1
SA906-A90600C-R58-C31.bam	G1
SA906-A90600C-R58-C32.bam	G1
SA906-A90600C-R58-C34.bam	S
SA906-A90600C-R58-C35.bam	G1
SA906-A90600C-R58-C37.bam	G1
SA906-A90600C-R58-C38.bam	G1
SA906-A90600C-R58-C39.bam	G1
SA906-A90600C-R58-C40.bam	G1
SA906-A90600C-R58-C41.bam	G1
SA906-A90600C-R58-C42.bam	G1
SA906-A90600C-R58-C43.bam	G1
SA906-A90600C-R58-C44.bam	S
SA906-A90600C-R58-C46.bam	G1
SA906-A90600C-R58-C47.bam	S
SA906-A90600C-R58-C48.bam	G1
SA906-A90600C-R58-C49.bam	G1
SA906-A90600C-R58-C50.bam	G1
SA906-A90600C-R58-C51.bam	G1
SA906-A90600C-R58-C52.bam	G1
SA906-A90600C-R58-C55.bam	G1
SA906-A90600C-R58-C56.bam	S
SA906-A90600C-R58-C59.bam	G1
SA906-A90600C-R59-C24.bam	G1
SA906-A90600C-R59-C27.bam	G1
SA906-A90600C-R59-C28.bam	G1
SA906-A90600C-R59-C31.bam	G1
SA906-A90600C-R59-C35.bam	G1
SA906-A90600C-R59-C52.bam	S
SA906-A90600C-R59-C64.bam	S
SA906-A90600C-R60-C16.bam	G1
SA906-A90600C-R60-C17.bam	G1
SA906-A90600C-R60-C18.bam	G1
SA906-A90600C-R60-C19.bam	G1
SA906-A90600C-R60-C21.bam	S
SA906-A90600C-R60-C22.bam	S
SA906-A90600C-R60-C23.bam	G1
SA906-A90600C-R60-C24.bam	G1
SA906-A90600C-R60-C25.bam	S
SA906-A90600C-R60-C28.bam	G1
SA906-A90600C-R60-C30.bam	G1
SA906-A90600C-R60-C31.bam	G1
SA906-A90600C-R60-C32.bam	G1
SA906-A90600C-R60-C33.bam	S
SA906-A90600C-R60-C34.bam	G1
SA906-A90600C-R60-C35.bam	G1
SA906-A90600C-R60-C37.bam	S
SA906-A90600C-R60-C38.bam	G1
SA906-A90600C-R60-C39.bam	S
SA906-A90600C-R60-C40.bam	S
SA906-A90600C-R60-C41.bam	G1
SA906-A90600C-R60-C42.bam	S
SA906-A90600C-R60-C43.bam	S
SA906-A90600C-R60-C44.bam	S
SA906-A90600C-R60-C46.bam	S
SA906-A90600C-R60-C47.bam	G1
SA906-A90600C-R60-C48.bam	G1
SA906-A90600C-R60-C49.bam	S
SA906-A90600C-R60-C50.bam	G1
SA906-A90600C-R60-C51.bam	S
SA906-A90600C-R60-C52.bam	S
SA906-A90600C-R60-C54.bam	G1
SA906-A90600C-R60-C55.bam	S
SA906-A90600C-R60-C56.bam	G1
SA906-A90600C-R60-C57.bam	S
SA906-A90600C-R61-C17.bam	G1
SA906-A90600C-R61-C18.bam	G1
SA906-A90600C-R61-C19.bam	G1
SA906-A90600C-R61-C20.bam	G1
SA906-A90600C-R61-C21.bam	G1
SA906-A90600C-R61-C22.bam	G1
SA906-A90600C-R61-C23.bam	G1
SA906-A90600C-R61-C24.bam	G1
SA906-A90600C-R61-C25.bam	G1
SA906-A90600C-R61-C26.bam	G1
SA906-A90600C-R61-C27.bam	G1
SA906-A90600C-R61-C28.bam	G1
SA906-A90600C-R61-C29.bam	G1
SA906-A90600C-R61-C31.bam	S
SA906-A90600C-R61-C32.bam	G1
SA906-A90600C-R61-C33.bam	S
SA906-A90600C-R61-C34.bam	G1
SA906-A90600C-R61-C35.bam	S
SA906-A90600C-R61-C37.bam	G1
SA906-A90600C-R61-C38.bam	S
SA906-A90600C-R61-C39.bam	G1
SA906-A90600C-R61-C40.bam	G1
SA906-A90600C-R61-C41.bam	G1
SA906-A90600C-R61-C42.bam	G1
SA906-A90600C-R61-C43.bam	G1
SA906-A90600C-R61-C44.bam	G1
SA906-A90600C-R61-C46.bam	G1
SA906-A90600C-R61-C47.bam	S
SA906-A90600C-R61-C48.bam	G1
SA906-A90600C-R61-C49.bam	G1
SA906-A90600C-R61-C50.bam	G1
SA906-A90600C-R61-C51.bam	G1
SA906-A90600C-R61-C52.bam	G1
SA906-A90600C-R61-C54.bam	G1
SA906-A90600C-R61-C55.bam	G1
SA906-A90600C-R61-C56.bam	S
SA906-A90600C-R61-C57.bam	S
SA906-A90600C-R61-C58.bam	S
SA906-A90600C-R62-C15.bam	S
SA906-A90600C-R62-C18.bam	G1
SA906-A90600C-R62-C19.bam	S
SA906-A90600C-R62-C20.bam	G1
SA906-A90600C-R62-C23.bam	G1
SA906-A90600C-R62-C24.bam	S
SA906-A90600C-R62-C25.bam	G1
SA906-A90600C-R62-C26.bam	S
SA906-A90600C-R62-C27.bam	G1
SA906-A90600C-R62-C28.bam	G1
SA906-A90600C-R62-C29.bam	S
SA906-A90600C-R62-C30.bam	G1
SA906-A90600C-R62-C31.bam	G1
SA906-A90600C-R62-C33.bam	G1
SA906-A90600C-R62-C34.bam	S
SA906-A90600C-R62-C35.bam	G1
SA906-A90600C-R62-C36.bam	G1
SA906-A90600C-R62-C37.bam	G1
SA906-A90600C-R62-C39.bam	G1
SA906-A90600C-R62-C40.bam	S
SA906-A90600C-R62-C41.bam	G1
SA906-A90600C-R62-C42.bam	G1
SA906-A90600C-R62-C43.bam	S
SA906-A90600C-R62-C44.bam	G1
SA906-A90600C-R62-C46.bam	G1
SA906-A90600C-R62-C47.bam	G1
SA906-A90600C-R62-C49.bam	S
SA906-A90600C-R62-C50.bam	G1
SA906-A90600C-R62-C51.bam	G1
SA906-A90600C-R62-C52.bam	G1
SA906-A90600C-R62-C57.bam	S
SA906-A90600C-R63-C15.bam	G1
SA906-A90600C-R63-C16.bam	G1
SA906-A90600C-R63-C17.bam	G1
SA906-A90600C-R63-C18.bam	G1
SA906-A90600C-R63-C19.bam	S
SA906-A90600C-R63-C20.bam	G1
SA906-A90600C-R63-C21.bam	S
SA906-A90600C-R63-C22.bam	G1
SA906-A90600C-R63-C23.bam	S
SA906-A90600C-R63-C24.bam	G1
SA906-A90600C-R63-C25.bam	G1
SA906-A90600C-R63-C26.bam	G1
SA906-A90600C-R63-C27.bam	S
SA906-A90600C-R63-C28.bam	S
SA906-A90600C-R63-C29.bam	S
SA906-A90600C-R63-C30.bam	G1
SA906-A90600C-R63-C31.bam	G1
SA906-A90600C-R63-C32.bam	G1
SA906-A90600C-R63-C33.bam	S
SA906-A90600C-R63-C34.bam	G1
SA906-A90600C-R63-C35.bam	G1
SA906-A90600C-R63-C36.bam	G1
SA906-A90600C-R63-C38.bam	G1
SA906-A90600C-R63-C39.bam	G1
SA906-A90600C-R63-C40.bam	G1
SA906-A90600C-R63-C41.bam	G1
SA906-A90600C-R63-C42.bam	S
SA906-A90600C-R63-C43.bam	G1
SA906-A90600C-R63-C44.bam	G1
SA906-A90600C-R63-C45.bam	S
SA906-A90600C-R63-C46.bam	G1
SA906-A90600C-R63-C47.bam	G1
SA906-A90600C-R63-C48.bam	G1
SA906-A90600C-R63-C49.bam	G1
SA906-A90600C-R63-C50.bam	G1
SA906-A90600C-R63-C51.bam	G1
SA906-A90600C-R63-C52.bam	G1
SA906-A90600C-R63-C54.bam	G1
SA906-A90600C-R63-C56.bam	G1
SA906-A90600C-R63-C57.bam	S
SA906-A90600C-R63-C58.bam	S
SA906-A90600C-R63-C61.bam	S
SA906-A90600C-R64-C16.bam	G1
SA906-A90600C-R64-C17.bam	G1
SA906-A90600C-R64-C19.bam	S
SA906-A90600C-R64-C20.bam	G1
SA906-A90600C-R64-C21.bam	G1
SA906-A90600C-R64-C22.bam	S
SA906-A90600C-R64-C23.bam	G1
SA906-A90600C-R64-C24.bam	G1
SA906-A90600C-R64-C25.bam	G1
SA906-A90600C-R64-C26.bam	G1
SA906-A90600C-R64-C27.bam	G1
SA906-A90600C-R64-C29.bam	G1
SA906-A90600C-R64-C30.bam	G1
SA906-A90600C-R64-C31.bam	G1
SA906-A90600C-R64-C32.bam	G1
SA906-A90600C-R64-C34.bam	G1
SA906-A90600C-R64-C35.bam	G1
SA906-A90600C-R64-C37.bam	G1
SA906-A90600C-R64-C38.bam	G1
SA906-A90600C-R64-C39.bam	G1
SA906-A90600C-R64-C40.bam	S
SA906-A90600C-R64-C41.bam	S
SA906-A90600C-R64-C42.bam	G1
SA906-A90600C-R64-C43.bam	G1
SA906-A90600C-R64-C45.bam	S
SA906-A90600C-R64-C46.bam	S
SA906-A90600C-R64-C47.bam	G1
SA906-A90600C-R64-C48.bam	S
SA906-A90600C-R64-C49.bam	G1
SA906-A90600C-R64-C50.bam	S
SA906-A90600C-R64-C52.bam	G1
SA906-A90600C-R64-C54.bam	G1
SA906-A90600C-R64-C55.bam	G1
SA906-A90600C-R64-C56.bam	G1
SA906-A90600C-R64-C59.bam	S
SA906-A90600C-R65-C16.bam	S
SA906-A90600C-R65-C18.bam	G1
SA906-A90600C-R65-C19.bam	G1
SA906-A90600C-R65-C22.bam	G1
SA906-A90600C-R65-C23.bam	S
SA906-A90600C-R65-C24.bam	G1
SA906-A90600C-R65-C25.bam	G1
SA906-A90600C-R65-C26.bam	G1
SA906-A90600C-R65-C27.bam	G1
SA906-A90600C-R65-C28.bam	G1
SA906-A90600C-R65-C29.bam	G1
SA906-A90600C-R65-C30.bam	G1
SA906-A90600C-R65-C31.bam	S
SA906-A90600C-R65-C32.bam	S
SA906-A90600C-R65-C34.bam	G1
SA906-A90600C-R65-C35.bam	S
SA906-A90600C-R65-C37.bam	G1
SA906-A90600C-R65-C38.bam	G1
SA906-A90600C-R65-C39.bam	S
SA906-A90600C-R65-C40.bam	G1
SA906-A90600C-R65-C41.bam	G1
SA906-A90600C-R65-C42.bam	G1
SA906-A90600C-R65-C43.bam	S
SA906-A90600C-R65-C44.bam	G1
SA906-A90600C-R65-C46.bam	G1
SA906-A90600C-R65-C47.bam	S
SA906-A90600C-R65-C48.bam	G1
SA906-A90600C-R65-C49.bam	S
SA906-A90600C-R65-C50.bam	S
SA906-A90600C-R65-C51.bam	G1
SA906-A90600C-R65-C52.bam	G1
SA906-A90600C-R65-C54.bam	G1
SA906-A90600C-R65-C55.bam	S
SA906-A90600C-R65-C56.bam	G1
SA906-A90600C-R65-C57.bam	G1
SA906-A90600C-R65-C58.bam	S
SA906-A90600C-R65-C59.bam	G1
SA906-A90600C-R66-C15.bam	G1
SA906-A90600C-R66-C17.bam	S
SA906-A90600C-R66-C24.bam	G1
SA906-A90600C-R66-C25.bam	G1
SA906-A90600C-R66-C26.bam	S
SA906-A90600C-R66-C27.bam	S
SA906-A90600C-R66-C28.bam	G1
SA906-A90600C-R66-C29.bam	S
SA906-A90600C-R66-C30.bam	G1
SA906-A90600C-R66-C31.bam	G1
SA906-A90600C-R66-C32.bam	G1
SA906-A90600C-R66-C35.bam	G1
SA906-A90600C-R66-C39.bam	G1
SA906-A90600C-R66-C41.bam	G1
SA906-A90600C-R66-C43.bam	G1
SA906-A90600C-R66-C44.bam	G1
SA906-A90600C-R66-C51.bam	G1
SA906-A90600C-R66-C59.bam	G1
SA906-A90600C-R67-C16.bam	G1
SA906-A90600C-R67-C19.bam	G1
SA906-A90600C-R67-C21.bam	G1
SA906-A90600C-R67-C22.bam	S
SA906-A90600C-R67-C23.bam	G1
SA906-A90600C-R67-C24.bam	S
SA906-A90600C-R67-C25.bam	G1
SA906-A90600C-R67-C26.bam	G1
SA906-A90600C-R67-C28.bam	S
SA906-A90600C-R67-C29.bam	G1
SA906-A90600C-R67-C30.bam	G1
SA906-A90600C-R67-C31.bam	G1
SA906-A90600C-R67-C32.bam	G1
SA906-A90600C-R67-C35.bam	G1
SA906-A90600C-R67-C37.bam	G1
SA906-A90600C-R67-C38.bam	S
SA906-A90600C-R67-C41.bam	S
SA906-A90600C-R67-C42.bam	S
SA906-A90600C-R67-C43.bam	G1
SA906-A90600C-R67-C44.bam	S
SA906-A90600C-R67-C46.bam	S
SA906-A90600C-R67-C47.bam	G1
SA906-A90600C-R67-C48.bam	G1
SA906-A90600C-R67-C49.bam	S
SA906-A90600C-R67-C50.bam	G1
SA906-A90600C-R67-C52.bam	S
SA906-A90600C-R67-C55.bam	S
SA906-A90600C-R67-C56.bam	G1
SA906-A90600C-R67-C57.bam	S
SA906-A90600C-R67-C59.bam	G1
SA906-A90600C-R68-C16.bam	S
SA906-A90600C-R68-C17.bam	S
SA906-A90600C-R68-C20.bam	G1
SA906-A90600C-R68-C21.bam	G1
SA906-A90600C-R68-C22.bam	G1
SA906-A90600C-R68-C23.bam	S
SA906-A90600C-R68-C25.bam	G1
SA906-A90600C-R68-C27.bam	G1
SA906-A90600C-R68-C28.bam	G1
SA906-A90600C-R68-C30.bam	G1
SA906-A90600C-R68-C31.bam	G1
SA906-A90600C-R68-C32.bam	S
SA906-A90600C-R68-C33.bam	G1
SA906-A90600C-R68-C34.bam	S
SA906-A90600C-R68-C35.bam	S
SA906-A90600C-R68-C37.bam	G1
SA906-A90600C-R68-C38.bam	G1
SA906-A90600C-R68-C39.bam	S
SA906-A90600C-R68-C40.bam	G1
SA906-A90600C-R68-C41.bam	S
SA906-A90600C-R68-C42.bam	S
SA906-A90600C-R68-C43.bam	S
SA906-A90600C-R68-C44.bam	S
SA906-A90600C-R68-C46.bam	G1
SA906-A90600C-R68-C47.bam	G1
SA906-A90600C-R68-C48.bam	G1
SA906-A90600C-R68-C49.bam	G1
SA906-A90600C-R68-C50.bam	S
SA906-A90600C-R68-C51.bam	S
SA906-A90600C-R68-C52.bam	G1
SA906-A90600C-R68-C54.bam	G1
SA906-A90600C-R68-C55.bam	G1
SA906-A90600C-R68-C56.bam	G1
SA906-A90600C-R68-C58.bam	G1
SA906-A90600C-R69-C16.bam	G1
SA906-A90600C-R69-C19.bam	S
SA906-A90600C-R69-C20.bam	G1
SA906-A90600C-R69-C21.bam	G1
SA906-A90600C-R69-C23.bam	G1
SA906-A90600C-R69-C24.bam	G1
SA906-A90600C-R69-C25.bam	S
SA906-A90600C-R69-C26.bam	G1
SA906-A90600C-R69-C27.bam	G1
SA906-A90600C-R69-C28.bam	G1
SA906-A90600C-R69-C29.bam	S
SA906-A90600C-R69-C30.bam	S
SA906-A90600C-R69-C31.bam	S
SA906-A90600C-R69-C32.bam	G1
SA906-A90600C-R69-C33.bam	S
SA906-A90600C-R69-C34.bam	G1
SA906-A90600C-R69-C35.bam	G1
SA906-A90600C-R69-C36.bam	G1
SA906-A90600C-R69-C37.bam	S
SA906-A90600C-R69-C38.bam	G1
SA906-A90600C-R69-C39.bam	G1
SA906-A90600C-R69-C40.bam	G1
SA906-A90600C-R69-C41.bam	S
SA906-A90600C-R69-C42.bam	S
SA906-A90600C-R69-C43.bam	S
SA906-A90600C-R69-C44.bam	G1
SA906-A90600C-R69-C45.bam	G1
SA906-A90600C-R69-C46.bam	G1
SA906-A90600C-R69-C47.bam	G1
SA906-A90600C-R69-C48.bam	G1
SA906-A90600C-R69-C49.bam	G1
SA906-A90600C-R69-C50.bam	G1
SA906-A90600C-R69-C51.bam	G1
SA906-A90600C-R69-C52.bam	G1
SA906-A90600C-R69-C54.bam	G1
SA906-A90600C-R69-C55.bam	G1
SA906-A90600C-R69-C56.bam	S
SA906-A90600C-R69-C58.bam	S
SA906-A90600C-R69-C59.bam	S
SA906-A90600C-R70-C15.bam	G1
SA906-A90600C-R70-C16.bam	G1
SA906-A90600C-R70-C17.bam	S
SA906-A90600C-R70-C18.bam	S
SA906-A90600C-R70-C19.bam	G1
SA906-A90600C-R70-C20.bam	G1
SA906-A90600C-R70-C21.bam	G1
SA906-A90600C-R70-C22.bam	S
SA906-A90600C-R70-C23.bam	G1
SA906-A90600C-R70-C24.bam	G1
SA906-A90600C-R70-C25.bam	G1
SA906-A90600C-R70-C26.bam	S
SA906-A90600C-R70-C27.bam	S
SA906-A90600C-R70-C28.bam	G1
SA906-A90600C-R70-C29.bam	G1
SA906-A90600C-R70-C30.bam	S
SA906-A90600C-R70-C32.bam	G1
SA906-A90600C-R70-C34.bam	S
SA906-A90600C-R70-C35.bam	S
SA906-A90600C-R70-C40.bam	G1
SA906-A90600C-R70-C41.bam	G1
SA906-A90600C-R70-C42.bam	G1
SA906-A90600C-R70-C43.bam	G1
SA906-A90600C-R70-C44.bam	S
SA906-A90600C-R70-C46.bam	G1
SA906-A90600C-R70-C47.bam	G1
SA906-A90600C-R70-C48.bam	S
SA906-A90600C-R70-C49.bam	G1
SA906-A90600C-R70-C50.bam	G1
SA906-A90600C-R70-C51.bam	S
SA906-A90600C-R70-C52.bam	G1
SA906-A90600C-R70-C54.bam	G1
SA906-A90600C-R70-C55.bam	G1
SA906-A90600C-R70-C58.bam	G1
SA906-A90600C-R70-C59.bam	G1
SA906-A90600C-R70-C60.bam	G1
SA906-A95660A-R03-C58.bam	G1
SA906-A95660A-R04-C14.bam	S
SA906-A95660A-R04-C15.bam	G1
SA906-A95660A-R04-C16.bam	G1
SA906-A95660A-R04-C29.bam	G1
SA906-A95660A-R04-C30.bam	S
SA906-A95660A-R04-C31.bam	G1
SA906-A95660A-R04-C32.bam	G1
SA906-A95660A-R04-C43.bam	G1
SA906-A95660A-R04-C54.bam	G1
SA906-A95660A-R04-C57.bam	S
SA906-A95660A-R04-C58.bam	G1
SA906-A95660A-R04-C59.bam	G1
SA906-A95660A-R04-C63.bam	G1
SA906-A95660A-R05-C15.bam	G1
SA906-A95660A-R05-C24.bam	G1
SA906-A95660A-R05-C25.bam	S
SA906-A95660A-R05-C26.bam	G1
SA906-A95660A-R05-C28.bam	G1
SA906-A95660A-R05-C29.bam	G1
SA906-A95660A-R05-C30.bam	G1
SA906-A95660A-R05-C32.bam	G1
SA906-A95660A-R05-C37.bam	G1
SA906-A95660A-R05-C39.bam	G1
SA906-A95660A-R05-C41.bam	G1
SA906-A95660A-R05-C43.bam	G1
SA906-A95660A-R05-C46.bam	S
SA906-A95660A-R05-C51.bam	G1
SA906-A95660A-R05-C54.bam	G1
SA906-A95660A-R05-C55.bam	G1
SA906-A95660A-R05-C57.bam	G1
SA906-A95660A-R05-C58.bam	G1
SA906-A95660A-R05-C59.bam	S
SA906-A95660A-R05-C60.bam	G1
SA906-A95660A-R05-C62.bam	G1
SA906-A95660A-R05-C63.bam	G1
SA906-A95660A-R05-C64.bam	G1
SA906-A95660A-R06-C19.bam	S
SA906-A95660A-R06-C22.bam	S
SA906-A95660A-R06-C27.bam	G1
SA906-A95660A-R06-C28.bam	G1
SA906-A95660A-R06-C29.bam	G1
SA906-A95660A-R06-C30.bam	S
SA906-A95660A-R06-C31.bam	S
SA906-A95660A-R06-C35.bam	G1
SA906-A95660A-R06-C40.bam	S
