Cell	Phase
SA906-A73056B-R51-C17.bam	S
SA906-A73056B-R51-C18.bam	G1
SA906-A73056B-R51-C19.bam	G1
SA906-A73056B-R51-C20.bam	S
SA906-A73056B-R51-C22.bam	G1
SA906-A73056B-R51-C23.bam	G1
SA906-A73056B-R51-C24.bam	G1
SA906-A73056B-R51-C25.bam	S
SA906-A73056B-R51-C26.bam	G1
SA906-A73056B-R51-C27.bam	G1
SA906-A73056B-R51-C28.bam	S
SA906-A73056B-R51-C29.bam	S
SA906-A73056B-R51-C30.bam	G1
SA906-A73056B-R51-C31.bam	S
SA906-A73056B-R51-C34.bam	S
SA906-A73056B-R51-C35.bam	S
SA906-A73056B-R51-C36.bam	S
SA906-A73056B-R52-C07.bam	S
SA906-A73056B-R52-C08.bam	G1
SA906-A73056B-R52-C09.bam	G1
SA906-A73056B-R52-C10.bam	G1
SA906-A73056B-R52-C13.bam	S
SA906-A73056B-R52-C14.bam	S
SA906-A73056B-R52-C15.bam	G1
SA906-A73056B-R52-C16.bam	G1
SA906-A73056B-R52-C17.bam	G1
SA906-A73056B-R52-C18.bam	G1
SA906-A73056B-R52-C19.bam	S
SA906-A73056B-R52-C20.bam	S
SA906-A73056B-R52-C21.bam	S
SA906-A73056B-R52-C22.bam	G1
SA906-A73056B-R52-C23.bam	S
SA906-A73056B-R52-C24.bam	G1
SA906-A73056B-R52-C25.bam	G1
SA906-A73056B-R52-C26.bam	G1
SA906-A73056B-R52-C27.bam	G1
SA906-A73056B-R52-C28.bam	G1
SA906-A73056B-R52-C29.bam	G1
SA906-A73056B-R52-C30.bam	G1
SA906-A73056B-R52-C31.bam	S
SA906-A73056B-R52-C35.bam	S
SA906-A73056B-R52-C36.bam	G1
SA906-A73056B-R53-C07.bam	S
SA906-A73056B-R53-C09.bam	G1
SA906-A73056B-R53-C10.bam	G1
SA906-A73056B-R53-C11.bam	S
SA906-A73056B-R53-C13.bam	G1
SA906-A73056B-R53-C14.bam	G1
SA906-A73056B-R53-C15.bam	G1
SA906-A73056B-R53-C17.bam	G1
SA906-A73056B-R53-C18.bam	S
SA906-A73056B-R53-C19.bam	G1
SA906-A73056B-R53-C20.bam	S
SA906-A73056B-R53-C21.bam	G1
SA906-A73056B-R53-C22.bam	G1
SA906-A73056B-R53-C23.bam	G1
SA906-A73056B-R53-C25.bam	S
SA906-A73056B-R53-C26.bam	S
SA906-A73056B-R53-C27.bam	S
SA906-A73056B-R53-C28.bam	G1
SA906-A73056B-R53-C29.bam	G1
SA906-A73056B-R53-C30.bam	G1
SA906-A73056B-R53-C31.bam	G1
SA906-A73056B-R53-C34.bam	G1
SA906-A73056B-R53-C35.bam	S
SA906-A73056B-R53-C36.bam	G1
SA906-A73056B-R54-C07.bam	G1
SA906-A73056B-R54-C09.bam	G1
SA906-A73056B-R54-C11.bam	S
SA906-A73056B-R54-C12.bam	S
SA906-A73056B-R54-C13.bam	G1
SA906-A73056B-R54-C15.bam	S
SA906-A73056B-R54-C16.bam	S
SA906-A73056B-R54-C17.bam	G1
SA906-A73056B-R54-C18.bam	G1
SA906-A73056B-R54-C19.bam	S
SA906-A73056B-R54-C20.bam	G1
SA906-A73056B-R54-C21.bam	G1
SA906-A73056B-R54-C22.bam	S
SA906-A73056B-R54-C25.bam	S
SA906-A73056B-R54-C26.bam	S
SA906-A73056B-R54-C28.bam	S
SA906-A73056B-R54-C29.bam	S
SA906-A73056B-R55-C37.bam	G1
SA906-A73056B-R55-C38.bam	G1
SA906-A73056B-R55-C39.bam	G1
SA906-A73056B-R55-C41.bam	G1
SA906-A73056B-R55-C42.bam	G1
SA906-A73056B-R55-C43.bam	G1
SA906-A73056B-R55-C44.bam	G1
SA906-A73056B-R55-C46.bam	G1
SA906-A73056B-R55-C48.bam	G1
SA906-A73056B-R55-C49.bam	S
SA906-A73056B-R55-C52.bam	S
SA906-A73056B-R55-C54.bam	G1
SA906-A73056B-R55-C57.bam	S
SA906-A73056B-R55-C58.bam	G1
SA906-A73056B-R55-C59.bam	G1
SA906-A73056B-R55-C61.bam	G1
SA906-A73056B-R55-C62.bam	S
SA906-A73056B-R55-C63.bam	G1
SA906-A73056B-R55-C65.bam	G1
SA906-A73056B-R55-C66.bam	G1
SA906-A73056B-R55-C67.bam	G1
SA906-A73056B-R55-C68.bam	G1
SA906-A73056B-R55-C70.bam	G1
SA906-A73056B-R56-C39.bam	G1
SA906-A73056B-R56-C40.bam	G1
SA906-A73056B-R56-C41.bam	G1
SA906-A73056B-R56-C42.bam	G1
SA906-A73056B-R56-C43.bam	G1
SA906-A73056B-R56-C44.bam	G1
SA906-A73056B-R56-C47.bam	G1
SA906-A73056B-R56-C48.bam	G1
SA906-A73056B-R56-C49.bam	S
SA906-A73056B-R56-C50.bam	G1
SA906-A73056B-R56-C51.bam	S
SA906-A73056B-R56-C52.bam	S
SA906-A73056B-R56-C53.bam	G1
SA906-A73056B-R56-C55.bam	G1
SA906-A73056B-R56-C57.bam	G1
SA906-A73056B-R56-C58.bam	G1
SA906-A73056B-R56-C59.bam	G1
SA906-A73056B-R56-C61.bam	G1
SA906-A73056B-R56-C62.bam	G1
SA906-A73056B-R56-C63.bam	G1
SA906-A73056B-R56-C64.bam	G1
SA906-A73056B-R56-C65.bam	G1
SA906-A73056B-R56-C66.bam	S
SA906-A73056B-R56-C67.bam	S
SA906-A73056B-R56-C68.bam	G1
SA906-A73056B-R56-C70.bam	G1
SA906-A73056B-R57-C34.bam	S
SA906-A73056B-R57-C35.bam	S
SA906-A73056B-R57-C41.bam	S
SA906-A73056B-R57-C42.bam	G1
SA906-A73056B-R57-C43.bam	G1
SA906-A73056B-R57-C44.bam	G1
SA906-A73056B-R57-C45.bam	S
SA906-A73056B-R57-C46.bam	G1
SA906-A73056B-R57-C47.bam	G1
SA906-A73056B-R57-C49.bam	G1
SA906-A73056B-R57-C50.bam	S
SA906-A73056B-R57-C51.bam	S
SA906-A73056B-R57-C52.bam	G1
SA906-A73056B-R57-C54.bam	S
SA906-A73056B-R57-C55.bam	G1
SA906-A73056B-R57-C57.bam	G1
SA906-A73056B-R57-C58.bam	G1
SA906-A73056B-R57-C59.bam	G1
SA906-A73056B-R57-C61.bam	S
SA906-A73056B-R57-C62.bam	G1
SA906-A73056B-R57-C63.bam	G1
SA906-A73056B-R57-C64.bam	G1
SA906-A73056B-R57-C65.bam	S
SA906-A73056B-R57-C66.bam	G1
SA906-A73056B-R57-C67.bam	G1
SA906-A73056B-R57-C68.bam	S
SA906-A73056B-R57-C70.bam	G1
SA906-A73056B-R58-C07.bam	G1
SA906-A73056B-R58-C08.bam	G1
SA906-A73056B-R58-C09.bam	G1
SA906-A73056B-R58-C10.bam	S
SA906-A73056B-R58-C11.bam	S
SA906-A73056B-R58-C13.bam	G1
SA906-A73056B-R58-C14.bam	G1
SA906-A73056B-R58-C16.bam	G1
SA906-A73056B-R58-C18.bam	G1
SA906-A73056B-R58-C19.bam	G1
SA906-A73056B-R58-C20.bam	S
SA906-A73056B-R58-C23.bam	G1
SA906-A73056B-R58-C24.bam	G1
SA906-A73056B-R58-C26.bam	G1
SA906-A73056B-R58-C28.bam	S
SA906-A73056B-R58-C31.bam	G1
SA906-A73056B-R58-C35.bam	G1
SA906-A73056B-R58-C37.bam	G1
SA906-A73056B-R58-C38.bam	G1
SA906-A73056B-R58-C39.bam	S
SA906-A73056B-R58-C41.bam	G1
SA906-A73056B-R58-C43.bam	S
SA906-A73056B-R58-C44.bam	G1
SA906-A73056B-R58-C46.bam	G1
SA906-A73056B-R58-C47.bam	G1
SA906-A73056B-R58-C48.bam	G1
SA906-A73056B-R58-C49.bam	S
SA906-A73056B-R58-C50.bam	G1
SA906-A73056B-R58-C51.bam	G1
SA906-A73056B-R58-C52.bam	G1
SA906-A73056B-R58-C54.bam	G1
SA906-A73056B-R58-C55.bam	G1
SA906-A73056B-R58-C56.bam	S
SA906-A73056B-R58-C57.bam	G1
SA906-A73056B-R58-C58.bam	G1
SA906-A73056B-R58-C61.bam	S
SA906-A73056B-R58-C62.bam	S
SA906-A73056B-R58-C63.bam	S
SA906-A73056B-R58-C64.bam	G1
SA906-A73056B-R58-C65.bam	G1
SA906-A73056B-R58-C66.bam	G1
SA906-A73056B-R58-C68.bam	G1
SA906-A73056B-R59-C07.bam	S
SA906-A73056B-R59-C08.bam	G1
SA906-A73056B-R59-C09.bam	S
SA906-A73056B-R59-C10.bam	G1
SA906-A73056B-R59-C11.bam	G1
SA906-A73056B-R59-C12.bam	G1
SA906-A73056B-R59-C13.bam	G1
SA906-A73056B-R59-C14.bam	G1
SA906-A73056B-R59-C15.bam	G1
SA906-A73056B-R59-C16.bam	G1
SA906-A73056B-R59-C17.bam	G1
SA906-A73056B-R59-C18.bam	G1
SA906-A73056B-R59-C19.bam	G1
SA906-A73056B-R59-C20.bam	G1
SA906-A73056B-R59-C21.bam	S
SA906-A73056B-R59-C22.bam	G1
SA906-A73056B-R59-C23.bam	G1
SA906-A73056B-R59-C24.bam	G1
SA906-A73056B-R59-C26.bam	S
SA906-A73056B-R59-C30.bam	S
SA906-A73056B-R59-C31.bam	G1
SA906-A73056B-R59-C35.bam	G1
SA906-A73056B-R59-C38.bam	S
SA906-A73056B-R59-C41.bam	S
SA906-A73056B-R59-C42.bam	G1
SA906-A73056B-R59-C44.bam	G1
SA906-A73056B-R59-C45.bam	S
SA906-A73056B-R59-C48.bam	G1
SA906-A73056B-R59-C50.bam	G1
SA906-A73056B-R59-C51.bam	S
SA906-A73056B-R59-C52.bam	G1
SA906-A73056B-R59-C53.bam	G1
SA906-A73056B-R59-C54.bam	G1
SA906-A73056B-R59-C55.bam	G1
SA906-A73056B-R59-C57.bam	S
SA906-A73056B-R59-C58.bam	G1
SA906-A73056B-R59-C61.bam	G1
SA906-A73056B-R59-C62.bam	G1
SA906-A73056B-R59-C63.bam	G1
SA906-A73056B-R59-C64.bam	G1
SA906-A73056B-R59-C65.bam	S
SA906-A73056B-R59-C66.bam	G1
SA906-A73056B-R59-C67.bam	G1
SA906-A73056B-R59-C68.bam	S
SA906-A73056B-R59-C70.bam	S
SA906-A73056B-R60-C07.bam	G1
SA906-A73056B-R60-C08.bam	G1
SA906-A73056B-R60-C09.bam	S
SA906-A73056B-R60-C10.bam	S
SA906-A73056B-R60-C13.bam	S
SA906-A73056B-R60-C14.bam	S
SA906-A73056B-R60-C16.bam	S
SA906-A73056B-R60-C17.bam	S
SA906-A73056B-R60-C18.bam	G1
SA906-A73056B-R60-C19.bam	S
SA906-A73056B-R60-C20.bam	G1
SA906-A73056B-R60-C21.bam	S
SA906-A73056B-R60-C22.bam	G1
SA906-A73056B-R60-C23.bam	G1
SA906-A73056B-R60-C25.bam	G1
SA906-A73056B-R60-C28.bam	G1
SA906-A73056B-R60-C30.bam	G1
SA906-A73056B-R60-C31.bam	G1
SA906-A73056B-R60-C33.bam	S
SA906-A73056B-R60-C34.bam	G1
SA906-A73056B-R60-C35.bam	G1
SA906-A73056B-R60-C37.bam	G1
SA906-A73056B-R60-C39.bam	S
SA906-A73056B-R60-C43.bam	G1
SA906-A90554C-R39-C04.bam	G1
SA906-A90554C-R39-C07.bam	G1
SA906-A90554C-R39-C08.bam	S
SA906-A90554C-R39-C09.bam	G1
SA906-A90554C-R39-C10.bam	S
SA906-A90554C-R39-C11.bam	G1
SA906-A90554C-R39-C13.bam	G1
SA906-A90554C-R39-C14.bam	G1
SA906-A90554C-R39-C15.bam	G1
SA906-A90554C-R39-C16.bam	S
SA906-A90554C-R39-C17.bam	G1
SA906-A90554C-R39-C18.bam	G1
SA906-A90554C-R39-C19.bam	G1
SA906-A90554C-R39-C21.bam	G1
SA906-A90554C-R39-C22.bam	G1
SA906-A90554C-R39-C23.bam	S
SA906-A90554C-R39-C24.bam	G1
SA906-A90554C-R39-C25.bam	S
SA906-A90554C-R39-C26.bam	G1
SA906-A90554C-R39-C27.bam	G1
SA906-A90554C-R39-C28.bam	G1
SA906-A90554C-R39-C29.bam	S
SA906-A90554C-R39-C30.bam	S
SA906-A90554C-R39-C31.bam	G1
SA906-A90554C-R39-C32.bam	S
SA906-A90554C-R39-C34.bam	S
SA906-A90554C-R39-C35.bam	S
SA906-A90554C-R39-C36.bam	G1
SA906-A90554C-R39-C37.bam	G1
SA906-A90554C-R39-C38.bam	G1
SA906-A90554C-R39-C39.bam	S
SA906-A90554C-R39-C40.bam	S
SA906-A90554C-R39-C41.bam	G1
SA906-A90554C-R39-C42.bam	G1
SA906-A90554C-R39-C43.bam	G1
SA906-A90554C-R39-C44.bam	S
SA906-A90554C-R39-C46.bam	G1
SA906-A90554C-R39-C47.bam	S
SA906-A90554C-R39-C48.bam	G1
SA906-A90554C-R39-C49.bam	G1
SA906-A90554C-R39-C50.bam	G1
SA906-A90554C-R39-C51.bam	G1
SA906-A90554C-R39-C52.bam	G1
SA906-A90554C-R39-C54.bam	G1
SA906-A90554C-R39-C55.bam	G1
SA906-A90554C-R39-C56.bam	G1
SA906-A90554C-R39-C57.bam	S
SA906-A90554C-R39-C58.bam	G1
SA906-A90554C-R39-C59.bam	S
SA906-A90554C-R39-C60.bam	G1
SA906-A90554C-R39-C61.bam	G1
SA906-A90554C-R39-C63.bam	G1
SA906-A90554C-R39-C64.bam	G1
SA906-A90554C-R39-C66.bam	S
SA906-A90554C-R39-C68.bam	S
SA906-A90554C-R40-C07.bam	G1
SA906-A90554C-R40-C08.bam	G1
SA906-A90554C-R40-C09.bam	S
SA906-A90554C-R40-C10.bam	S
SA906-A90554C-R40-C11.bam	G1
SA906-A90554C-R40-C12.bam	G1
SA906-A90554C-R40-C13.bam	G1
SA906-A90554C-R40-C14.bam	G1
SA906-A90554C-R40-C15.bam	G1
SA906-A90554C-R40-C16.bam	G1
SA906-A90554C-R40-C17.bam	G1
SA906-A90554C-R40-C18.bam	S
SA906-A90554C-R40-C19.bam	S
SA906-A90554C-R40-C20.bam	G1
SA906-A90554C-R40-C21.bam	G1
SA906-A90554C-R40-C22.bam	S
SA906-A90554C-R40-C24.bam	G1
SA906-A90554C-R40-C25.bam	G1
SA906-A90554C-R40-C26.bam	G1
SA906-A90554C-R40-C27.bam	S
SA906-A90554C-R40-C28.bam	S
SA906-A90554C-R40-C29.bam	G1
SA906-A90554C-R40-C30.bam	G1
SA906-A90554C-R40-C31.bam	G1
SA906-A90554C-R40-C32.bam	G1
SA906-A90554C-R40-C33.bam	G1
SA906-A90554C-R40-C34.bam	G1
SA906-A90554C-R40-C36.bam	G1
SA906-A90554C-R40-C37.bam	G1
SA906-A90554C-R40-C38.bam	G1
SA906-A90554C-R40-C39.bam	G1
SA906-A90554C-R40-C40.bam	S
SA906-A90554C-R40-C41.bam	S
SA906-A90554C-R40-C42.bam	G1
SA906-A90554C-R40-C43.bam	G1
SA906-A90554C-R40-C44.bam	S
SA906-A90554C-R40-C46.bam	G1
SA906-A90554C-R40-C47.bam	G1
SA906-A90554C-R40-C48.bam	S
SA906-A90554C-R40-C49.bam	G1
SA906-A90554C-R40-C50.bam	G1
SA906-A90554C-R40-C51.bam	G1
SA906-A90554C-R40-C52.bam	S
SA906-A90554C-R40-C54.bam	S
SA906-A90554C-R40-C55.bam	S
SA906-A90554C-R40-C56.bam	S
SA906-A90554C-R40-C57.bam	G1
SA906-A90554C-R40-C58.bam	G1
SA906-A90554C-R40-C59.bam	G1
SA906-A90554C-R40-C60.bam	S
SA906-A90554C-R40-C61.bam	S
SA906-A90554C-R40-C63.bam	S
SA906-A90554C-R40-C64.bam	G1
SA906-A90554C-R40-C66.bam	G1
SA906-A90554C-R40-C67.bam	G1
SA906-A90554C-R40-C69.bam	G1
SA906-A90554C-R40-C70.bam	G1
SA906-A90554C-R41-C04.bam	G1
SA906-A90554C-R41-C07.bam	G1
SA906-A90554C-R41-C08.bam	S
SA906-A90554C-R41-C09.bam	S
SA906-A90554C-R41-C10.bam	G1
SA906-A90554C-R41-C11.bam	G1
SA906-A90554C-R41-C12.bam	S
SA906-A90554C-R41-C14.bam	G1
SA906-A90554C-R41-C15.bam	G1
SA906-A90554C-R41-C16.bam	G1
SA906-A90554C-R41-C17.bam	S
SA906-A90554C-R41-C18.bam	S
SA906-A90554C-R41-C19.bam	G1
SA906-A90554C-R41-C21.bam	S
SA906-A90554C-R41-C22.bam	G1
SA906-A90554C-R41-C23.bam	G1
SA906-A90554C-R41-C24.bam	G1
SA906-A90554C-R41-C25.bam	G1
SA906-A90554C-R41-C26.bam	G1
SA906-A90554C-R41-C27.bam	G1
SA906-A90554C-R41-C28.bam	S
SA906-A90554C-R41-C29.bam	G1
SA906-A90554C-R41-C30.bam	G1
SA906-A90554C-R41-C32.bam	G1
SA906-A90554C-R41-C34.bam	G1
SA906-A90554C-R41-C35.bam	S
SA906-A90554C-R41-C36.bam	G1
SA906-A90554C-R41-C37.bam	G1
SA906-A90554C-R41-C38.bam	G1
SA906-A90554C-R41-C39.bam	S
SA906-A90554C-R41-C40.bam	S
SA906-A90554C-R41-C41.bam	S
SA906-A90554C-R41-C42.bam	G1
SA906-A90554C-R41-C43.bam	S
SA906-A90554C-R41-C44.bam	S
SA906-A90554C-R41-C46.bam	S
SA906-A90554C-R41-C47.bam	S
SA906-A90554C-R41-C48.bam	S
SA906-A90554C-R41-C49.bam	G1
SA906-A90554C-R41-C51.bam	G1
SA906-A90554C-R41-C52.bam	S
SA906-A90554C-R41-C54.bam	G1
SA906-A90554C-R41-C55.bam	G1
SA906-A90554C-R41-C56.bam	G1
SA906-A90554C-R41-C57.bam	G1
SA906-A90554C-R41-C58.bam	G1
SA906-A90554C-R41-C59.bam	S
SA906-A90554C-R41-C60.bam	S
SA906-A90554C-R41-C63.bam	G1
SA906-A90554C-R41-C64.bam	G1
SA906-A90554C-R41-C66.bam	G1
SA906-A90554C-R41-C67.bam	S
SA906-A90554C-R41-C70.bam	G1
SA906-A90554C-R42-C04.bam	G1
SA906-A90554C-R42-C07.bam	G1
SA906-A90554C-R42-C08.bam	G1
SA906-A90554C-R42-C09.bam	G1
SA906-A90554C-R42-C10.bam	G1
SA906-A90554C-R42-C11.bam	S
SA906-A90554C-R42-C12.bam	G1
SA906-A90554C-R42-C13.bam	G1
SA906-A90554C-R42-C14.bam	G1
SA906-A90554C-R42-C15.bam	G1
SA906-A90554C-R42-C16.bam	S
SA906-A90554C-R42-C17.bam	G1
SA906-A90554C-R42-C18.bam	G1
SA906-A90554C-R42-C19.bam	G1
SA906-A90554C-R42-C20.bam	S
SA906-A90554C-R42-C21.bam	S
SA906-A90554C-R42-C22.bam	S
SA906-A90554C-R42-C23.bam	G1
SA906-A90554C-R42-C24.bam	S
SA906-A90554C-R42-C25.bam	G1
SA906-A90554C-R42-C26.bam	G1
SA906-A90554C-R42-C27.bam	G1
SA906-A90554C-R42-C28.bam	G1
SA906-A90554C-R42-C29.bam	G1
SA906-A90554C-R42-C30.bam	S
SA906-A90554C-R42-C31.bam	S
SA906-A90554C-R42-C32.bam	G1
SA906-A90554C-R42-C34.bam	S
SA906-A90554C-R42-C35.bam	S
SA906-A90554C-R42-C36.bam	G1
SA906-A90554C-R42-C37.bam	G1
SA906-A90554C-R42-C38.bam	G1
SA906-A90554C-R42-C39.bam	G1
SA906-A90554C-R42-C40.bam	G1
SA906-A90554C-R42-C42.bam	G1
SA906-A90554C-R42-C43.bam	S
SA906-A90554C-R42-C44.bam	S
SA906-A90554C-R42-C46.bam	G1
SA906-A90554C-R42-C47.bam	S
SA906-A90554C-R42-C48.bam	G1
SA906-A90554C-R42-C49.bam	S
SA906-A90554C-R42-C50.bam	G1
SA906-A90554C-R42-C51.bam	G1
SA906-A90554C-R42-C52.bam	G1
SA906-A90554C-R42-C54.bam	G1
SA906-A90554C-R42-C55.bam	S
SA906-A90554C-R42-C57.bam	S
SA906-A90554C-R42-C58.bam	S
SA906-A90554C-R42-C59.bam	S
SA906-A90554C-R42-C60.bam	G1
SA906-A90554C-R42-C61.bam	G1
SA906-A90554C-R42-C63.bam	G1
SA906-A90554C-R42-C64.bam	G1
SA906-A90554C-R42-C66.bam	S
SA906-A90554C-R42-C67.bam	G1
SA906-A90554C-R43-C07.bam	S
SA906-A90554C-R43-C09.bam	G1
SA906-A90554C-R43-C10.bam	G1
SA906-A90554C-R43-C11.bam	G1
SA906-A90554C-R43-C12.bam	G1
SA906-A90554C-R43-C13.bam	S
SA906-A90554C-R43-C14.bam	S
SA906-A90554C-R43-C15.bam	G1
SA906-A90554C-R43-C16.bam	G1
SA906-A90554C-R43-C17.bam	G1
SA906-A90554C-R43-C18.bam	S
SA906-A90554C-R43-C19.bam	S
SA906-A90554C-R43-C20.bam	S
SA906-A90554C-R43-C21.bam	S
SA906-A90554C-R43-C22.bam	S
SA906-A90554C-R43-C23.bam	G1
SA906-A90554C-R43-C24.bam	S
SA906-A90554C-R43-C25.bam	G1
SA906-A90554C-R43-C26.bam	G1
SA906-A90554C-R43-C27.bam	G1
SA906-A90554C-R43-C28.bam	G1
SA906-A90554C-R43-C29.bam	G1
SA906-A90554C-R43-C30.bam	S
SA906-A90554C-R43-C31.bam	G1
SA906-A90554C-R43-C32.bam	S
SA906-A90554C-R43-C34.bam	G1
SA906-A90554C-R43-C35.bam	G1
SA906-A90554C-R43-C36.bam	G1
SA906-A90554C-R43-C37.bam	G1
SA906-A90554C-R43-C38.bam	G1
SA906-A90554C-R43-C39.bam	G1
SA906-A90554C-R43-C40.bam	G1
SA906-A90554C-R43-C41.bam	G1
SA906-A90554C-R43-C42.bam	S
SA906-A90554C-R43-C43.bam	G1
SA906-A90554C-R43-C44.bam	S
SA906-A90554C-R43-C46.bam	G1
SA906-A90554C-R43-C47.bam	G1
SA906-A90554C-R43-C48.bam	G1
SA906-A90554C-R43-C49.bam	S
SA906-A90554C-R43-C50.bam	S
SA906-A90554C-R43-C54.bam	G1
SA906-A90554C-R43-C55.bam	G1
SA906-A90554C-R43-C56.bam	G1
SA906-A90554C-R43-C57.bam	G1
SA906-A90554C-R43-C58.bam	G1
SA906-A90554C-R43-C59.bam	G1
SA906-A90554C-R43-C60.bam	S
SA906-A90554C-R43-C61.bam	G1
SA906-A90554C-R43-C64.bam	S
SA906-A90554C-R43-C66.bam	S
SA906-A90554C-R43-C67.bam	G1
SA906-A90554C-R43-C69.bam	G1
SA906-A90554C-R44-C04.bam	G1
SA906-A90554C-R44-C08.bam	S
SA906-A90554C-R44-C09.bam	G1
SA906-A90554C-R44-C10.bam	S
SA906-A90554C-R44-C11.bam	G1
SA906-A90554C-R44-C12.bam	G1
SA906-A90554C-R44-C13.bam	S
SA906-A90554C-R44-C14.bam	G1
SA906-A90554C-R44-C15.bam	G1
SA906-A90554C-R44-C16.bam	S
SA906-A90554C-R44-C17.bam	G1
SA906-A90554C-R44-C19.bam	G1
SA906-A90554C-R44-C20.bam	G1
SA906-A90554C-R44-C21.bam	G1
SA906-A90554C-R44-C22.bam	G1
SA906-A90554C-R44-C23.bam	S
SA906-A90554C-R44-C24.bam	S
SA906-A90554C-R44-C25.bam	G1
SA906-A90554C-R44-C26.bam	G1
SA906-A90554C-R44-C27.bam	G1
SA906-A90554C-R44-C28.bam	G1
SA906-A90554C-R44-C29.bam	G1
SA906-A90554C-R44-C30.bam	S
SA906-A90554C-R44-C31.bam	G1
SA906-A90554C-R44-C32.bam	G1
SA906-A90554C-R44-C34.bam	S
SA906-A90554C-R44-C35.bam	S
SA906-A90554C-R44-C36.bam	G1
SA906-A90554C-R44-C37.bam	S
SA906-A90554C-R44-C38.bam	S
SA906-A90554C-R44-C39.bam	S
SA906-A90554C-R44-C40.bam	S
SA906-A90554C-R44-C41.bam	G1
SA906-A90554C-R44-C42.bam	S
SA906-A90554C-R44-C43.bam	G1
SA906-A90554C-R44-C44.bam	G1
SA906-A90554C-R44-C46.bam	G1
SA906-A90554C-R44-C47.bam	G1
SA906-A90554C-R45-C04.bam	G1
SA906-A90554C-R45-C32.bam	S
SA906-A90554C-R45-C33.bam	G1
SA906-A90554C-R45-C34.bam	G1
SA906-A90554C-R45-C35.bam	G1
SA906-A90554C-R45-C37.bam	S
SA906-A90554C-R45-C38.bam	G1
SA906-A90554C-R45-C39.bam	G1
SA906-A90554C-R45-C40.bam	G1
SA906-A90554C-R45-C41.bam	G1
SA906-A90554C-R45-C42.bam	G1
SA906-A90554C-R45-C43.bam	G1
SA906-A90554C-R45-C44.bam	G1
SA906-A90554C-R45-C46.bam	S
SA906-A90554C-R45-C47.bam	G1
SA906-A90554C-R45-C48.bam	G1
SA906-A90554C-R45-C49.bam	G1
SA906-A90554C-R45-C50.bam	G1
SA906-A90554C-R45-C51.bam	G1
SA906-A90554C-R45-C52.bam	G1
SA906-A90554C-R45-C54.bam	S
SA906-A90554C-R45-C55.bam	G1
SA906-A90554C-R45-C56.bam	G1
SA906-A90554C-R45-C57.bam	S
SA906-A90554C-R45-C58.bam	G1
SA906-A90554C-R45-C59.bam	G1
SA906-A90554C-R45-C60.bam	G1
SA906-A90554C-R45-C61.bam	G1
SA906-A90554C-R45-C63.bam	S
SA906-A90554C-R45-C64.bam	G1
SA906-A90554C-R45-C66.bam	G1
SA906-A90554C-R45-C67.bam	S
SA906-A90554C-R46-C04.bam	G1
SA906-A90554C-R46-C07.bam	S
SA906-A90554C-R46-C08.bam	G1
SA906-A90554C-R46-C09.bam	S
SA906-A90554C-R46-C10.bam	S
SA906-A90554C-R46-C11.bam	G1
SA906-A90554C-R46-C12.bam	G1
SA906-A90554C-R46-C13.bam	G1
SA906-A90554C-R46-C14.bam	G1
SA906-A90554C-R46-C15.bam	G1
SA906-A90554C-R46-C16.bam	G1
SA906-A90554C-R46-C17.bam	G1
SA906-A90554C-R46-C18.bam	G1
SA906-A90554C-R46-C19.bam	S
SA906-A90554C-R46-C20.bam	G1
SA906-A90554C-R46-C21.bam	G1
SA906-A90554C-R46-C22.bam	G1
SA906-A90554C-R46-C23.bam	G1
SA906-A90554C-R46-C24.bam	G1
SA906-A90554C-R46-C25.bam	G1
SA906-A90554C-R46-C26.bam	G1
SA906-A90554C-R46-C27.bam	G1
SA906-A90554C-R46-C28.bam	S
SA906-A90554C-R46-C29.bam	S
SA906-A90554C-R46-C30.bam	G1
SA906-A90554C-R46-C31.bam	G1
SA906-A90554C-R46-C32.bam	S
SA906-A90554C-R46-C33.bam	S
SA906-A90554C-R46-C34.bam	G1
SA906-A90554C-R46-C35.bam	G1
SA906-A90554C-R46-C36.bam	G1
SA906-A90554C-R46-C37.bam	G1
SA906-A90554C-R46-C38.bam	G1
SA906-A90554C-R46-C39.bam	G1
SA906-A90554C-R46-C40.bam	S
SA906-A90554C-R46-C41.bam	G1
SA906-A90554C-R46-C42.bam	G1
SA906-A90554C-R46-C43.bam	G1
SA906-A90554C-R46-C44.bam	S
SA906-A90554C-R46-C46.bam	G1
SA906-A90554C-R46-C47.bam	G1
SA906-A90554C-R46-C48.bam	G1
SA906-A90554C-R46-C49.bam	G1
SA906-A90554C-R46-C50.bam	G1
SA906-A90554C-R46-C51.bam	G1
SA906-A90554C-R46-C52.bam	G1
SA906-A90554C-R46-C54.bam	G1
SA906-A90554C-R46-C55.bam	G1
SA906-A90554C-R46-C56.bam	G1
SA906-A90554C-R46-C57.bam	G1
SA906-A90554C-R46-C58.bam	S
SA906-A90554C-R46-C59.bam	G1
SA906-A90554C-R46-C60.bam	S
SA906-A90554C-R46-C61.bam	S
SA906-A90554C-R46-C63.bam	G1
SA906-A90554C-R46-C64.bam	G1
SA906-A90554C-R47-C04.bam	G1
SA906-A90554C-R47-C07.bam	G1
SA906-A90554C-R47-C08.bam	S
SA906-A90554C-R47-C09.bam	G1
SA906-A90554C-R47-C10.bam	G1
SA906-A90554C-R47-C11.bam	S
SA906-A90554C-R47-C12.bam	G1
