Cell	Phase
SA928-A73044A-R22-C07.bam	G1
SA928-A73044A-R22-C08.bam	G1
SA928-A73044A-R22-C09.bam	G1
SA928-A73044A-R22-C10.bam	G1
SA928-A73044A-R22-C11.bam	G1
SA928-A73044A-R22-C12.bam	G1
SA928-A73044A-R22-C13.bam	G1
SA928-A73044A-R22-C14.bam	G1
SA928-A73044A-R22-C16.bam	G1
SA928-A73044A-R22-C17.bam	G1
SA928-A73044A-R22-C18.bam	G1
SA928-A73044A-R22-C19.bam	G1
SA928-A73044A-R22-C21.bam	G1
SA928-A73044A-R22-C22.bam	S
SA928-A73044A-R22-C24.bam	G1
SA928-A73044A-R22-C26.bam	G1
SA928-A73044A-R22-C29.bam	G1
SA928-A73044A-R22-C35.bam	G1
SA928-A73044A-R22-C37.bam	G1
SA928-A73044A-R22-C40.bam	S
SA928-A73044A-R22-C41.bam	S
SA928-A73044A-R22-C42.bam	S
SA928-A73044A-R22-C43.bam	S
SA928-A73044A-R22-C44.bam	S
SA928-A73044A-R22-C48.bam	S
SA928-A73044A-R22-C49.bam	S
SA928-A73044A-R22-C50.bam	S
SA928-A73044A-R22-C56.bam	S
SA928-A73044A-R22-C57.bam	S
SA928-A73044A-R22-C59.bam	G1
SA928-A73044A-R22-C60.bam	G1
SA928-A73044A-R22-C61.bam	G1
SA928-A73044A-R22-C66.bam	G1
SA928-A73044A-R22-C68.bam	G1
SA928-A73044A-R22-C69.bam	S
SA928-A73044A-R23-C03.bam	G1
SA928-A73044A-R23-C05.bam	G1
SA928-A73044A-R23-C06.bam	G1
SA928-A73044A-R23-C07.bam	G1
SA928-A73044A-R23-C08.bam	G1
SA928-A73044A-R23-C09.bam	G1
SA928-A73044A-R23-C10.bam	G1
SA928-A73044A-R23-C11.bam	G1
SA928-A73044A-R23-C12.bam	G1
SA928-A73044A-R23-C13.bam	G1
SA928-A73044A-R23-C14.bam	S
SA928-A73044A-R23-C17.bam	G1
SA928-A73044A-R23-C18.bam	G1
SA928-A73044A-R23-C19.bam	G1
SA928-A73044A-R23-C26.bam	G1
SA928-A73044A-R23-C37.bam	G1
SA928-A73044A-R23-C40.bam	S
SA928-A73044A-R23-C42.bam	S
SA928-A73044A-R23-C43.bam	S
SA928-A73044A-R23-C44.bam	S
SA928-A73044A-R23-C48.bam	S
SA928-A73044A-R23-C49.bam	S
SA928-A73044A-R23-C50.bam	S
SA928-A73044A-R23-C51.bam	S
SA928-A73044A-R23-C52.bam	S
SA928-A73044A-R23-C56.bam	G1
SA928-A73044A-R23-C57.bam	G1
SA928-A73044A-R23-C58.bam	G1
SA928-A73044A-R23-C59.bam	G1
SA928-A73044A-R23-C60.bam	G1
SA928-A73044A-R23-C66.bam	G1
SA928-A73044A-R23-C67.bam	S
SA928-A73044A-R23-C68.bam	G1
SA928-A73044A-R23-C69.bam	S
SA928-A73044A-R23-C70.bam	G1
SA928-A73044A-R24-C03.bam	G1
SA928-A73044A-R24-C05.bam	G1
SA928-A73044A-R24-C06.bam	S
SA928-A73044A-R24-C08.bam	G1
SA928-A73044A-R24-C09.bam	S
SA928-A73044A-R24-C10.bam	G1
SA928-A73044A-R24-C11.bam	G1
SA928-A73044A-R24-C12.bam	G1
SA928-A73044A-R24-C13.bam	G1
SA928-A73044A-R24-C14.bam	G1
SA928-A73044A-R24-C16.bam	G1
SA928-A73044A-R24-C17.bam	G1
SA928-A73044A-R24-C18.bam	S
SA928-A73044A-R24-C19.bam	G1
SA928-A73044A-R24-C37.bam	G1
SA928-A73044A-R24-C40.bam	S
SA928-A73044A-R24-C41.bam	S
SA928-A73044A-R24-C43.bam	G1
SA928-A73044A-R24-C44.bam	S
SA928-A73044A-R24-C45.bam	S
SA928-A73044A-R24-C48.bam	S
SA928-A73044A-R24-C49.bam	G1
SA928-A73044A-R24-C50.bam	S
SA928-A73044A-R24-C51.bam	S
SA928-A73044A-R24-C52.bam	S
SA928-A73044A-R24-C56.bam	G1
SA928-A73044A-R24-C59.bam	G1
SA928-A73044A-R24-C64.bam	G1
SA928-A73044A-R24-C65.bam	G1
SA928-A73044A-R24-C66.bam	S
SA928-A73044A-R25-C03.bam	G1
SA928-A73044A-R25-C06.bam	S
SA928-A73044A-R25-C07.bam	G1
SA928-A73044A-R25-C08.bam	G1
SA928-A73044A-R25-C09.bam	G1
SA928-A73044A-R25-C10.bam	G1
SA928-A73044A-R25-C11.bam	G1
SA928-A73044A-R25-C12.bam	G1
SA928-A73044A-R25-C13.bam	G1
SA928-A73044A-R25-C14.bam	G1
SA928-A73044A-R25-C16.bam	S
SA928-A73044A-R25-C17.bam	G1
SA928-A73044A-R25-C18.bam	G1
SA928-A73044A-R25-C19.bam	G1
SA928-A73044A-R25-C37.bam	G1
SA928-A73044A-R25-C40.bam	S
SA928-A73044A-R25-C41.bam	S
SA928-A73044A-R25-C42.bam	S
SA928-A73044A-R25-C43.bam	S
SA928-A73044A-R25-C44.bam	S
SA928-A73044A-R25-C48.bam	S
SA928-A73044A-R25-C49.bam	G1
SA928-A73044A-R25-C50.bam	S
SA928-A73044A-R25-C51.bam	S
SA928-A73044A-R25-C52.bam	S
SA928-A73044A-R26-C03.bam	G1
SA928-A73044A-R26-C05.bam	G1
SA928-A73044A-R26-C06.bam	G1
SA928-A73044A-R26-C07.bam	G1
SA928-A73044A-R26-C08.bam	G1
SA928-A73044A-R26-C09.bam	G1
SA928-A73044A-R26-C10.bam	G1
SA928-A73044A-R26-C11.bam	G1
SA928-A73044A-R26-C12.bam	G1
SA928-A73044A-R26-C13.bam	G1
SA928-A73044A-R26-C14.bam	G1
SA928-A73044A-R26-C16.bam	G1
SA928-A73044A-R26-C17.bam	G1
SA928-A73044A-R26-C18.bam	G1
SA928-A73044A-R26-C19.bam	G1
SA928-A73044A-R26-C37.bam	G1
SA928-A73044A-R27-C03.bam	G1
SA928-A73044A-R27-C05.bam	G1
SA928-A73044A-R27-C06.bam	G1
SA928-A73044A-R27-C07.bam	G1
SA928-A73044A-R27-C08.bam	G1
SA928-A73044A-R27-C09.bam	G1
SA928-A73044A-R27-C10.bam	G1
SA928-A73044A-R27-C11.bam	G1
SA928-A73044A-R27-C12.bam	S
SA928-A73044A-R27-C13.bam	G1
SA928-A73044A-R27-C14.bam	G1
SA928-A73044A-R27-C16.bam	G1
SA928-A73044A-R27-C17.bam	G1
SA928-A73044A-R27-C18.bam	G1
SA928-A73044A-R27-C19.bam	G1
SA928-A73044A-R27-C37.bam	G1
SA928-A73044A-R28-C03.bam	G1
SA928-A73044A-R28-C05.bam	G1
SA928-A73044A-R28-C06.bam	G1
SA928-A73044A-R28-C07.bam	G1
SA928-A73044A-R28-C08.bam	G1
SA928-A73044A-R28-C09.bam	G1
SA928-A73044A-R28-C10.bam	G1
SA928-A73044A-R28-C11.bam	G1
SA928-A73044A-R28-C12.bam	G1
SA928-A73044A-R28-C13.bam	G1
SA928-A73044A-R28-C14.bam	G1
SA928-A73044A-R28-C16.bam	G1
SA928-A73044A-R28-C17.bam	G1
SA928-A73044A-R28-C18.bam	S
SA928-A73044A-R28-C19.bam	G1
SA928-A73044A-R28-C37.bam	G1
SA928-A73044A-R29-C03.bam	G1
SA928-A73044A-R29-C05.bam	G1
SA928-A73044A-R29-C06.bam	G1
SA928-A73044A-R29-C07.bam	G1
SA928-A73044A-R29-C08.bam	G1
SA928-A73044A-R29-C09.bam	G1
SA928-A73044A-R29-C10.bam	G1
SA928-A73044A-R29-C11.bam	G1
SA928-A73044A-R29-C12.bam	G1
SA928-A73044A-R29-C13.bam	G1
SA928-A73044A-R29-C14.bam	G1
SA928-A73044A-R29-C16.bam	G1
SA928-A73044A-R29-C17.bam	G1
SA928-A73044A-R29-C18.bam	G1
SA928-A73044A-R29-C19.bam	G1
SA928-A73044A-R29-C37.bam	G1
SA928-A73044A-R30-C03.bam	G1
SA928-A73044A-R30-C05.bam	G1
SA928-A73044A-R30-C07.bam	G1
SA928-A73044A-R30-C08.bam	G1
SA928-A73044A-R30-C09.bam	G1
SA928-A73044A-R30-C11.bam	G1
SA928-A73044A-R30-C12.bam	G1
SA928-A73044A-R30-C13.bam	G1
SA928-A73044A-R30-C14.bam	G1
SA928-A73044A-R30-C16.bam	S
SA928-A73044A-R30-C17.bam	G1
SA928-A73044A-R30-C18.bam	G1
SA928-A73044A-R30-C19.bam	G1
SA928-A73044A-R30-C37.bam	G1
SA928-A73044A-R31-C03.bam	G1
SA928-A73044A-R31-C07.bam	G1
SA928-A73044A-R31-C08.bam	G1
SA928-A73044A-R31-C09.bam	G1
SA928-A73044A-R31-C11.bam	G1
SA928-A73044A-R31-C12.bam	G1
SA928-A73044A-R31-C13.bam	G1
SA928-A73044A-R31-C14.bam	G1
SA928-A73044A-R31-C16.bam	G1
SA928-A73044A-R31-C17.bam	G1
SA928-A73044A-R31-C18.bam	G1
SA928-A73044A-R31-C19.bam	G1
SA928-A75616A-R03-C04.bam	G1
SA928-A75616A-R03-C06.bam	G1
SA928-A75616A-R03-C07.bam	G1
SA928-A75616A-R03-C08.bam	G1
SA928-A75616A-R03-C09.bam	G1
SA928-A75616A-R03-C13.bam	S
SA928-A75616A-R03-C14.bam	G1
SA928-A75616A-R03-C15.bam	G1
SA928-A75616A-R03-C16.bam	G1
SA928-A75616A-R03-C17.bam	G1
SA928-A75616A-R03-C18.bam	S
SA928-A75616A-R03-C19.bam	G1
SA928-A75616A-R03-C20.bam	G1
SA928-A75616A-R04-C06.bam	G1
SA928-A75616A-R04-C13.bam	G1
SA928-A75616A-R04-C16.bam	G1
SA928-A75616A-R04-C17.bam	G1
SA928-A75616A-R04-C20.bam	G1
SA928-A75616A-R05-C04.bam	G1
SA928-A75616A-R05-C06.bam	G1
SA928-A75616A-R05-C07.bam	G1
SA928-A75616A-R05-C08.bam	S
SA928-A75616A-R05-C09.bam	G1
SA928-A75616A-R05-C11.bam	S
SA928-A75616A-R05-C12.bam	G1
SA928-A75616A-R05-C13.bam	S
SA928-A75616A-R05-C14.bam	G1
SA928-A75616A-R05-C15.bam	G1
SA928-A75616A-R05-C16.bam	G1
SA928-A75616A-R05-C17.bam	G1
SA928-A75616A-R05-C18.bam	G1
SA928-A75616A-R05-C19.bam	G1
SA928-A75616A-R06-C04.bam	G1
SA928-A75616A-R06-C06.bam	G1
SA928-A75616A-R06-C07.bam	G1
SA928-A75616A-R06-C09.bam	G1
SA928-A75616A-R06-C13.bam	S
SA928-A75616A-R06-C14.bam	S
SA928-A75616A-R06-C15.bam	S
SA928-A75616A-R06-C16.bam	G1
SA928-A75616A-R06-C17.bam	G1
SA928-A75616A-R07-C06.bam	S
SA928-A75616A-R07-C07.bam	S
SA928-A75616A-R07-C08.bam	G1
SA928-A75616A-R07-C09.bam	G1
SA928-A75616A-R07-C11.bam	G1
SA928-A75616A-R07-C12.bam	G1
SA928-A75616A-R07-C13.bam	G1
SA928-A75616A-R07-C14.bam	G1
SA928-A75616A-R07-C15.bam	G1
SA928-A75616A-R07-C16.bam	G1
SA928-A75616A-R07-C17.bam	G1
SA928-A75616A-R07-C18.bam	S
SA928-A75616A-R07-C19.bam	S
SA928-A75616A-R08-C04.bam	G1
SA928-A75616A-R08-C06.bam	G1
SA928-A75616A-R08-C07.bam	G1
SA928-A75616A-R08-C09.bam	G1
SA928-A75616A-R08-C11.bam	S
SA928-A75616A-R08-C12.bam	G1
SA928-A75616A-R08-C13.bam	G1
SA928-A75616A-R08-C14.bam	G1
SA928-A75616A-R08-C15.bam	G1
SA928-A75616A-R08-C16.bam	G1
SA928-A75616A-R08-C17.bam	G1
SA928-A75616A-R08-C18.bam	G1
SA928-A75616A-R08-C19.bam	G1
SA928-A75616A-R08-C20.bam	G1
SA928-A75616A-R09-C04.bam	G1
SA928-A75616A-R09-C06.bam	G1
SA928-A75616A-R09-C07.bam	G1
SA928-A75616A-R09-C12.bam	G1
SA928-A75616A-R09-C13.bam	G1
SA928-A75616A-R09-C14.bam	G1
SA928-A75616A-R09-C15.bam	G1
SA928-A75616A-R09-C16.bam	G1
SA928-A75616A-R09-C17.bam	S
SA928-A75616A-R10-C04.bam	G1
SA928-A75616A-R10-C06.bam	G1
SA928-A75616A-R10-C07.bam	S
SA928-A75616A-R10-C08.bam	G1
SA928-A75616A-R10-C09.bam	G1
SA928-A75616A-R10-C10.bam	G1
SA928-A75616A-R10-C13.bam	G1
SA928-A75616A-R10-C14.bam	G1
SA928-A75616A-R10-C15.bam	G1
SA928-A75616A-R10-C16.bam	G1
SA928-A75616A-R10-C17.bam	G1
SA928-A75616A-R10-C18.bam	G1
SA928-A75616A-R10-C19.bam	G1
SA928-A75616A-R10-C20.bam	G1
SA928-A75616A-R11-C06.bam	G1
SA928-A75616A-R11-C07.bam	G1
SA928-A75616A-R11-C09.bam	G1
SA928-A75616A-R11-C11.bam	S
SA928-A75616A-R11-C13.bam	S
SA928-A75616A-R11-C14.bam	G1
SA928-A75616A-R11-C15.bam	G1
SA928-A75616A-R11-C16.bam	G1
SA928-A75616A-R11-C17.bam	G1
SA928-A75616A-R11-C18.bam	G1
SA928-A75616A-R11-C19.bam	G1
SA928-A75616A-R12-C06.bam	G1
SA928-A75616A-R12-C11.bam	G1
SA928-A75616A-R12-C12.bam	S
SA928-A75616A-R12-C13.bam	G1
SA928-A75616A-R12-C17.bam	G1
SA928-A75616A-R12-C18.bam	S
SA928-A75616A-R12-C19.bam	G1
SA928-A75616A-R12-C20.bam	G1
SA928-A75616A-R13-C06.bam	G1
SA928-A75616A-R13-C07.bam	G1
SA928-A75616A-R13-C08.bam	G1
SA928-A75616A-R13-C09.bam	G1
SA928-A75616A-R13-C10.bam	S
SA928-A75616A-R13-C13.bam	S
SA928-A75616A-R13-C15.bam	G1
SA928-A75616A-R13-C16.bam	G1
SA928-A75616A-R13-C17.bam	S
SA928-A75616A-R13-C18.bam	G1
SA928-A75616A-R13-C19.bam	G1
SA928-A75616A-R14-C04.bam	G1
SA928-A75616A-R14-C06.bam	G1
SA928-A75616A-R14-C07.bam	G1
SA928-A75616A-R14-C08.bam	G1
SA928-A75616A-R14-C09.bam	G1
SA928-A75616A-R14-C10.bam	G1
SA928-A75616A-R14-C13.bam	G1
SA928-A75616A-R14-C14.bam	G1
SA928-A75616A-R14-C15.bam	G1
SA928-A75616A-R14-C16.bam	G1
SA928-A75616A-R14-C19.bam	G1
SA928-A75616A-R14-C20.bam	G1
SA928-A75616A-R15-C04.bam	G1
SA928-A75616A-R15-C06.bam	G1
SA928-A75616A-R15-C07.bam	G1
SA928-A75616A-R15-C08.bam	G1
SA928-A75616A-R15-C10.bam	G1
SA928-A75616A-R15-C11.bam	G1
SA928-A75616A-R15-C13.bam	G1
SA928-A75616A-R15-C14.bam	G1
SA928-A75616A-R15-C15.bam	S
SA928-A75616A-R15-C16.bam	G1
SA928-A75616A-R15-C17.bam	G1
SA928-A75616A-R15-C18.bam	G1
SA928-A75616A-R15-C19.bam	G1
SA928-A75616A-R16-C07.bam	S
SA928-A75616A-R16-C08.bam	G1
SA928-A75616A-R16-C09.bam	G1
SA928-A75616A-R16-C10.bam	G1
SA928-A75616A-R16-C11.bam	G1
SA928-A75616A-R16-C12.bam	S
SA928-A75616A-R16-C13.bam	G1
SA928-A75616A-R16-C14.bam	G1
SA928-A75616A-R16-C15.bam	S
SA928-A75616A-R16-C16.bam	G1
SA928-A75616A-R16-C17.bam	G1
SA928-A75616B-R03-C29.bam	G1
SA928-A75616B-R03-C30.bam	G1
SA928-A75616B-R03-C31.bam	G1
SA928-A75616B-R03-C32.bam	G1
SA928-A75616B-R03-C34.bam	G1
SA928-A75616B-R03-C35.bam	G1
SA928-A75616B-R03-C37.bam	S
SA928-A75616B-R03-C38.bam	G1
SA928-A75616B-R03-C40.bam	G1
SA928-A75616B-R03-C41.bam	G1
SA928-A75616B-R03-C42.bam	G1
SA928-A75616B-R03-C43.bam	G1
SA928-A75616B-R03-C44.bam	G1
SA928-A75616B-R04-C31.bam	S
SA928-A75616B-R04-C35.bam	G1
SA928-A75616B-R04-C38.bam	G1
SA928-A75616B-R04-C39.bam	S
SA928-A75616B-R04-C40.bam	G1
SA928-A75616B-R04-C41.bam	S
SA928-A75616B-R04-C42.bam	S
SA928-A75616B-R05-C29.bam	G1
SA928-A75616B-R05-C31.bam	G1
SA928-A75616B-R05-C32.bam	G1
SA928-A75616B-R05-C34.bam	G1
SA928-A75616B-R05-C35.bam	S
SA928-A75616B-R05-C36.bam	G1
SA928-A75616B-R05-C37.bam	G1
SA928-A75616B-R05-C38.bam	G1
SA928-A75616B-R05-C41.bam	G1
SA928-A75616B-R05-C42.bam	G1
SA928-A75616B-R05-C43.bam	G1
SA928-A75616B-R05-C45.bam	G1
SA928-A75616B-R06-C29.bam	G1
SA928-A75616B-R06-C31.bam	S
SA928-A75616B-R06-C33.bam	G1
SA928-A75616B-R06-C34.bam	G1
SA928-A75616B-R06-C35.bam	G1
SA928-A75616B-R06-C36.bam	G1
SA928-A75616B-R06-C38.bam	G1
SA928-A75616B-R06-C39.bam	G1
SA928-A75616B-R06-C40.bam	G1
SA928-A75616B-R06-C41.bam	G1
SA928-A75616B-R06-C42.bam	G1
SA928-A75616B-R06-C45.bam	G1
SA928-A75616B-R07-C29.bam	G1
SA928-A75616B-R07-C31.bam	G1
SA928-A75616B-R07-C32.bam	G1
SA928-A75616B-R07-C33.bam	G1
SA928-A75616B-R07-C34.bam	G1
SA928-A75616B-R07-C35.bam	S
SA928-A75616B-R07-C38.bam	G1
SA928-A75616B-R07-C39.bam	G1
SA928-A75616B-R07-C40.bam	G1
SA928-A75616B-R07-C41.bam	G1
SA928-A75616B-R07-C42.bam	G1
SA928-A75616B-R08-C29.bam	G1
SA928-A75616B-R08-C32.bam	G1
SA928-A75616B-R08-C34.bam	G1
SA928-A75616B-R08-C35.bam	S
SA928-A75616B-R08-C38.bam	S
SA928-A75616B-R08-C39.bam	G1
SA928-A75616B-R08-C40.bam	G1
SA928-A75616B-R08-C41.bam	G1
SA928-A75616B-R08-C42.bam	G1
SA928-A75616B-R08-C43.bam	G1
SA928-A75616B-R08-C45.bam	G1
SA928-A75616B-R09-C29.bam	G1
SA928-A75616B-R09-C32.bam	G1
SA928-A75616B-R09-C33.bam	G1
SA928-A75616B-R09-C34.bam	G1
SA928-A75616B-R09-C35.bam	S
SA928-A75616B-R09-C36.bam	G1
SA928-A75616B-R09-C37.bam	S
SA928-A75616B-R09-C38.bam	G1
SA928-A75616B-R09-C39.bam	S
SA928-A75616B-R09-C40.bam	G1
SA928-A75616B-R09-C42.bam	G1
SA928-A75616B-R09-C43.bam	G1
SA928-A75616B-R10-C29.bam	G1
SA928-A75616B-R10-C32.bam	G1
SA928-A75616B-R10-C33.bam	S
SA928-A75616B-R10-C34.bam	S
SA928-A75616B-R10-C35.bam	G1
SA928-A75616B-R10-C36.bam	G1
SA928-A75616B-R10-C37.bam	G1
SA928-A75616B-R10-C38.bam	G1
SA928-A75616B-R10-C39.bam	G1
SA928-A75616B-R10-C40.bam	S
SA928-A75616B-R10-C41.bam	G1
SA928-A75616B-R10-C42.bam	G1
SA928-A75616B-R10-C43.bam	G1
SA928-A75616B-R10-C44.bam	G1
SA928-A75616B-R10-C45.bam	G1
SA928-A75616B-R11-C29.bam	G1
SA928-A75616B-R11-C34.bam	G1
SA928-A75616B-R11-C35.bam	G1
SA928-A75616B-R11-C37.bam	G1
SA928-A75616B-R11-C38.bam	G1
SA928-A75616B-R11-C40.bam	G1
SA928-A75616B-R11-C41.bam	G1
SA928-A75616B-R11-C42.bam	G1
SA928-A75616B-R11-C43.bam	G1
SA928-A75616B-R11-C45.bam	S
SA928-A75616B-R12-C29.bam	G1
SA928-A75616B-R12-C31.bam	G1
SA928-A75616B-R12-C32.bam	G1
SA928-A75616B-R12-C34.bam	S
SA928-A75616B-R12-C35.bam	G1
SA928-A75616B-R12-C37.bam	G1
SA928-A75616B-R12-C39.bam	G1
SA928-A75616B-R12-C40.bam	G1
SA928-A75616B-R12-C41.bam	G1
SA928-A75616B-R12-C42.bam	G1
SA928-A75616B-R12-C43.bam	G1
SA928-A75616B-R12-C44.bam	G1
SA928-A75616B-R12-C45.bam	G1
SA928-A75616B-R13-C29.bam	G1
SA928-A75616B-R13-C31.bam	G1
SA928-A75616B-R13-C32.bam	G1
SA928-A75616B-R13-C33.bam	G1
SA928-A75616B-R13-C34.bam	G1
SA928-A75616B-R13-C35.bam	G1
SA928-A75616B-R13-C36.bam	G1
SA928-A75616B-R13-C37.bam	G1
SA928-A75616B-R13-C38.bam	G1
SA928-A75616B-R13-C39.bam	G1
SA928-A75616B-R13-C40.bam	G1
SA928-A75616B-R13-C42.bam	G1
SA928-A75616B-R13-C43.bam	G1
SA928-A75616B-R13-C44.bam	S
SA928-A75616B-R13-C45.bam	G1
SA928-A75616B-R14-C29.bam	G1
SA928-A75616B-R14-C32.bam	G1
SA928-A75616B-R14-C35.bam	S
SA928-A75616B-R14-C37.bam	G1
SA928-A75616B-R14-C38.bam	G1
SA928-A75616B-R14-C39.bam	G1
SA928-A75616B-R14-C40.bam	G1
SA928-A75616B-R14-C41.bam	G1
SA928-A75616B-R14-C43.bam	G1
SA928-A75616B-R14-C44.bam	G1
SA928-A75616B-R14-C45.bam	G1
SA928-A75616B-R15-C29.bam	G1
SA928-A75616B-R15-C31.bam	G1
SA928-A75616B-R15-C32.bam	S
SA928-A75616B-R15-C33.bam	S
SA928-A75616B-R15-C34.bam	G1
SA928-A75616B-R15-C35.bam	G1
SA928-A75616B-R15-C37.bam	G1
SA928-A75616B-R15-C38.bam	G1
SA928-A75616B-R15-C39.bam	S
SA928-A75616B-R15-C40.bam	G1
SA928-A75616B-R15-C41.bam	G1
SA928-A75616B-R15-C42.bam	G1
SA928-A75616B-R15-C43.bam	G1
SA928-A75616B-R15-C44.bam	S
SA928-A75616B-R15-C45.bam	G1
SA928-A75616B-R16-C29.bam	G1
SA928-A75616B-R16-C31.bam	G1
SA928-A75616B-R16-C32.bam	G1
SA928-A75616B-R16-C33.bam	G1
SA928-A75616B-R16-C34.bam	S
SA928-A75616B-R16-C35.bam	S
SA928-A75616B-R16-C37.bam	G1
SA928-A75616B-R16-C38.bam	S
SA928-A75616B-R16-C39.bam	S
SA928-A75616B-R16-C40.bam	G1
SA928-A75616B-R16-C41.bam	G1
SA928-A75616B-R16-C42.bam	G1
SA928-A75616B-R16-C43.bam	S
SA928-A75616C-R05-C56.bam	G1
SA928-A75616C-R05-C58.bam	G1
SA928-A75616C-R06-C56.bam	S
SA928-A75616C-R06-C58.bam	G1
SA928-A75616C-R06-C61.bam	S
SA928-A75616C-R06-C62.bam	G1
SA928-A75616C-R06-C63.bam	G1
SA928-A75616C-R06-C64.bam	G1
SA928-A75616C-R06-C65.bam	G1
SA928-A75616C-R06-C66.bam	S
SA928-A75616C-R06-C69.bam	G1
SA928-A75616C-R07-C54.bam	G1
SA928-A75616C-R07-C56.bam	G1
SA928-A75616C-R07-C57.bam	S
SA928-A75616C-R07-C59.bam	G1
SA928-A75616C-R07-C63.bam	G1
SA928-A75616C-R07-C64.bam	S
SA928-A75616C-R07-C65.bam	G1
SA928-A75616C-R07-C66.bam	G1
SA928-A75616C-R07-C68.bam	G1
SA928-A75616C-R07-C69.bam	S
SA928-A75616C-R07-C70.bam	G1
SA928-A75616C-R08-C54.bam	G1
SA928-A75616C-R08-C56.bam	G1
SA928-A75616C-R08-C58.bam	G1
SA928-A75616C-R08-C59.bam	G1
SA928-A75616C-R08-C62.bam	G1
SA928-A75616C-R08-C63.bam	G1
SA928-A75616C-R08-C64.bam	S
SA928-A75616C-R08-C65.bam	G1
SA928-A75616C-R08-C66.bam	G1
SA928-A75616C-R08-C67.bam	G1
SA928-A75616C-R08-C69.bam	G1
SA928-A75616C-R08-C70.bam	S
SA928-A75616C-R09-C54.bam	G1
SA928-A75616C-R09-C56.bam	G1
SA928-A75616C-R09-C58.bam	G1
SA928-A75616C-R09-C59.bam	G1
SA928-A75616C-R09-C60.bam	G1
SA928-A75616C-R09-C61.bam	G1
SA928-A75616C-R09-C62.bam	G1
SA928-A75616C-R09-C63.bam	G1
SA928-A75616C-R09-C65.bam	G1
SA928-A75616C-R09-C66.bam	G1
SA928-A75616C-R09-C67.bam	G1
SA928-A75616C-R09-C68.bam	S
SA928-A75616C-R09-C69.bam	G1
SA928-A75616C-R09-C70.bam	S
SA928-A75616C-R10-C54.bam	G1
SA928-A75616C-R10-C56.bam	G1
SA928-A75616C-R10-C57.bam	G1
SA928-A75616C-R10-C58.bam	S
SA928-A75616C-R10-C59.bam	G1
SA928-A75616C-R10-C60.bam	G1
SA928-A75616C-R10-C61.bam	G1
SA928-A75616C-R10-C62.bam	S
SA928-A75616C-R10-C63.bam	G1
SA928-A75616C-R10-C64.bam	G1
SA928-A75616C-R10-C65.bam	G1
SA928-A75616C-R10-C66.bam	G1
SA928-A75616C-R10-C67.bam	G1
SA928-A75616C-R10-C68.bam	S
SA928-A75616C-R10-C69.bam	S
SA928-A75616C-R11-C54.bam	G1
SA928-A75616C-R11-C57.bam	G1
SA928-A75616C-R11-C58.bam	G1
SA928-A75616C-R11-C59.bam	G1
SA928-A75616C-R11-C60.bam	G1
SA928-A75616C-R11-C61.bam	G1
SA928-A75616C-R11-C62.bam	G1
SA928-A75616C-R11-C63.bam	G1
SA928-A75616C-R11-C64.bam	S
SA928-A75616C-R11-C65.bam	G1
SA928-A75616C-R11-C66.bam	G1
SA928-A75616C-R11-C70.bam	G1
SA928-A75616C-R12-C54.bam	G1
SA928-A75616C-R12-C57.bam	S
SA928-A75616C-R12-C58.bam	G1
SA928-A75616C-R12-C59.bam	G1
SA928-A75616C-R12-C61.bam	G1
SA928-A75616C-R12-C63.bam	G1
SA928-A75616C-R12-C64.bam	G1
SA928-A75616C-R12-C66.bam	G1
SA928-A75616C-R12-C67.bam	G1
SA928-A75616C-R12-C69.bam	G1
SA928-A75616C-R12-C70.bam	S
SA928-A75616C-R13-C54.bam	G1
SA928-A75616C-R13-C56.bam	G1
SA928-A75616C-R13-C59.bam	G1
SA928-A75616C-R13-C61.bam	G1
SA928-A75616C-R13-C62.bam	G1
SA928-A75616C-R13-C63.bam	G1
SA928-A75616C-R13-C64.bam	G1
SA928-A75616C-R13-C65.bam	S
SA928-A75616C-R13-C66.bam	G1
SA928-A75616C-R13-C67.bam	G1
SA928-A75616C-R13-C69.bam	G1
SA928-A75616C-R13-C70.bam	G1
SA928-A75616C-R14-C54.bam	G1
SA928-A75616C-R14-C56.bam	G1
SA928-A75616C-R14-C57.bam	G1
SA928-A75616C-R14-C58.bam	G1
SA928-A75616C-R14-C59.bam	G1
SA928-A75616C-R14-C60.bam	S
SA928-A75616C-R14-C61.bam	S
SA928-A75616C-R14-C62.bam	G1
SA928-A75616C-R14-C63.bam	G1
SA928-A75616C-R14-C64.bam	G1
SA928-A75616C-R14-C65.bam	S
SA928-A75616C-R14-C66.bam	G1
SA928-A75616C-R14-C69.bam	G1
SA928-A75616C-R14-C70.bam	G1
SA928-A75616C-R15-C54.bam	G1
SA928-A75616C-R15-C56.bam	S
SA928-A75616C-R15-C57.bam	G1
SA928-A75616C-R15-C58.bam	G1
SA928-A75616C-R15-C59.bam	S
SA928-A75616C-R15-C60.bam	G1
SA928-A75616C-R15-C61.bam	G1
SA928-A75616C-R15-C62.bam	G1
SA928-A75616C-R15-C63.bam	S
SA928-A75616C-R15-C64.bam	G1
SA928-A75616C-R15-C65.bam	G1
SA928-A75616C-R15-C66.bam	S
SA928-A75616C-R15-C67.bam	G1
SA928-A75616C-R15-C69.bam	G1
SA928-A75616C-R15-C70.bam	S
SA928-A75616C-R16-C54.bam	G1
SA928-A75616C-R16-C56.bam	S
SA928-A75616C-R16-C57.bam	G1
