Cell	Subpopulation
SA906-A96210C-R66-C67	1
SA906-A96210C-R66-C70	1
SA906-A96210C-R67-C11	1
SA906-A96210C-R67-C12	1
SA906-A96210C-R67-C13	1
SA906-A96210C-R67-C16	1
SA906-A96210C-R67-C19	1
SA906-A96210C-R67-C20	1
SA906-A96210C-R67-C21	1
SA906-A96210C-R67-C24	1
SA906-A96210C-R67-C27	1
SA906-A96210C-R67-C30	1
SA906-A96210C-R67-C31	1
SA906-A96210C-R67-C35	1
SA906-A96210C-R67-C38	1
SA906-A96210C-R67-C39	1
SA906-A96210C-R67-C45	1
SA906-A96210C-R67-C46	1
SA906-A96210C-R67-C48	1
SA906-A96210C-R67-C49	1
SA906-A96210C-R67-C52	1
SA906-A96210C-R67-C55	1
SA906-A96210C-R67-C57	1
SA906-A96210C-R67-C59	1
SA906-A96210C-R67-C61	1
SA906-A96210C-R67-C65	1
SA906-A96210C-R67-C69	1
SA906-A96210C-R68-C07	1
SA906-A96210C-R68-C08	1
SA906-A96210C-R68-C09	1
SA906-A96210C-R68-C12	1
SA906-A96210C-R68-C16	1
SA906-A96210C-R68-C17	1
SA906-A96210C-R68-C18	1
SA906-A96210C-R68-C21	1
SA906-A96210C-R68-C22	1
SA906-A96210C-R68-C24	1
SA906-A96210C-R68-C29	1
SA906-A96210C-R68-C31	1
SA906-A96210C-R68-C35	1
SA906-A96210C-R68-C41	1
SA906-A96210C-R68-C44	1
SA906-A96210C-R68-C45	1
SA906-A96210C-R68-C47	1
SA906-A96210C-R68-C50	1
SA906-A96210C-R68-C54	1
SA906-A96210C-R68-C61	1
SA906-A96210C-R68-C63	1
SA906-A96210C-R68-C66	1
SA906-A96210C-R68-C67	1
SA906-A96210C-R68-C70	1
SA906-A96210C-R69-C07	1
SA906-A96210C-R69-C10	1
SA906-A96210C-R69-C13	1
SA906-A96210C-R69-C17	1
SA906-A96210C-R69-C20	1
SA906-A96210C-R69-C22	1
SA906-A96210C-R69-C23	1
SA906-A96210C-R69-C26	1
SA906-A96210C-R69-C30	1
SA906-A96216A-R07-C25	1
SA906-A96216A-R07-C35	1
SA906-A96216A-R08-C17	1
SA906-A96216A-R09-C20	1
SA906-A96216A-R10-C09	1
SA906-A96216A-R10-C22	1
SA906-A96216A-R10-C34	1
SA906-A96216A-R12-C09	1
SA906-A96216A-R12-C15	1
SA906-A96216A-R12-C20	1
SA906-A96216A-R13-C27	1
SA906-A96216A-R13-C34	1
SA906-A96216A-R13-C38	1
SA906-A96216A-R14-C09	1
SA906-A96216A-R14-C11	1
SA906-A96216A-R14-C19	1
SA906-A96216A-R14-C29	1
SA906-A96216A-R14-C39	1
SA906-A96216A-R14-C50	1
SA906-A96216A-R15-C50	1
SA906-A96216A-R16-C14	1
SA906-A96216A-R16-C23	1
SA906-A96216A-R17-C11	1
SA906-A96216A-R17-C13	1
SA906-A96216A-R18-C32	1
SA906-A96216A-R18-C47	1
SA906-A96216A-R18-C48	1
SA906-A96216A-R18-C52	1
SA906-A96216A-R19-C17	1
SA906-A96216A-R19-C30	1
SA906-A96216A-R19-C54	1
SA906-A96216A-R21-C14	1
SA906-A96216A-R21-C28	1
SA906-A96216A-R21-C32	1
SA906-A96216A-R21-C56	1
SA906-A96216A-R22-C30	1
SA906-A96216A-R22-C32	1
