Filename,Cell_count,Minimum,Maximum,Lower_Quartile_(Q1),Upper_Quartile_(Q3),Median_RPM,Median_ploidy
GM18507_SA928_A90694A_per_Cell_summary_metrics.csv,378,65.17241398872687,345.1236640516456,122.55373415829165,210.17820181199764,165.52,1.93966
GM18507_SA928_A90694B_per_Cell_summary_metrics.csv,918,69.60985007607975,881.5576837846726,294.4153359200382,511.4760321888868,390.888,1.93982
GM18507_SA928_A90706_per_Cell_summary_metrics.csv,287,65.55191450641351,1422.2520177764052,268.9917154881562,743.8197194421838,524.4091637391613,1.9840304702044442
GM18507_SA928_A96146A_per_Cell_summary_metrics.csv,16,69.30417730415468,271.4027742378957,147.362,241.094,194.654,1.94119
GM18507_SA928_A96172B_per_Cell_summary_metrics.csv,23,80.62086978933388,208.93640617605203,103.30217803325678,147.61177772629293,133.59292498506005,1.9406768950787352
GM18507_SA928_A96193B_per_Cell_summary_metrics.csv,31,67.66053854325253,207.77782865703944,95.41944714369764,135.56619815466954,117.82098708789252,1.9403629130812214
GM18507_SA928_A96199A_per_Cell_summary_metrics.csv,12,189.58155596813148,1931.4303232814145,996.392,1609.34,1416.73,1.93934
GM18507_SA928_A96199B_per_Cell_summary_metrics.csv,15,104.73307631624075,265.4473360797963,206.17077996311562,231.40756438927647,212.60771749817746,1.9426698943142233
GM18507_SA928_A96211C_per_Cell_summary_metrics.csv,21,195.53051800818162,509.8757834189147,344.7221447325915,467.3208879113255,395.02150600938813,1.942116761845313
GM18507_SA928_A96226B_per_Cell_summary_metrics.csv,13,88.56544760626345,200.1114001103256,101.10806923816753,146.47327617323305,117.42464866327781,1.9397996410727376
HGSOC-OV2295_SA1090_A96213A_per_Cell_summary_metrics.csv,696,67.22534341034226,998.9140094025307,487.244,671.452,581.464,1.85959
HGSOC-OV2295_SA922_A90554B_per_Cell_summary_metrics.csv,368,69.37217654367191,1120.4069554243536,523.62,825.331,692.679,4.09158
HGSOC-TOV2295_SA921_A90554A_per_Cell_summary_metrics.csv,371,76.21160481549528,1184.8449776262944,468.3823236595992,779.1382006415299,601.5313107523825,3.5409458391070383
HeLa_SA1087_A96150A_per_Cell_summary_metrics.csv,601,66.31188695949416,599.3384971809031,292.92420973919616,437.0774166212818,373.8342381994295,3.5336681691350074
Lymphoma_SA1088_A96156A_per_Cell_summary_metrics.csv,530,65.87248234985186,814.9508096480347,346.21424233114095,464.7446881513299,409.695,2.0015
Lymphoma_SA1089_A96156B_per_Cell_summary_metrics.csv,346,74.47503376058624,1037.1269915639937,531.660149313015,690.3713457639345,614.055,1.9918
T-47D_SA1044_A96139A_per_Cell_summary_metrics.csv,1332,64.87256972304614,2149.1130506888944,667.583,1218.13,935.944,2.7757
TNBC-PDX_SA501X11XB00529_A96187A_per_Cell_summary_metrics.csv,954,66.48836117633648,508.40505700992776,191.05875849516767,255.8341864474749,220.965,1.85548
TNBC-PDX_SA501X2XB00096_A95621B_per_Cell_summary_metrics.csv,451,194.69866064475417,2292.7711583461146,1137.3552801651692,1495.939231776299,1332.1329494501244,1.9511990981142389
TNBC-PDX_SA501X2XB00097_A96171A_per_Cell_summary_metrics.csv,37,66.89117571900044,1255.4864733076213,477.9310359173304,902.563620289252,650.0617203840237,2.0276414673484093
TNBC-PDX_SA501X5XB00877_A95670A_per_Cell_summary_metrics.csv,270,69.27892044376257,627.4639540629363,260.76801698330354,396.0874750402963,349.723,1.95337
TNBC-PDX_SA501X6XB00969_A95670B_per_Cell_summary_metrics.csv,355,69.46899450850835,299.84879896336724,149.4558523408197,219.69518109128748,185.7331228173588,1.951317837368918
TNBC-PDX_SA535X5XB00517_A95732A_per_Cell_summary_metrics.csv,444,66.47152326940841,852.075156365417,300.268,499.695,407.811,2.83891
TNBC-PDX_SA535X8XB01043_A95736A_per_Cell_summary_metrics.csv,341,65.09599579574561,1081.9624520426296,348.9701543670035,559.8160439498798,478.49510579942097,2.858070612490336
TNBC-PDX_SA604X6XB01979_A95722A_per_Cell_summary_metrics.csv,476,66.01269030561835,708.8674627185233,362.102,527.026,447.891,4.80744
TNBC-PDX_SA609X3XB01584_A95724A_per_Cell_summary_metrics.csv,212,67.68547159774218,447.4288437112188,235.231,341.793,298.456,2.87437
TNBC-PDX_SA609X4XB01721_A95664B_per_Cell_summary_metrics.csv,392,65.06134856418207,588.5570558524952,329.942,438.933,377.617,2.77234
TNBC-PDX_SA609X5XB01844_A95724B_per_Cell_summary_metrics.csv,396,68.18931358197459,374.30861384653775,167.386,251.85,209.692,2.75235
TNBC-PDX_SA609X6XB01898_A95632B_per_Cell_summary_metrics.csv,410,66.36369590388823,291.97286799775986,141.7984903593748,206.23716017312051,174.577,2.77088
TNBC-PDX_SA609X6XB01899_A95632D_per_Cell_summary_metrics.csv,499,67.25966683600333,412.9622958412528,224.30779617187284,311.7865511694705,271.5199919745873,2.7761032728015387
TNBC-PDX_SA609X7XB02184_A95728A_per_Cell_summary_metrics.csv,634,65.45153467664997,1661.1310795591128,111.94390995818917,616.1158524052182,136.33,2.55609
